"341,01",5,5,10,BET,Entrada,Odd,P60,Media Movel 60,Acertos 60,Media Geral,,,Odd,P120,Media Movel 120,,Odd,P180,Media Movel 180,,Odd,P240,Media Movel 240,,Odd,P300,Media Movel 300,,Odd,P360,Media Movel 360,,Odd,P420,,,Odd,P480,,,Odd,P540,,,Odd,P600,,
5826,"-343,09",15,2,0,"4,29",1,-10,"-0,5500",-33,"0,2255","0,0001",,1,0,"-0,0083",,1,0,"0,1611",,1,0,"0,3583",0,1,10,"0,3367",,1,0,"0,3139","0,0000",1,0,"0,3024",,1,5,"0,2938",0,1,0,"0,2296",0,1,10,"0,2917",0
5827,"-343,09",15,2,0,"4,78",1,0,"-0,3667",-22,"0,2256","0,0001",,1,1,"0,0000",,1,1,"0,1667",,1,1,"0,3625",0,1,0,"0,3067",,1,0,"0,3167","0,0000",1,0,"0,3048",,1,0,"0,2854",0,1,1,"0,2315",0,1,0,"0,2767",0
5828,"-343,09",-10,0,0,"1,41",0,0,"-0,3500",-21,"0,2256","0,0000",,0,5,"0,0000",,0,0,"0,1667",,0,1,"0,3625",0,0,0,"0,3100",,0,0,"0,3194","0,0000",0,0,"0,3071",,0,0,"0,2875",0,0,-10,"0,2315",0,0,0,"0,2783",0
5829,"-343,09",0,1,0,"2,92",0,1,"-0,3500",-21,"0,2256","0,0000",,0,0,"-0,0417",,0,0,"0,1667",,0,0,"0,3583",0,0,1,"0,3100",,0,0,"0,3194","0,0000",0,1,"0,3071",,0,0,"0,2875",0,0,1,"0,2500",0,0,1,"0,2783",0
5830,"-343,09",-10,0,0,1,-10,1,"-0,3667",-22,"0,2238","-0,0018",,-10,0,"-0,0417",,-10,-10,"0,1667",,-10,0,"0,3583",0,-10,1,"0,3067",,-10,0,"0,3194","0,0000",-10,0,"0,3048",,-10,5,"0,2875",0,-10,1,"0,2481",0,-10,0,"0,2767",0
5831,"-343,09",-10,0,0,1,-10,0,"-0,5500",-33,"0,2221","-0,0018",,-10,0,"-0,1250",,-10,1,"0,1667",,-10,1,"0,3167",0,-10,1,"0,2700",,-10,5,"0,2917","0,0000",-10,0,"0,2810",,-10,5,"0,2563",0,-10,1,"0,2278",0,-10,0,"0,2600",0
5832,"-343,09",-10,0,0,"1,74",0,0,"-0,7167",-43,"0,2220","0,0000",,0,1,"-0,2083",,0,0,"0,1056",,0,0,"0,2708",0,0,0,"0,2333",,0,1,"0,2500","0,0000",0,0,"0,2571",,0,-10,"0,2250",0,0,0,"0,2074",0,0,1,"0,2433",0
5833,"-343,09",-10,0,0,"1,2",0,5,"-0,7167",-43,"0,2220","0,0000",,0,1,"-0,2167",,0,10,"0,1056",,0,0,"0,2708",0,0,5,"0,2333",,0,0,"0,2472","0,0000",0,0,"0,2571",,0,0,"0,2458",0,0,0,"0,2074",0,0,0,"0,2417",0
5834,"-343,09",-10,0,0,"1,02",0,-10,"-0,8000",-48,"0,2219","0,0000",,0,10,"-0,2250",,0,0,"0,0500",,0,0,"0,2708",0,0,0,"0,2167",,0,0,"0,2472","0,0000",0,1,"0,2571",,0,0,"0,2458",0,0,1,"0,2074",0,0,1,"0,2417",0
5835,"-343,09",-10,0,0,"1,01",-10,0,"-0,6333",-38,"0,2202","-0,0018",,-10,0,"-0,3083",,-10,0,"0,0500",,-10,0,"0,2708",0,-10,0,"0,2167",,-10,0,"0,2472","0,0000",-10,0,"0,2548",,-10,0,"0,2458",0,-10,0,"0,2056",0,-10,0,"0,2400",0
5836,"-343,09",-10,0,0,"1,52",0,0,"-0,8000",-48,"0,2201","0,0000",,0,0,"-0,3917",,0,0,"-0,0056",,0,1,"0,2292",0,0,1,"0,1833",,0,0,"0,2194","0,0000",0,0,"0,2310",,0,1,"0,2250",0,0,0,"0,1870",0,0,1,"0,2233",0
5837,"-343,09",15,2,0,"3,45",1,0,"-0,8000",-48,"0,2203","0,0001",,1,0,"-0,3917",,1,1,"-0,0056",,1,5,"0,2250",0,1,1,"0,1800",,1,0,"0,2194","0,0000",1,0,"0,2310",,1,0,"0,2229",0,1,5,"0,1870",0,1,0,"0,2217",0
5838,"-343,09",-10,0,0,"1,6",0,0,"-0,7833",-47,"0,2202","0,0000",,0,0,"-0,3833",,0,5,"-0,0056",,0,1,"0,2083",0,0,0,"0,1800",,0,0,"0,2222","0,0000",0,1,"0,2333",,0,0,"0,2250",0,0,0,"0,1796",0,0,1,"0,2233",0
5839,"-343,09",15,2,0,"4,04",1,0,"-0,7833",-47,"0,2204","0,0001",,1,0,"-0,3833",,1,0,"-0,0333",,1,0,"0,2042",0,1,1,"0,1800",,1,0,"0,2222","0,0000",1,-10,"0,2310",,1,0,"0,2250",0,1,0,"0,1796",0,1,0,"0,2217",0
5840,"-343,09",0,1,0,"2,75",0,0,"-0,7667",-46,"0,2203","0,0000",,0,5,"-0,3750",,0,1,"-0,0278",,0,1,"0,2083",0,0,0,"0,1800",,0,1,"0,2250","0,0000",0,0,"0,2571",,0,0,"0,2271",0,0,0,"0,1815",0,0,0,"0,2233",0
5841,"-343,09",-10,0,0,"1,09",0,0,"-0,7667",-46,"0,2203","0,0000",,0,0,"-0,4167",,0,0,"-0,0333",,0,0,"0,2042",0,0,0,"0,1800",,0,0,"0,2222","0,0000",0,1,"0,2571",,0,1,"0,2271",0,0,0,"0,1815",0,0,0,"0,2233",0
5842,"-343,09",-10,0,0,"1,51",0,0,"-0,7667",-46,"0,2203","0,0000",,0,0,"-0,4167",,0,0,"-0,0333",,0,0,"0,2042",0,0,0,"0,1800",,0,0,"0,2222","0,0000",0,1,"0,2548",,0,1,"0,2250",0,0,0,"0,1815",0,0,0,"0,2233",0
5843,"-343,09",15,2,0,"4,52",1,0,"-0,7667",-46,"0,2204","0,0001",,1,0,"-0,4167",,1,1,"-0,0333",,1,1,"0,2042",0,1,0,"0,1800",,1,-10,"0,2222","0,0000",1,1,"0,2524",,1,0,"0,2229",0,1,0,"0,1815",0,1,5,"0,2233",0
5844,"-343,09",15,2,0,"9,6",1,1,"-0,7500",-45,"0,2205","0,0001",,1,0,"-0,4083",,1,5,"-0,0333",,1,0,"0,2042",0,1,1,"0,1833",,1,0,"0,2528","0,0000",1,5,"0,2524",,1,5,"0,2250",0,1,0,"0,1833",0,1,1,"0,2167",0
5845,"-343,09",-10,0,0,1,-10,1,"-0,7500",-45,"0,2188","-0,0017",,-10,0,"-0,4000",,-10,0,"-0,0556",,-10,1,"0,2083",0,-10,0,"0,1833",,-10,0,"0,2556","0,0000",-10,0,"0,2429",,-10,1,"0,2167",0,-10,0,"0,1852",0,-10,0,"0,2167",0
5846,"-343,09",-10,0,0,"1,9",0,0,"-0,9333",-56,"0,2187","0,0000",,0,0,"-0,4833",,0,0,"-0,1111",,0,10,"0,1625",0,0,0,"0,1500",,0,0,"0,2278","0,0000",0,0,"0,2190",,0,0,"0,1938",0,0,-10,"0,1667",0,0,0,"0,2000",0
5847,"-343,09",0,1,0,"2,3",0,0,"-0,9333",-56,"0,2187","0,0000",,0,0,"-0,4833",,0,0,"-0,1111",,0,0,"0,1208",0,0,-10,"0,1500",,0,0,"0,2278","0,0000",0,1,"0,2190",,0,-10,"0,1938",0,0,0,"0,1852",0,0,0,"0,2000",0
5848,"-343,09",0,1,0,"2,12",0,0,"-0,9333",-56,"0,2187","0,0000",,0,0,"-0,4833",,0,0,"-0,1111",,0,1,"0,1208",0,0,0,"0,1833",,0,0,"0,2278","0,0000",0,0,"0,2167",,0,0,"0,2146",0,0,0,"0,1852",0,0,0,"0,2000",0
5849,"-343,09",15,2,0,"3,47",1,0,"-0,9333",-56,"0,2188","0,0001",,1,0,"-0,4833",,1,0,"-0,1111",,1,0,"0,1167",0,1,0,"0,1833",,1,1,"0,2278","0,0000",1,1,"0,2167",,1,0,"0,2146",0,1,1,"0,1852",0,1,0,"0,2000",0
5850,"-343,09",-10,0,0,"1,19",0,0,"-0,9167",-55,"0,2188","0,0000",,0,0,"-0,4750",,0,0,"-0,1056",,0,0,"0,1208",0,0,0,"0,1867",,0,0,"0,2278","0,0000",0,0,"0,2167",,0,0,"0,2167",0,0,0,"0,1852",0,0,0,"0,2017",0
5851,"-343,09",15,2,0,"12,96",1,0,"-0,9167",-55,"0,2189","0,0001",,1,0,"-0,4750",,1,1,"-0,1056",,1,0,"0,1208",0,1,0,"0,1867",,1,0,"0,2278","0,0000",1,0,"0,2167",,1,5,"0,2167",0,1,0,"0,1852",0,1,1,"0,2017",0
5852,"-343,09",15,2,0,"3,71",1,-10,"-0,9000",-54,"0,2190","0,0001",,1,0,"-0,4667",,1,0,"-0,1056",,1,10,"0,1250",0,1,0,"0,1900",,1,1,"0,2306","0,0000",1,0,"0,2190",,1,0,"0,2083",0,1,0,"0,1870",0,1,0,"0,2017",0
5853,"-343,09",-10,0,0,"1,06",0,0,"-0,7167",-43,"0,2190","0,0000",,0,1,"-0,4583",,0,0,"-0,1000",,0,0,"0,0875",0,0,0,"0,1933",,0,10,"0,2306","0,0000",0,0,"0,2214",,0,1,"0,2104",0,0,0,"0,1889",0,0,0,"0,2033",0
5854,"-343,09",15,2,0,"4,01",1,0,"-0,7167",-43,"0,2191","0,0001",,1,0,"-0,4667",,1,5,"-0,1000",,1,1,"0,0875",0,1,0,"0,1933",,1,0,"0,2028","0,0000",1,0,"0,2214",,1,1,"0,2083",0,1,0,"0,1889",0,1,1,"0,2033",0
5855,"-343,09",15,2,0,"3,8",1,1,"-0,7000",-42,"0,2193","0,0001",,1,1,"-0,4583",,1,1,"-0,1222",,1,0,"0,0875",0,1,0,"0,1967",,1,1,"0,2056","0,0000",1,0,"0,2238",,1,1,"0,2083",0,1,0,"0,1907",0,1,0,"0,2033",0
5856,"-343,09",-10,0,0,"1,19",0,0,"-0,7000",-42,"0,2192","0,0000",,0,0,"-0,4583",,0,1,"-0,1222",,0,0,"0,0917",0,0,1,"0,2000",,0,5,"0,2056","0,0000",0,0,"0,2262",,0,1,"0,2083",0,0,0,"0,1926",0,0,0,"0,2050",0
5857,"-343,09",-10,0,0,"1,54",0,0,"-0,7000",-42,"0,2192","0,0000",,0,1,"-0,4583",,0,1,"-0,1278",,0,1,"0,0917",0,0,0,"0,1967",,0,0,"0,1917","0,0000",0,0,"0,2262",,0,0,"0,2063",0,0,5,"0,1926",0,0,1,"0,2050",0
5858,"-343,09",-10,0,0,"1,57",0,0,"-0,7000",-42,"0,2192","0,0000",,0,1,"-0,4667",,0,0,"-0,1333",,0,0,"0,0875",0,0,0,"0,1967",,0,5,"0,1917","0,0000",0,0,"0,2262",,0,0,"0,2063",0,0,0,"0,1833",0,0,0,"0,2033",0
5859,"-343,09",15,2,0,"4,12",1,0,"-0,7000",-42,"0,2193","0,0001",,1,0,"-0,4750",,1,1,"-0,1333",,1,1,"0,0875",0,1,1,"0,1967",,1,-10,"0,1778","0,0000",1,1,"0,2262",,1,0,"0,2063",0,1,0,"0,1833",0,1,0,"0,2033",0
5860,"-343,09",0,1,0,"2,78",0,1,"-0,6833",-41,"0,2192","0,0000",,0,10,"-0,4667",,0,0,"-0,1333",,0,0,"0,0875",0,0,0,"0,1967",,0,1,"0,2083","0,0000",0,1,"0,2262",,0,0,"0,2083",0,0,0,"0,1852",0,0,10,"0,2050",0
5861,"-343,09",0,1,0,"2,76",0,1,"-0,7000",-42,"0,2192","0,0000",,0,0,"-0,5500",,0,0,"-0,1333",,0,0,"0,0875",0,0,1,"0,1967",,0,5,"0,2056","0,0000",0,0,"0,2238",,0,0,"0,2083",0,0,0,"0,1852",0,0,0,"0,1883",0
5862,"-343,09",-10,0,0,"1,28",0,0,"-0,7167",-43,"0,2192","0,0000",,0,0,"-0,5500",,0,0,"-0,1333",,0,1,"0,0875",0,0,1,"0,1933",,0,5,"0,1917","0,0000",0,0,"0,2238",,0,0,"0,2083",0,0,0,"0,1852",0,0,0,"0,1883",0
5863,"-343,09",15,2,0,"232,79",10,0,"-0,7167",-43,"0,2208","0,0017",,10,0,"-0,5500",,10,1,"-0,1333",,10,0,"0,0833",0,10,0,"0,1900",,10,1,"0,1778","0,0000",10,5,"0,2238",,10,10,"0,2083",0,10,1,"0,1852",0,10,0,"0,1883",0
5864,"-343,09",-10,0,0,"1,13",0,1,"-0,5500",-33,"0,2208","0,0000",,0,0,"-0,4667",,0,0,"-0,0833",,0,0,"0,1250",0,0,0,"0,2233",,0,1,"0,2028","0,0000",0,0,"0,2357",,0,0,"0,2083",0,0,1,"0,2019",0,0,0,"0,2050",0
5865,"-343,09",-10,0,0,"1,82",0,1,"-0,5667",-34,"0,2208","0,0000",,0,0,"-0,4667",,0,0,"-0,0833",,0,1,"0,1250",0,0,0,"0,2233",,0,0,"0,2000","0,0000",0,1,"0,2357",,0,0,"0,2083",0,0,0,"0,2000",0,0,0,"0,2050",0
5866,"-343,09",-10,0,0,"1,04",0,0,"-0,5833",-35,"0,2207","0,0000",,0,0,"-0,4667",,0,0,"-0,0833",,0,1,"0,1208",0,0,0,"0,2233",,0,-10,"0,2000","0,0000",0,0,"0,2333",,0,0,"0,2083",0,0,0,"0,2000",0,0,0,"0,2050",0
5867,"-343,09",15,2,0,"87,03",10,0,"-0,5833",-35,"0,2224","0,0017",,10,-10,"-0,4667",,10,0,"-0,0833",,10,0,"0,1167",0,10,1,"0,2233",,10,1,"0,2278","0,0000",10,0,"0,2333",,10,1,"0,2083",0,10,1,"0,2000",0,10,0,"0,2050",0
5868,"-343,09",-10,0,0,"1,76",0,0,"-0,4167",-25,"0,2224","0,0000",,0,1,"-0,3000",,0,1,"-0,0278",,0,0,"0,1583",0,0,1,"0,2533",,0,5,"0,2528","0,0000",0,0,"0,2571",,0,5,"0,2271",0,0,0,"0,2167",0,0,0,"0,2217",0
5869,"-343,09",-10,0,0,"1,86",0,0,"-0,4167",-25,"0,2223","0,0000",,0,0,"-0,3083",,0,0,"-0,0333",,0,1,"0,1583",0,0,0,"0,2500",,0,0,"0,2389","0,0000",0,1,"0,2571",,0,1,"0,2167",0,0,0,"0,2167",0,0,5,"0,2217",0
5870,"-343,09",-10,0,0,"1,01",-10,0,"-0,4167",-25,"0,2206","-0,0017",,-10,0,"-0,3083",,-10,0,"-0,0333",,-10,0,"0,1542",0,-10,1,"0,2500",,-10,0,"0,2389","0,0000",-10,1,"0,2548",,-10,0,"0,2146",0,-10,1,"0,2167",0,-10,0,"0,2133",0
5871,"-343,09",-10,0,0,"1,4",0,0,"-0,5833",-35,"0,2205","0,0000",,0,0,"-0,3917",,0,0,"-0,0889",,0,0,"0,1125",0,0,0,"0,2133",,0,1,"0,2111","0,0000",0,0,"0,2286",,0,0,"0,1938",0,0,0,"0,1963",0,0,0,"0,1967",0
5872,"-343,09",0,1,0,"2,28",0,0,"-0,5833",-35,"0,2205","0,0000",,0,0,"-0,3917",,0,0,"-0,0889",,0,1,"0,1125",0,0,-10,"0,2133",,0,-10,"0,2083","0,0000",0,0,"0,2286",,0,1,"0,1938",0,0,0,"0,1963",0,0,0,"0,1967",0
5873,"-343,09",-10,0,0,"1,06",0,-10,"-0,5833",-35,"0,2205","0,0000",,0,0,"-0,3917",,0,0,"-0,0889",,0,1,"0,1083",0,0,1,"0,2467",,0,0,"0,2361","0,0000",0,0,"0,2286",,0,0,"0,1917",0,0,1,"0,1963",0,0,0,"0,1967",0
5874,"-343,09",-10,0,0,"1,81",0,0,"-0,4167",-25,"0,2204","0,0000",,0,1,"-0,3917",,0,0,"-0,0889",,0,1,"0,1042",0,0,1,"0,2433",,0,0,"0,2361","0,0000",0,0,"0,2286",,0,1,"0,1917",0,0,1,"0,1944",0,0,0,"0,1967",0
5875,"-343,09",15,2,0,"10,31",1,0,"-0,4167",-25,"0,2206","0,0001",,1,0,"-0,4000",,1,0,"-0,0889",,1,0,"0,1000",0,1,0,"0,2400",,1,0,"0,2361","0,0000",1,0,"0,2286",,1,-10,"0,1896",0,1,0,"0,1926",0,1,0,"0,1967",0
5876,"-343,09",-10,0,0,1,-10,0,"-0,4000",-24,"0,2188","-0,0017",,-10,0,"-0,3917",,-10,0,"-0,0833",,-10,0,"0,1042",0,-10,0,"0,2433",,-10,0,"0,2389","0,0000",-10,0,"0,2310",,-10,0,"0,2125",0,-10,0,"0,1944",0,-10,0,"0,1983",0
5877,"-343,09",-10,0,0,"1,11",0,0,"-0,5667",-34,"0,2188","0,0000",,0,0,"-0,4750",,0,1,"-0,1389",,0,0,"0,0625",0,0,0,"0,2100",,0,0,"0,2111","0,0000",0,0,"0,2071",,0,-10,"0,1917",0,0,10,"0,1759",0,0,1,"0,1817",0
5878,"-343,09",-10,0,0,"1,73",0,0,"-0,5667",-34,"0,2187","0,0000",,0,0,"-0,4750",,0,0,"-0,1444",,0,10,"0,0625",0,0,1,"0,2100",,0,0,"0,2111","0,0000",0,1,"0,2071",,0,0,"0,2125",0,0,1,"0,1574",0,0,0,"0,1800",0
5879,"-343,09",-10,0,0,"1,29",0,0,"-0,5667",-34,"0,2187","0,0000",,0,0,"-0,4750",,0,0,"-0,1444",,0,1,"0,0208",0,0,0,"0,2067",,0,1,"0,2111","0,0000",0,0,"0,2048",,0,1,"0,2125",0,0,-10,"0,1556",0,0,5,"0,1800",0
5880,"-343,09",15,2,0,"7,76",1,1,"-0,5667",-34,"0,2188","0,0001",,1,1,"-0,4750",,1,0,"-0,1444",,1,0,"0,0167",0,1,0,"0,2067",,1,0,"0,2083","0,0000",1,0,"0,2048",,1,0,"0,2104",0,1,-10,"0,1741",0,1,0,"0,1717",0
5881,"-343,09",15,2,0,"3,25",1,1,"-0,5667",-34,"0,2190","0,0001",,1,0,"-0,4750",,1,1,"-0,1389",,1,0,"0,0208",0,1,1,"0,2100",,1,0,"0,2111","0,0000",1,0,"0,2071",,1,0,"0,2125",0,1,0,"0,1944",0,1,0,"0,1733",0
5882,"-343,09",-10,0,0,"1,14",0,0,"-0,5667",-34,"0,2189","0,0000",,0,1,"-0,4667",,0,0,"-0,1389",,0,0,"0,0250",0,0,1,"0,2100",,0,0,"0,2139","0,0000",0,0,"0,2095",,0,1,"0,2146",0,0,0,"0,1963",0,0,1,"0,1750",0
5883,"-343,09",-10,0,0,"1,54",0,-10,"-0,5667",-34,"0,2189","0,0000",,0,1,"-0,4750",,0,1,"-0,1389",,0,1,"0,0250",0,0,0,"0,2067",,0,1,"0,2139","0,0000",0,0,"0,2095",,0,0,"0,2125",0,0,0,"0,1963",0,0,0,"0,1733",0
5884,"-343,09",-10,0,0,"1,32",0,1,"-0,4000",-24,"0,2189","0,0000",,0,0,"-0,4833",,0,0,"-0,1444",,0,1,"0,0208",0,0,1,"0,2067",,0,0,"0,2111","0,0000",0,0,"0,2095",,0,0,"0,2125",0,0,-10,"0,1963",0,0,5,"0,1733",0
5885,"-343,09",-10,0,0,"1,02",0,0,"-0,4167",-25,"0,2188","0,0000",,0,0,"-0,4833",,0,0,"-0,1444",,0,0,"0,0167",0,0,0,"0,2033",,0,0,"0,2111","0,0000",0,0,"0,2095",,0,0,"0,2125",0,0,0,"0,2148",0,0,0,"0,1650",0
5886,"-343,09",-10,0,0,"1,69",0,1,"-0,4167",-25,"0,2188","0,0000",,0,-10,"-0,4833",,0,0,"-0,1444",,0,0,"0,0167",0,0,0,"0,2033",,0,10,"0,2111","0,0000",0,0,"0,2095",,0,0,"0,2125",0,0,5,"0,2148",0,0,0,"0,1650",0
5887,"-343,09",15,2,0,"5,6",1,1,"-0,4333",-26,"0,2189","0,0001",,1,0,"-0,4000",,1,1,"-0,1444",,1,1,"0,0167",0,1,1,"0,2033",,1,0,"0,1833","0,0000",1,0,"0,2095",,1,0,"0,2125",0,1,0,"0,2056",0,1,1,"0,1650",0
5888,"-343,09",15,2,0,"491,31",10,0,"-0,4333",-26,"0,2206","0,0017",,10,0,"-0,3917",,10,5,"-0,1444",,10,0,"0,0167",0,10,1,"0,2033",,10,0,"0,1861","0,0000",10,0,"0,2119",,10,0,"0,2146",0,10,0,"0,2074",0,10,-10,"0,1650",0
5889,"-343,09",-10,0,0,"1,01",-10,0,"-0,2667",-16,"0,2188","-0,0017",,-10,1,"-0,3083",,-10,0,"-0,1167",,-10,0,"0,0583",0,-10,0,"0,2333",,-10,1,"0,2139","0,0000",-10,0,"0,2357",,-10,1,"0,2354",0,-10,0,"0,2259",0,-10,1,"0,1983",0
5890,"-343,09",-10,0,0,"1,91",0,-10,"-0,4333",-26,"0,2188","0,0000",,0,1,"-0,4000",,0,0,"-0,1722",,0,-10,"0,0167",0,0,0,"0,2000",,0,1,"0,1833","0,0000",0,0,"0,2119",,0,0,"0,2125",0,0,5,"0,2074",0,0,1,"0,1800",0
5891,"-343,09",-10,0,0,"1,79",0,-10,"-0,2667",-16,"0,2188","0,0000",,0,0,"-0,4083",,0,0,"-0,1722",,0,1,"0,0583",0,0,1,"0,2000",,0,1,"0,1806","0,0000",0,5,"0,2119",,0,0,"0,2125",0,0,5,"0,1981",0,0,1,"0,1783",0
5892,"-343,09",-10,0,0,"1,95",0,0,"-0,1000",-6,"0,2187","0,0000",,0,0,"-0,4083",,0,1,"-0,1722",,0,0,"0,0542",0,0,0,"0,1967",,0,0,"0,1778","0,0000",0,1,"0,2000",,0,0,"0,2125",0,0,-10,"0,1889",0,0,0,"0,1767",0
5893,"-343,09",15,2,0,"3,11",1,0,"-0,1000",-6,"0,2189","0,0001",,1,5,"-0,4083",,1,1,"-0,1778",,1,10,"0,0542",0,1,0,"0,1967",,1,5,"0,1778","0,0000",1,0,"0,1976",,1,0,"0,2125",0,1,0,"0,2074",0,1,0,"0,1767",0
5894,"-343,09",0,1,0,"2,02",0,0,"-0,0833",-5,"0,2188","0,0000",,0,-10,"-0,4417",,0,10,"-0,1778",,0,0,"0,0167",0,0,0,"0,2000",,0,0,"0,1667","0,0000",0,0,"0,2000",,0,1,"0,2146",0,0,0,"0,2093",0,0,1,"0,1783",0
5895,"-343,09",15,2,0,"4,51",1,-10,"-0,0833",-5,"0,2190","0,0001",,1,0,"-0,3583",,1,0,"-0,2333",,1,0,"0,0167",0,1,0,"0,2000",,1,0,"0,1667","0,0000",1,0,"0,2000",,1,0,"0,2125",0,1,0,"0,2093",0,1,0,"0,1767",0
5896,"-343,09",0,1,0,"2,33",0,0,"0,1000",6,"0,2189","0,0000",,0,0,"-0,3500",,0,0,"-0,2278",,0,0,"0,0208",0,0,1,"0,2033",,0,1,"0,1694","0,0000",0,0,"0,2024",,0,0,"0,2146",0,0,1,"0,2111",0,0,0,"0,1783",0
5897,"-343,09",-10,0,0,"1,3",0,1,"0,1000",6,"0,2189","0,0000",,0,0,"-0,3500",,0,0,"-0,2278",,0,1,"0,0208",0,0,5,"0,2000",,0,1,"0,1667","0,0000",0,0,"0,2024",,0,0,"0,2146",0,0,0,"0,2093",0,0,5,"0,1783",0
5898,"-343,09",-10,0,0,"1,18",0,0,"0,0833",5,"0,2189","0,0000",,0,0,"-0,3500",,0,0,"-0,2278",,0,5,"0,0167",0,0,1,"0,1833",,0,0,"0,1639","0,0000",0,0,"0,2024",,0,1,"0,2146",0,0,0,"0,2093",0,0,0,"0,1700",0
5899,"-343,09",-10,0,0,1,-10,1,"0,0833",5,"0,2171","-0,0017",,-10,0,"-0,3500",,-10,0,"-0,2278",,-10,0,"-0,0042",0,-10,0,"0,1800",,-10,1,"0,1639","0,0000",-10,0,"0,2024",,-10,-10,"0,2125",0,-10,0,"0,2093",0,-10,0,"0,1700",0
5900,"-343,09",-10,0,0,"1,06",0,0,"-0,1000",-6,"0,2171","0,0000",,0,0,"-0,4333",,0,5,"-0,2833",,0,1,"-0,0458",0,0,1,"0,1467",,0,0,"0,1333","0,0000",0,1,"0,1786",,0,0,"0,2125",0,0,0,"0,1907",0,0,0,"0,1533",0
5901,"-343,09",-10,0,0,"1,9",0,0,"-0,1000",-6,"0,2170","0,0000",,0,0,"-0,4333",,0,0,"-0,3111",,0,0,"-0,0500",0,0,0,"0,1433",,0,0,"0,1333","0,0000",0,0,"0,1762",,0,1,"0,2125",0,0,1,"0,1907",0,0,0,"0,1533",0
5902,"-343,09",-10,0,0,"1,59",0,0,"-0,1000",-6,"0,2170","0,0000",,0,0,"-0,4333",,0,0,"-0,3111",,0,0,"-0,0500",0,0,0,"0,1433",,0,0,"0,1333","0,0000",0,0,"0,1762",,0,1,"0,2104",0,0,1,"0,1889",0,0,0,"0,1533",0
5903,"-343,09",-10,0,0,"1,61",0,1,"-0,1000",-6,"0,2170","0,0000",,0,0,"-0,4333",,0,0,"-0,3111",,0,1,"-0,0500",0,0,1,"0,1433",,0,0,"0,1333","0,0000",0,-10,"0,1762",,0,1,"0,2083",0,0,0,"0,1870",0,0,0,"0,1533",0
5904,"-343,09",0,1,0,"2,16",0,1,"-0,1167",-7,"0,2169","0,0000",,0,1,"-0,4333",,0,0,"-0,3111",,0,5,"-0,0542",0,0,0,"0,1400",,0,1,"0,1333","0,0000",0,0,"0,2000",,0,5,"0,2063",0,0,5,"0,1870",0,0,0,"0,1533",0
5905,"-343,09",-10,0,0,"1,36",0,-10,"-0,1333",-8,"0,2169","0,0000",,0,1,"-0,4417",,0,0,"-0,3111",,0,0,"-0,0750",0,0,1,"0,1400",,0,0,"0,1306","0,0000",0,0,"0,2000",,0,0,"0,1958",0,0,1,"0,1778",0,0,0,"0,1533",0
5906,"-343,09",-10,0,0,"1,22",0,0,"0,0333",2,"0,2169","0,0000",,0,0,"-0,4500",,0,0,"-0,3111",,0,0,"-0,0750",0,0,10,"0,1367",,0,0,"0,1306","0,0000",0,0,"0,2000",,0,0,"0,1958",0,0,0,"0,1759",0,0,-10,"0,1533",0
5907,"-343,09",-10,0,0,1,-10,0,"0,0333",2,"0,2151","-0,0017",,-10,0,"-0,4500",,-10,0,"-0,3111",,-10,0,"-0,0750",0,-10,0,"0,1033",,-10,-10,"0,1306","0,0000",-10,0,"0,2000",,-10,1,"0,1958",0,-10,-10,"0,1759",0,-10,0,"0,1700",0
5908,"-343,09",-10,0,0,"1,95",0,0,"-0,1333",-8,"0,2151","0,0000",,0,0,"-0,5333",,0,0,"-0,3667",,0,0,"-0,1167",0,0,1,"0,0700",,0,0,"0,1306","0,0000",0,0,"0,1762",,0,0,"0,1729",0,0,0,"0,1759",0,0,0,"0,1533",0
5909,"-343,09",-10,0,0,"1,28",0,1,"-0,1333",-8,"0,2151","0,0000",,0,0,"-0,5333",,0,0,"-0,3667",,0,0,"-0,1167",0,0,0,"0,0667",,0,0,"0,1306","0,0000",0,1,"0,1762",,0,1,"0,1729",0,0,0,"0,1759",0,0,1,"0,1533",0
5910,"-343,09",-10,0,0,"1,61",0,0,"-0,1500",-9,"0,2150","0,0000",,0,0,"-0,5333",,0,0,"-0,3667",,0,0,"-0,1167",0,0,0,"0,0667",,0,0,"0,1306","0,0000",0,0,"0,1738",,0,0,"0,1708",0,0,0,"0,1759",0,0,0,"0,1517",0
5911,"-343,09",15,2,0,"4,58",1,1,"-0,1500",-9,"0,2152","0,0001",,1,0,"-0,5333",,1,0,"-0,3667",,1,1,"-0,1167",0,1,0,"0,0667",,1,0,"0,1306","0,0000",1,0,"0,1738",,1,0,"0,1708",0,1,5,"0,1759",0,1,0,"0,1517",0
5912,"-343,09",15,2,0,"6,11",1,1,"-0,1500",-9,"0,2153","0,0001",,1,-10,"-0,5250",,1,0,"-0,3611",,1,0,"-0,1167",0,1,10,"0,0700",,1,0,"0,1333","0,0000",1,1,"0,1762",,1,0,"0,1729",0,1,0,"0,1685",0,1,0,"0,1533",0
5913,"-343,09",-10,0,0,1,-10,0,"-0,1500",-9,"0,2136","-0,0017",,-10,0,"-0,4333",,-10,1,"-0,3556",,-10,0,"-0,1125",0,-10,0,"0,0400",,-10,0,"0,1361","0,0000",-10,10,"0,1762",,-10,0,"0,1750",0,-10,1,"0,1704",0,-10,0,"0,1550",0
