"341,01",5,5,10,BET,Entrada,Odd,P60,Media Movel 60,Acertos 60,Media Geral,,,Odd,P120,Media Movel 120,,Odd,P180,Media Movel 180,,Odd,P240,Media Movel 240,,Odd,P300,Media Movel 300,,Odd,P360,Media Movel 360,,Odd,P420,,,Odd,P480,,,Odd,P540,,,Odd,P600,,
5736,"-338,09",-10,0,0,"1,03",0,1,"0,5500",33,"0,2334","0,0000",,0,0,"0,6417",,0,1,"0,6389",,0,5,"0,5375",0,0,0,"0,5000",,0,1,"0,4306","0,0000",0,0,"0,3786",,0,0,"0,3708",0,0,0,"0,3667",0,0,5,"0,3067",0
5737,"-338,09",15,2,0,"3,42",1,1,"0,5333",32,"0,2335","0,0001",,1,1,"0,6417",,1,0,"0,6333",,1,0,"0,5167",0,1,0,"0,5000",,1,0,"0,4278","0,0000",1,5,"0,3786",,1,1,"0,3708",0,1,5,"0,3667",0,1,0,"0,2983",0
5738,"-338,09",15,2,0,"14,72",1,0,"0,5333",32,"0,2337","0,0001",,1,0,"0,6417",,1,0,"0,6389",,1,5,"0,5208",0,1,0,"0,5033",,1,0,"0,4306","0,0000",1,0,"0,3690",,1,0,"0,3708",0,1,0,"0,3593",0,1,0,"0,3000",0
5739,"-338,09",-10,0,0,"1,77",0,1,"0,5500",33,"0,2336","0,0000",,0,1,"0,6500",,0,1,"0,6444",,0,-10,"0,5042",0,0,1,"0,5067",,0,0,"0,4333","0,0000",0,0,"0,3714",,0,0,"0,3729",0,0,1,"0,3611",0,0,0,"0,3017",0
5740,"-338,09",15,2,0,"64,92",10,0,"0,5333",32,"0,2353","0,0017",,10,0,"0,6417",,10,0,"0,6389",,10,1,"0,5458",0,10,1,"0,5033",,10,0,"0,4333","0,0000",10,0,"0,3714",,10,10,"0,3729",0,10,1,"0,3593",0,10,0,"0,3017",0
5741,"-338,09",-10,0,0,"1,67",0,0,"0,7000",42,"0,2353","0,0000",,0,0,"0,7250",,0,1,"0,6944",,0,5,"0,5833",0,0,0,"0,5333",,0,0,"0,4611","0,0000",0,0,"0,3952",,0,0,"0,3729",0,0,0,"0,3759",0,0,0,"0,3183",0
5742,"-338,09",0,1,0,"2,38",0,0,"0,7000",42,"0,2352","0,0000",,0,1,"0,7250",,0,1,"0,6889",,0,5,"0,5625",0,0,0,"0,5333",,0,0,"0,4611","0,0000",0,0,"0,3952",,0,0,"0,3729",0,0,0,"0,3759",0,0,0,"0,3183",0
5743,"-338,09",-10,0,0,"1,67",0,1,"0,7000",42,"0,2352","0,0000",,0,0,"0,7167",,0,0,"0,6833",,0,1,"0,5417",0,0,5,"0,5333",,0,10,"0,4611","0,0000",0,1,"0,3952",,0,0,"0,3729",0,0,0,"0,3759",0,0,0,"0,3183",0
5744,"-338,09",-10,0,0,"1,24",0,0,"0,6833",41,"0,2352","0,0000",,0,0,"0,7167",,0,0,"0,6833",,0,1,"0,5375",0,0,0,"0,5167",,0,0,"0,4333","0,0000",0,1,"0,3929",,0,0,"0,3729",0,0,0,"0,3759",0,0,0,"0,3183",0
5745,"-338,09",-10,0,0,"1,9",0,0,"0,6833",41,"0,2351","0,0000",,0,1,"0,7167",,0,0,"0,6833",,0,0,"0,5333",0,0,1,"0,5167",,0,0,"0,4333","0,0000",0,0,"0,3905",,0,0,"0,3729",0,0,5,"0,3759",0,0,0,"0,3183",0
5746,"-338,09",-10,0,0,"1,35",0,0,"0,6833",41,"0,2351","0,0000",,0,1,"0,7083",,0,0,"0,6833",,0,-10,"0,5333",0,0,0,"0,5133",,0,0,"0,4333","0,0000",0,0,"0,3905",,0,0,"0,3729",0,0,0,"0,3667",0,0,0,"0,3183",0
5747,"-338,09",-10,0,0,1,-10,0,"0,6833",41,"0,2333","-0,0018",,-10,0,"0,7000",,-10,1,"0,6833",,-10,1,"0,5750",0,-10,0,"0,5133",,-10,1,"0,4333","0,0000",-10,1,"0,3905",,-10,0,"0,3729",0,-10,0,"0,3667",0,-10,0,"0,3183",0
5748,"-323,09",15,2,1,"4,82",1,1,"0,5167",31,"0,2334","0,0001",,1,0,"0,6167",,1,1,"0,6222",,1,5,"0,5292",0,1,0,"0,4800",,1,5,"0,4028","0,0000",1,0,"0,3643",,1,0,"0,3521",0,1,0,"0,3481",0,1,0,"0,3017",0
5749,"-323,09",0,1,0,"2,05",0,0,"0,5167",31,"0,2334","0,0000",,0,1,"0,6250",,0,0,"0,6222",,0,0,"0,5125",0,0,1,"0,4833",,0,1,"0,3917","0,0000",0,0,"0,3667",,0,5,"0,3542",0,0,1,"0,3500",0,0,0,"0,3033",0
5750,"-323,09",0,1,0,"2,2",0,0,"0,5167",31,"0,2334","0,0000",,0,0,"0,6167",,0,1,"0,6222",,0,0,"0,5125",0,0,1,"0,4800",,0,0,"0,3889","0,0000",0,1,"0,3667",,0,0,"0,3438",0,0,0,"0,3481",0,0,0,"0,3033",0
5751,"-323,09",0,1,0,"2,55",0,0,"0,5167",31,"0,2333","0,0000",,0,0,"0,6167",,0,0,"0,6167",,0,1,"0,5125",0,0,0,"0,4767",,0,0,"0,3889","0,0000",0,0,"0,3643",,0,0,"0,3438",0,0,0,"0,3481",0,0,0,"0,3033",0
5752,"-333,09",-10,0,1,"1,39",0,0,"0,5167",31,"0,2333","0,0000",,0,1,"0,6167",,0,-10,"0,6167",,0,-10,"0,5083",0,0,0,"0,4767",,0,1,"0,3889","0,0000",0,0,"0,3643",,0,0,"0,3438",0,0,1,"0,3481",0,0,0,"0,3033",0
5753,"-333,09",-10,0,0,"1,69",0,0,"0,5167",31,"0,2332","0,0000",,0,1,"0,6083",,0,1,"0,6722",,0,0,"0,5500",0,0,0,"0,4767",,0,0,"0,3861","0,0000",0,1,"0,3643",,0,0,"0,3438",0,0,0,"0,3463",0,0,1,"0,3033",0
5754,"-333,09",15,2,0,"4,99",1,0,"0,5167",31,"0,2334","0,0001",,1,1,"0,6000",,1,1,"0,6667",,1,0,"0,5500",0,1,0,"0,4767",,1,1,"0,3861","0,0000",1,1,"0,3619",,1,0,"0,3438",0,1,1,"0,3463",0,1,1,"0,3017",0
5755,"-333,09",-10,0,0,"1,73",0,0,"0,5333",32,"0,2333","0,0000",,0,0,"0,6000",,0,0,"0,6667",,0,0,"0,5542",0,0,0,"0,4800",,0,-10,"0,3861","0,0000",0,0,"0,3619",,0,0,"0,3458",0,0,0,"0,3463",0,0,1,"0,3017",0
5756,"-333,09",0,1,0,"2,21",0,0,"0,5333",32,"0,2333","0,0000",,0,0,"0,6000",,0,0,"0,6667",,0,0,"0,5542",0,0,0,"0,4800",,0,0,"0,4139","0,0000",0,0,"0,3619",,0,0,"0,3458",0,0,0,"0,3463",0,0,0,"0,3000",0
5757,"-333,09",0,1,0,"2,53",0,1,"0,5333",32,"0,2332","0,0000",,0,0,"0,6000",,0,0,"0,6667",,0,0,"0,5542",0,0,0,"0,4800",,0,-10,"0,4139","0,0000",0,10,"0,3619",,0,1,"0,3458",0,0,1,"0,3463",0,0,0,"0,3000",0
5758,"-333,09",0,1,0,2,0,0,"0,5167",31,"0,2332","0,0000",,0,10,"0,6000",,0,1,"0,6667",,0,0,"0,5542",0,0,1,"0,4800",,0,0,"0,4417","0,0000",0,1,"0,3381",,0,0,"0,3438",0,0,0,"0,3444",0,0,0,"0,3000",0
5759,"-343,09",-10,0,1,"1,13",0,0,"0,5167",31,"0,2332","0,0000",,0,1,"0,5167",,0,0,"0,6611",,0,1,"0,5542",0,0,0,"0,4767",,0,1,"0,4417","0,0000",0,-10,"0,3357",,0,5,"0,3438",0,0,0,"0,3444",0,0,0,"0,3000",0
5760,"-343,09",15,2,0,"11,48",1,0,"0,5167",31,"0,2333","0,0001",,1,0,"0,5083",,1,0,"0,6611",,1,0,"0,5500",0,1,0,"0,4767",,1,0,"0,4389","0,0000",1,-10,"0,3595",,1,0,"0,3333",0,1,1,"0,3444",0,1,-10,"0,3000",0
5761,"-343,09",0,1,0,"2,45",0,1,"0,5333",32,"0,2333","0,0000",,0,0,"0,5167",,0,1,"0,6667",,0,0,"0,5542",0,0,0,"0,4800",,0,0,"0,4417","0,0000",0,0,"0,3857",,0,0,"0,3354",0,0,-10,"0,3444",0,0,0,"0,3183",0
5762,"-343,09",15,2,0,"4,58",1,0,"0,5167",31,"0,2334","0,0001",,1,0,"0,5167",,1,1,"0,6611",,1,0,"0,5542",0,1,0,"0,4800",,1,1,"0,4417","0,0000",1,0,"0,3857",,1,1,"0,3354",0,1,0,"0,3630",0,1,0,"0,3183",0
5763,"-343,09",15,2,0,"3,75",1,1,"0,5333",32,"0,2335","0,0001",,1,1,"0,5250",,1,0,"0,6611",,1,1,"0,5583",0,1,0,"0,4833",,1,0,"0,4417","0,0000",1,0,"0,3881",,1,0,"0,3354",0,1,-10,"0,3648",0,1,0,"0,3200",0
5764,"-343,09",0,1,0,"2,26",0,0,"0,5333",32,"0,2335","0,0000",,0,1,"0,5250",,0,1,"0,6667",,0,0,"0,5583",0,0,0,"0,4867",,0,0,"0,4444","0,0000",0,-10,"0,3905",,0,5,"0,3375",0,0,0,"0,3852",0,0,0,"0,3217",0
5765,"-343,09",0,1,0,"2,22",0,0,"0,5333",32,"0,2334","0,0000",,0,0,"0,5167",,0,0,"0,6611",,0,0,"0,5583",0,0,0,"0,4867",,0,0,"0,4444","0,0000",0,0,"0,4143",,0,0,"0,3271",0,0,0,"0,3852",0,0,0,"0,3217",0
5766,"-343,09",-10,0,0,1,-10,0,"0,5333",32,"0,2317","-0,0018",,-10,0,"0,5167",,-10,0,"0,6611",,-10,10,"0,5583",0,-10,0,"0,4867",,-10,0,"0,4444","0,0000",-10,5,"0,4143",,-10,0,"0,3271",0,-10,10,"0,3852",0,-10,1,"0,3217",0
5767,"-343,09",-10,0,0,"1,61",0,1,"0,3667",22,"0,2316","0,0000",,0,1,"0,4333",,0,1,"0,6056",,0,0,"0,4750",0,0,0,"0,4533",,0,0,"0,4167","0,0000",0,0,"0,3786",,0,1,"0,3063",0,0,0,"0,3481",0,0,1,"0,3033",0
5768,"-343,09",-10,0,0,"1,65",0,5,"0,3500",21,"0,2316","0,0000",,0,0,"0,4250",,0,1,"0,6000",,0,0,"0,4750",0,0,0,"0,4533",,0,0,"0,4167","0,0000",0,0,"0,3786",,0,-10,"0,3042",0,0,0,"0,3481",0,0,0,"0,3017",0
5769,"-343,09",15,2,0,"3,31",1,0,"0,2667",16,"0,2317","0,0001",,1,0,"0,4250",,1,0,"0,5944",,1,1,"0,4750",0,1,0,"0,4533",,1,1,"0,4167","0,0000",1,0,"0,3786",,1,1,"0,3250",0,1,1,"0,3481",0,1,0,"0,3017",0
5770,"-343,09",15,2,0,"5,88",1,0,"0,2833",17,"0,2318","0,0001",,1,-10,"0,4333",,1,0,"0,6000",,1,1,"0,4750",0,1,0,"0,4567",,1,0,"0,4167","0,0000",1,5,"0,3810",,1,1,"0,3250",0,1,0,"0,3481",0,1,0,"0,3033",0
5771,"-343,09",0,1,0,"2,41",0,0,"0,3000",18,"0,2318","0,0000",,0,1,"0,5250",,0,1,"0,6056",,0,1,"0,4750",0,0,5,"0,4600",,0,0,"0,4194","0,0000",0,5,"0,3714",,0,1,"0,3250",0,0,0,"0,3500",0,0,0,"0,3050",0
5772,"-343,09",-10,0,0,"1,64",0,1,"0,3000",18,"0,2318","0,0000",,0,0,"0,5167",,0,0,"0,6000",,0,0,"0,4708",0,0,1,"0,4433",,0,0,"0,4194","0,0000",0,-10,"0,3595",,0,0,"0,3229",0,0,1,"0,3500",0,0,0,"0,3050",0
5773,"-343,09",15,2,0,"18,15",5,1,"0,2833",17,"0,2326","0,0008",,5,10,"0,5167",,5,0,"0,6000",,5,5,"0,4708",0,5,0,"0,4400",,5,0,"0,4194","0,0000",5,0,"0,3833",,5,0,"0,3229",0,5,0,"0,3481",0,5,1,"0,3050",0
5774,"-343,09",-10,0,0,1,-10,10,"0,3500",21,"0,2308","-0,0018",,-10,0,"0,4750",,-10,0,"0,6278",,-10,0,"0,4708",0,-10,0,"0,4567",,-10,1,"0,4333","0,0000",-10,0,"0,3952",,-10,1,"0,3333",0,-10,1,"0,3574",0,-10,0,"0,3117",0
5775,"-343,09",-10,0,0,"1,6",0,0,"0,0167",1,"0,2308","0,0000",,0,0,"0,3917",,0,0,"0,5722",,0,0,"0,4292",0,0,0,"0,4233",,0,0,"0,4028","0,0000",0,0,"0,3714",,0,0,"0,3104",0,0,0,"0,3370",0,0,-10,"0,2950",0
5776,"-343,09",-10,0,0,"1,42",0,0,"0,0167",1,"0,2307","0,0000",,0,0,"0,3917",,0,1,"0,5722",,0,1,"0,4292",0,0,0,"0,4233",,0,0,"0,4028","0,0000",0,1,"0,3714",,0,0,"0,3104",0,0,1,"0,3370",0,0,1,"0,3117",0
5777,"-343,09",-10,0,0,"1,21",0,0,"0,0167",1,"0,2307","0,0000",,0,1,"0,3917",,0,5,"0,5667",,0,1,"0,4250",0,0,0,"0,4233",,0,0,"0,4028","0,0000",0,0,"0,3690",,0,5,"0,3104",0,0,0,"0,3352",0,0,-10,"0,3100",0
5778,"-343,09",-10,0,0,"1,19",0,0,"0,0167",1,"0,2307","0,0000",,0,5,"0,3833",,0,1,"0,5389",,0,0,"0,4208",0,0,0,"0,4233",,0,1,"0,4028","0,0000",0,0,"0,3690",,0,0,"0,3000",0,0,1,"0,3352",0,0,0,"0,3267",0
5779,"-343,09",-10,0,0,"1,36",0,0,"0,0167",1,"0,2306","0,0000",,0,0,"0,3417",,0,0,"0,5333",,0,1,"0,4208",0,0,0,"0,4233",,0,-10,"0,4000","0,0000",0,0,"0,3690",,0,0,"0,3000",0,0,0,"0,3333",0,0,0,"0,3267",0
5780,"-343,09",-10,0,0,"1,08",0,5,"0,0167",1,"0,2306","0,0000",,0,1,"0,3417",,0,1,"0,5333",,0,0,"0,4167",0,0,1,"0,4233",,0,0,"0,4278","0,0000",0,0,"0,3690",,0,0,"0,3000",0,0,0,"0,3333",0,0,0,"0,3267",0
5781,"-343,09",0,1,0,"2,34",0,0,"-0,0667",-4,"0,2305","0,0000",,0,0,"0,3333",,0,0,"0,5278",,0,0,"0,4167",0,0,0,"0,4200",,0,1,"0,4278","0,0000",0,1,"0,3690",,0,0,"0,3000",0,0,0,"0,3333",0,0,0,"0,3267",0
5782,"-343,09",-10,0,0,"1,05",0,0,"-0,0667",-4,"0,2305","0,0000",,0,0,"0,3333",,0,0,"0,5278",,0,0,"0,4167",0,0,0,"0,4200",,0,1,"0,4250","0,0000",0,1,"0,3667",,0,0,"0,3000",0,0,0,"0,3333",0,0,1,"0,3267",0
5783,"-343,09",0,1,0,"2,09",0,0,"-0,0667",-4,"0,2305","0,0000",,0,1,"0,3333",,0,1,"0,5278",,0,0,"0,4167",0,0,-10,"0,4200",,0,1,"0,4222","0,0000",0,0,"0,3643",,0,0,"0,3000",0,0,5,"0,3333",0,0,1,"0,3250",0
5784,"-343,09",15,2,0,"11,99",1,0,"-0,0667",-4,"0,2306","0,0001",,1,5,"0,3250",,1,0,"0,5222",,1,1,"0,4167",0,1,0,"0,4533",,1,5,"0,4194","0,0000",1,5,"0,3643",,1,0,"0,3000",0,1,1,"0,3241",0,1,0,"0,3233",0
5785,"-343,09",15,2,0,"9,24",1,0,"-0,0500",-3,"0,2307","0,0001",,1,0,"0,2917",,1,1,"0,5278",,1,0,"0,4167",0,1,0,"0,4567",,1,0,"0,4083","0,0000",1,1,"0,3548",,1,0,"0,3021",0,1,0,"0,3241",0,1,1,"0,3250",0
5786,"-343,09",-10,0,0,"1,81",0,0,"-0,0333",-2,"0,2307","0,0000",,0,0,"0,3000",,0,10,"0,5278",,0,0,"0,4208",0,0,0,"0,4600",,0,0,"0,4111","0,0000",0,0,"0,3548",,0,-10,"0,3042",0,0,0,"0,3259",0,0,0,"0,3250",0
5787,"-343,09",-10,0,0,"1,58",0,0,"-0,0333",-2,"0,2306","0,0000",,0,0,"0,3000",,0,0,"0,4722",,0,-10,"0,4208",0,0,0,"0,4600",,0,1,"0,4111","0,0000",0,-10,"0,3548",,0,0,"0,3250",0,0,0,"0,3259",0,0,1,"0,3250",0
5788,"-343,09",-10,0,0,"1,07",0,0,"-0,0333",-2,"0,2306","0,0000",,0,0,"0,3000",,0,1,"0,4722",,0,0,"0,4625",0,0,0,"0,4600",,0,0,"0,4083","0,0000",0,0,"0,3786",,0,0,"0,3250",0,0,0,"0,3259",0,0,0,"0,3233",0
5789,"-343,09",-10,0,0,"1,1",0,0,"-0,0333",-2,"0,2306","0,0000",,0,0,"0,3000",,0,0,"0,4667",,0,0,"0,4625",0,0,1,"0,4600",,0,1,"0,4083","0,0000",0,0,"0,3786",,0,1,"0,3250",0,0,0,"0,3259",0,0,0,"0,3233",0
5790,"-343,09",0,1,0,"2,39",0,0,"-0,0333",-2,"0,2305","0,0000",,0,0,"0,3000",,0,0,"0,4667",,0,0,"0,4625",0,0,0,"0,4567",,0,0,"0,4056","0,0000",0,0,"0,3786",,0,0,"0,3229",0,0,0,"0,3259",0,0,-10,"0,3233",0
5791,"-343,09",-10,0,0,"1,76",0,0,"-0,0333",-2,"0,2305","0,0000",,0,1,"0,3000",,0,0,"0,4667",,0,0,"0,4625",0,0,0,"0,4567",,0,0,"0,4056","0,0000",0,5,"0,3786",,0,0,"0,3229",0,0,1,"0,3259",0,0,0,"0,3400",0
5792,"-343,09",-10,0,0,1,-10,0,"-0,0333",-2,"0,2287","-0,0018",,-10,0,"0,2917",,-10,10,"0,4667",,-10,0,"0,4625",0,-10,1,"0,4567",,-10,0,"0,4056","0,0000",-10,0,"0,3667",,-10,0,"0,3229",0,-10,0,"0,3241",0,-10,10,"0,3400",0
5793,"-343,09",-10,0,0,"1,72",0,1,"-0,2000",-12,"0,2287","0,0000",,0,0,"0,2083",,0,0,"0,3556",,0,0,"0,4208",0,0,10,"0,4200",,0,0,"0,3778","0,0000",0,1,"0,3429",,0,0,"0,3021",0,0,0,"0,3056",0,0,0,"0,3067",0
5794,"-343,09",-10,0,0,"1,16",0,0,"-0,2167",-13,"0,2286","0,0000",,0,5,"0,2083",,0,1,"0,3556",,0,0,"0,4208",0,0,0,"0,3867",,0,0,"0,3778","0,0000",0,1,"0,3405",,0,0,"0,3021",0,0,1,"0,3056",0,0,0,"0,3067",0
5795,"-343,09",15,2,0,"4,57",1,1,"-0,2167",-13,"0,2288","0,0001",,1,1,"0,1667",,1,0,"0,3500",,1,0,"0,4208",0,1,1,"0,3867",,1,0,"0,3778","0,0000",1,1,"0,3381",,1,0,"0,3021",0,1,0,"0,3037",0,1,0,"0,3067",0
5796,"-343,09",-10,0,0,"1,75",0,0,"-0,2167",-13,"0,2287","0,0000",,0,1,"0,1667",,0,0,"0,3556",,0,1,"0,4250",0,0,5,"0,3867",,0,0,"0,3806","0,0000",0,1,"0,3381",,0,0,"0,3042",0,0,0,"0,3056",0,0,0,"0,3083",0
5797,"-343,09",-10,0,0,"1,25",0,1,"-0,2167",-13,"0,2287","0,0000",,0,1,"0,1583",,0,1,"0,3556",,0,0,"0,4208",0,0,0,"0,3700",,0,0,"0,3806","0,0000",0,0,"0,3357",,0,5,"0,3042",0,0,1,"0,3056",0,0,5,"0,3083",0
5798,"-343,09",0,1,0,"2,06",0,1,"-0,2333",-14,"0,2287","0,0000",,0,0,"0,1500",,0,0,"0,3500",,0,0,"0,4208",0,0,5,"0,3700",,0,0,"0,3806","0,0000",0,0,"0,3357",,0,0,"0,2938",0,0,0,"0,3037",0,0,0,"0,3000",0
5799,"-343,09",-10,0,0,"1,37",0,0,"-0,2500",-15,"0,2286","0,0000",,0,1,"0,1500",,0,1,"0,3500",,0,1,"0,4208",0,0,-10,"0,3533",,0,1,"0,3806","0,0000",0,0,"0,3357",,0,0,"0,2938",0,0,0,"0,3037",0,0,1,"0,3000",0
5800,"-343,09",15,2,0,"3,4",1,10,"-0,2500",-15,"0,2288","0,0001",,1,0,"0,1417",,1,0,"0,3444",,1,0,"0,4167",0,1,1,"0,3867",,1,1,"0,3778","0,0000",1,0,"0,3357",,1,0,"0,2938",0,1,10,"0,3037",0,1,1,"0,2983",0
5801,"-343,09",15,2,0,"3,98",1,0,"-0,4000",-24,"0,2289","0,0001",,1,0,"0,1500",,1,0,"0,3500",,1,1,"0,4208",0,1,5,"0,3867",,1,0,"0,3778","0,0000",1,0,"0,3381",,1,0,"0,2958",0,1,0,"0,2870",0,1,0,"0,2983",0
5802,"-343,09",-10,0,0,"1,66",0,0,"-0,3833",-23,"0,2288","0,0000",,0,0,"0,1583",,0,1,"0,3556",,0,1,"0,4208",0,0,5,"0,3733",,0,0,"0,3806","0,0000",0,0,"0,3405",,0,0,"0,2979",0,0,0,"0,2889",0,0,0,"0,3000",0
5803,"-343,09",0,1,0,"2,16",0,0,"-0,3833",-23,"0,2288","0,0000",,0,1,"0,1583",,0,0,"0,3500",,0,0,"0,4167",0,0,1,"0,3567",,0,5,"0,3806","0,0000",0,10,"0,3405",,0,1,"0,2979",0,0,0,"0,2889",0,0,0,"0,3000",0
5804,"-343,09",15,2,0,"4,91",1,0,"-0,3833",-23,"0,2289","0,0001",,1,0,"0,1500",,1,0,"0,3500",,1,0,"0,4167",0,1,1,"0,3533",,1,0,"0,3667","0,0000",1,0,"0,3167",,1,1,"0,2958",0,1,0,"0,2889",0,1,0,"0,3000",0
5805,"-343,09",15,2,0,"14,31",1,0,"-0,3667",-22,"0,2291","0,0001",,1,0,"0,1583",,1,1,"0,3556",,1,0,"0,4208",0,1,0,"0,3533",,1,1,"0,3694","0,0000",1,0,"0,3190",,1,0,"0,2958",0,1,0,"0,2907",0,1,5,"0,3017",0
5806,"-343,09",-10,0,0,"1,52",0,0,"-0,3500",-21,"0,2290","0,0000",,0,0,"0,1667",,0,1,"0,3556",,0,0,"0,4250",0,0,-10,"0,3567",,0,0,"0,3694","0,0000",0,0,"0,3214",,0,0,"0,2979",0,0,0,"0,2926",0,0,0,"0,2950",0
5807,"-343,09",-10,0,0,"1,58",0,-10,"-0,3500",-21,"0,2290","0,0000",,0,0,"0,1667",,0,0,"0,3500",,0,1,"0,4250",0,0,1,"0,3900",,0,0,"0,3694","0,0000",0,1,"0,3214",,0,1,"0,2979",0,0,0,"0,2926",0,0,0,"0,2950",0
5808,"-343,09",-10,0,0,"1,04",0,1,"-0,1833",-11,"0,2290","0,0000",,0,1,"0,1667",,0,0,"0,3500",,0,1,"0,4208",0,0,5,"0,3867",,0,0,"0,3694","0,0000",0,5,"0,3190",,0,0,"0,2958",0,0,0,"0,2926",0,0,0,"0,2950",0
5809,"-343,09",-10,0,0,"1,25",0,0,"-0,2000",-12,"0,2289","0,0000",,0,0,"0,1583",,0,1,"0,3500",,0,0,"0,4167",0,0,0,"0,3700",,0,1,"0,3694","0,0000",0,1,"0,3071",,0,0,"0,2958",0,0,5,"0,2926",0,0,1,"0,2950",0
5810,"-343,09",-10,0,0,"1,1",0,0,"-0,2000",-12,"0,2289","0,0000",,0,0,"0,1583",,0,0,"0,3444",,0,1,"0,4167",0,0,0,"0,3700",,0,1,"0,3667","0,0000",0,0,"0,3048",,0,1,"0,2958",0,0,0,"0,2833",0,0,0,"0,2933",0
5811,"-343,09",-10,0,0,"1,94",0,0,"-0,2000",-12,"0,2288","0,0000",,0,0,"0,1583",,0,0,"0,3444",,0,0,"0,4125",0,0,1,"0,3700",,0,0,"0,3639","0,0000",0,0,"0,3048",,0,0,"0,2938",0,0,0,"0,2833",0,0,0,"0,2933",0
5812,"-343,09",0,1,0,"2,83",0,0,"-0,2000",-12,"0,2288","0,0000",,0,0,"0,1583",,0,1,"0,3444",,0,-10,"0,4125",0,0,-10,"0,3667",,0,0,"0,3639","0,0000",0,1,"0,3048",,0,0,"0,2938",0,0,0,"0,2833",0,0,1,"0,2933",0
5813,"-343,09",-10,0,0,1,-10,0,"-0,2000",-12,"0,2270","-0,0018",,-10,0,"0,1583",,-10,1,"0,3389",,-10,1,"0,4542",0,-10,0,"0,4000",,-10,0,"0,3639","0,0000",-10,0,"0,3024",,-10,1,"0,2938",0,-10,0,"0,2833",0,-10,0,"0,2917",0
5814,"-343,09",0,1,0,"2,76",0,1,"-0,3667",-22,"0,2270","0,0000",,0,0,"0,0750",,0,1,"0,2778",,0,1,"0,4083",0,0,0,"0,3667",,0,0,"0,3361","0,0000",0,1,"0,2786",,0,1,"0,2708",0,0,0,"0,2648",0,0,1,"0,2750",0
5815,"-343,09",-10,0,0,"1,97",0,0,"-0,3833",-23,"0,2270","0,0000",,0,0,"0,0750",,0,0,"0,2722",,0,0,"0,4042",0,0,0,"0,3667",,0,0,"0,3361","0,0000",0,-10,"0,2762",,0,0,"0,2688",0,0,0,"0,2648",0,0,0,"0,2733",0
5816,"-343,09",0,1,0,"2,01",0,0,"-0,3833",-23,"0,2269","0,0000",,0,0,"0,0750",,0,0,"0,2722",,0,0,"0,4042",0,0,0,"0,3667",,0,0,"0,3361","0,0000",0,0,"0,3000",,0,0,"0,2688",0,0,0,"0,2648",0,0,0,"0,2733",0
5817,"-343,09",0,1,0,"2,9",0,0,"-0,3833",-23,"0,2269","0,0000",,0,1,"0,0750",,0,0,"0,2722",,0,0,"0,4042",0,0,0,"0,3667",,0,0,"0,3361","0,0000",0,-10,"0,3000",,0,10,"0,2688",0,0,1,"0,2648",0,0,1,"0,2733",0
5818,"-343,09",-10,0,0,"1,32",0,0,"-0,3833",-23,"0,2268","0,0000",,0,0,"0,0667",,0,10,"0,2722",,0,1,"0,4042",0,0,0,"0,3667",,0,1,"0,3361","0,0000",0,0,"0,3238",,0,1,"0,2479",0,0,0,"0,2630",0,0,0,"0,2717",0
5819,"-343,09",-10,0,0,"1,06",0,0,"-0,3833",-23,"0,2268","0,0000",,0,0,"0,0667",,0,1,"0,2167",,0,0,"0,4000",0,0,1,"0,3667",,0,0,"0,3333","0,0000",0,1,"0,3238",,0,-10,"0,2458",0,0,5,"0,2630",0,0,0,"0,2717",0
5820,"-343,09",15,2,0,"3,62",1,1,"-0,3833",-23,"0,2269","0,0001",,1,0,"0,0667",,1,0,"0,2111",,1,0,"0,4000",0,1,0,"0,3633",,1,0,"0,3333","0,0000",1,0,"0,3214",,1,-10,"0,2667",0,1,0,"0,2537",0,1,1,"0,2717",0
5821,"-343,09",15,2,0,"10,25",1,0,"-0,3833",-23,"0,2271","0,0001",,1,1,"0,0750",,1,0,"0,2167",,1,1,"0,4042",0,1,0,"0,3667",,1,0,"0,3361","0,0000",1,0,"0,3238",,1,0,"0,2896",0,1,0,"0,2556",0,1,-10,"0,2717",0
5822,"-343,09",-10,0,0,"1,31",0,1,"-0,3667",-22,"0,2270","0,0000",,0,0,"0,0750",,0,0,"0,2222",,0,1,"0,4042",0,0,0,"0,3700",,0,0,"0,3389","0,0000",0,1,"0,3262",,0,0,"0,2917",0,0,1,"0,2574",0,0,0,"0,2900",0
5823,"-343,09",-10,0,0,"1,01",-10,1,"-0,3833",-23,"0,2253","-0,0018",,-10,1,"0,0750",,-10,1,"0,2222",,-10,0,"0,4000",0,-10,1,"0,3700",,-10,0,"0,3389","0,0000",-10,0,"0,3238",,-10,0,"0,2917",0,-10,0,"0,2556",0,-10,-10,"0,2900",0
5824,"-343,09",15,2,0,"7,11",1,0,"-0,5667",-34,"0,2254","0,0001",,1,0,"-0,0167",,1,1,"0,1611",,1,1,"0,3583",0,1,0,"0,3333",,1,0,"0,3111","0,0000",1,0,"0,3000",,1,-10,"0,2708",0,1,5,"0,2370",0,1,0,"0,2900",0
5825,"-343,09",0,1,0,"2,44",0,0,"-0,5500",-33,"0,2254","0,0000",,0,0,"-0,0083",,0,0,"0,1611",,0,0,"0,3583",0,0,0,"0,3367",,0,0,"0,3139","0,0000",0,0,"0,3024",,0,0,"0,2938",0,0,0,"0,2296",0,0,0,"0,2917",0
