t,Entrada,,,Converte_4,Media_Atual_4,Converte_6,Media_Atual_6,Converte_7,Media_Atual_7,Converte_8,Media_Atual_8,Converte_9,Media_Atual_9,Converte_A,Media_Atual_A,Converte_B,Media_Atual_B,Converte_C,Media_Atual_C,Media_2,Media,,PEARSON,DIFF_PEARSON
3211,"1,02",1,"0,8166666667",1,"0,7333333333",0,"0,4469012769",0,"0,3484895671",0,"0,2625350358",0,"0,1672376207",0,"0,1037060106",0,"0,04640298972",0,"0,0193086266",0,"0,55","0,5024529992","-0,8895204368","0,003615517281"
3212,"11,52",0,"0,8166666667",0,"0,7333333333",0,"0,446762142",0,"0,348381071",0,"0,2624533001",0,"0,1671855542",0,"0,1036737235",0,"0,04638854296",0,"0,01930261519",0,"0,5333333333","0,5035393853","-0,8861207752","0,003399661605"
3213,"1,28",1,"0,8166666667",1,"0,7333333333",1,"0,4469343293",1,"0,348583878",1,"0,2626828509",1,"0,1674447557",1,"0,1039526922",0,"0,0463741052",0,"0,01929660753",1,"0,5333333333","0,5024529992","-0,8851084049","0,001012370237"
3214,"5,81",1,"0,8166666667",0,"0,7333333333",0,"0,4467952707",0,"0,34847542",0,"0,2626011201",0,"0,1673926571",0,"0,1039203485",0,"0,04635967642",0,"0,01929060361",0,"0,5333333333","0,5035393853","-0,8810175283","0,004090876636"
3215,"1,65",1,"0,8166666667",1,"0,7333333333",1,"0,4469673406",1,"0,3486780715",1,"0,2628304821",0,"0,167340591",0,"0,1038880249",0,"0,04634525661",0,"0,01928460342",1,"0,5333333333","0,5024529992","-0,8797779817","0,001239546559"
3216,"25,15",1,"0,8333333333",1,"0,75",0,"0,4468283582",0,"0,3485696517",0,"0,2627487562",0,"0,1672885572",0,"0,1038557214",0,"0,04633084577",0,"0,01927860697",0,"0,55","0,5024529992","-0,8761231845","0,003654797235"
3217,1,1,"0,85",1,"0,7666666667",1,"0,4470003108",1,"0,348772148",1,"0,2629779297",1,"0,1675474044",1,"0,1041342866",1,"0,04662729251",0,"0,01927261424",1,"0,55","0,5008190014","-0,8773837191","-0,001260534603"
3218,"1,24",0,"0,85",0,"0,7666666667",0,"0,4468614046",0,"0,3486637663",0,"0,2628962088",0,"0,1674953387",0,"0,1041019267",0,"0,04661280298",0,"0,01926662523",0,"0,5666666667","0,5008190014","-0,8812302109","-0,003846491756"
3219,"9,06",1,"0,8333333333",0,"0,75",0,"0,4467225847",0,"0,348555452",0,"0,2628145387",0,"0,1674433054",0,"0,1040695868",0,"0,04659832246",0,"0,01926063995",0,"0,55","0,5024529992","-0,8780812535","0,003148957324"
3220,"1,86",1,"0,8333333333",1,"0,7333333333",1,"0,4468944099",1,"0,348757764",1,"0,2630434783",1,"0,1677018634",0,"0,1040372671",0,"0,04658385093",0,"0,01925465839",1,"0,5333333333","0,5024529992","-0,8787744019","-0,0006931484091"
3221,"10,36",1,"0,8333333333",1,"0,7333333333",0,"0,4467556659",0,"0,3486494877",0,"0,2629618131",0,"0,1676497982",0,"0,1040049674",0,"0,04656938839",0,"0,01924868053",0,"0,5333333333","0,5035393853","-0,8756956855","0,003078716441"
3222,"2,46",1,"0,8333333333",1,"0,7333333333",1,"0,4469273743",1,"0,3488516449",1,"0,2631905649",1,"0,1679081316",1,"0,104283054",0,"0,04655493482",0,"0,01924270639",1,"0,5333333333","0,5024529992","-0,8725578118","0,003137873723"
3223,1,1,"0,8333333333",1,"0,7333333333",1,"0,4470989761",0,"0,3487434068",0,"0,2631089047",0,"0,1678560348",0,"0,1042506981",0,"0,04654049023",0,"0,01923673596",1,"0,5333333333","0,5024529992","-0,8713335584","0,001224253425"
3224,"7,2",0,"0,85",0,"0,75",0,"0,4469602978",0,"0,3486352357",0,"0,2630272953",0,"0,1678039702",0,"0,1042183623",0,"0,04652605459",0,"0,01923076923",0,"0,55","0,5024529992","-0,8695742503","0,001759308034"
3225,"1,75",1,"0,8333333333",1,"0,7333333333",1,"0,4471317829",1,"0,3488372093",1,"0,263255814",1,"0,1680620155",0,"0,1041860465",0,"0,04651162791",0,"0,0192248062",1,"0,5333333333","0,5024529992","-0,8695742503",0
3226,"80,82",1,"0,8333333333",1,"0,7333333333",0,"0,4469931804",0,"0,3487290763",0,"0,2631742095",0,"0,1680099194",0,"0,1041537508",0,"0,04649721017",0,"0,01921884687",0,"0,5333333333","0,5035393853","-0,8669380067","0,002636243649"
3227,"1,65",1,"0,8333333333",1,"0,7333333333",1,"0,4471645491",1,"0,3489308956",1,"0,2634025411",1,"0,1682677409",1,"0,1044313604",1,"0,04679268671",1,"0,01952277657",1,"0,5333333333","0,5024529992","-0,8703887228","-0,00345071612"
3228,"111,29",1,"0,8333333333",1,"0,7333333333",0,"0,4470260223",0,"0,3488228005",0,"0,2633209418",0,"0,1682156134",0,"0,1043990087",0,"0,04677819083",0,"0,01951672862",0,"0,5333333333","0,5035393853","-0,8675098527","0,002878870087"
3229,"2,53",1,"0,85",1,"0,75",1,"0,4471972747",1,"0,3490244658",1,"0,2635490864",1,"0,1684732115",1,"0,1046763704",1,"0,04707339734",1,"0,01982037783",1,"0,5333333333","0,5024529992","-0,862635633","0,004874219661"
3230,"1,21",1,"0,8666666667",1,"0,7666666667",1,"0,4473684211",0,"0,3489164087",0,"0,2634674923",0,"0,1684210526",0,"0,1046439628",0,"0,04705882353",0,"0,01981424149",1,"0,55","0,5008190014","-0,8680010465","-0,00536541344"
3231,"9,96",1,"0,8666666667",0,"0,7833333333",0,"0,4472299598",0,"0,3488084184",0,"0,2633859486",0,"0,168368926",0,"0,1046115754",0,"0,04704425874",0,"0,01980810894",0,"0,5666666667","0,5008190014","-0,8741430047","-0,006141958177"
3232,"1,74",1,"0,8666666667",1,"0,7666666667",1,"0,4474009901",1,"0,349009901",1,"0,2636138614",1,"0,1686262376",0,"0,1045792079",0,"0,04702970297",0,"0,0198019802",1,"0,55","0,5008190014","-0,8739584481","0,0001845566054"
3233,"2,1",1,"0,8666666667",1,"0,7666666667",0,"0,4472626044",0,"0,3489019487",0,"0,2635323229",0,"0,1685740798",0,"0,1045468605",0,"0,0470151562",0,"0,01979585524",0,"0,5666666667","0,5008190014","-0,8736930569","0,0002653911792"
3234,"2,5",1,"0,8833333333",1,"0,7833333333",0,"0,4471243043",0,"0,3487940631",0,"0,2634508349",0,"0,1685219542",0,"0,1045145331",0,"0,04700061843",0,"0,01978973408",1,"0,5666666667","0,4986320084","-0,8718956366","0,001797420224"
3235,"2,18",1,"0,8833333333",1,"0,7833333333",1,"0,4472952087",0,"0,3486862442",0,"0,2633693972",0,"0,1684698609",0,"0,1044822257",0,"0,04698608964",0,"0,01978361669",1,"0,5833333333","0,4958847037","-0,8703802405","0,001515396144"
3236,"1,81",1,"0,9",1,"0,8",1,"0,4474660074",0,"0,348578492",0,"0,2632880099",0,"0,1684177998",0,"0,1044499382",0,"0,04697156984",0,"0,01977750309",1,"0,6","0,4925677119","-0,8736773655","-0,003297125002"
3237,"1,05",1,"0,9",1,"0,8",0,"0,4473277726",0,"0,3484708063",0,"0,2632066728",0,"0,1683657708",0,"0,1044176707",0,"0,04695705901",0,"0,01977139327",0,"0,6","0,4958847037","-0,8908169911","-0,01713962563"
3238,"1,74",0,"0,9",0,"0,8",0,"0,4471896232",0,"0,3483631872",0,"0,263125386",0,"0,1683137739",0,"0,1043854231",0,"0,04694255713",0,"0,01976528721",0,"0,5833333333","0,4986320084","-0,8943841564","-0,003567165296"
3239,"3,05",1,"0,8833333333",1,"0,8",0,"0,4470515591",0,"0,3482556345",0,"0,2630441494",0,"0,1682618092",0,"0,1043531954",0,"0,04692806422",0,"0,01975918493",0,"0,5833333333","0,4986320084","-0,8957034806","-0,001319324135"
3240,"3,81",1,"0,9",1,"0,8166666667",1,"0,4472222222",1,"0,3484567901",0,"0,262962963",0,"0,1682098765",0,"0,1043209877",0,"0,04691358025",0,"0,01975308642",1,"0,5833333333","0,4958847037","-0,8974630592","-0,001759578634"
3241,"1,54",1,"0,9",1,"0,8166666667",1,"0,44739278",1,"0,3486578217",1,"0,2631903733",0,"0,1681579759",0,"0,1042887998",0,"0,04689910521",0,"0,01974699167",1,"0,5833333333","0,4958847037","-0,9011397216","-0,003676662407"
3242,"1,31",1,"0,9",1,"0,8333333333",0,"0,447254781",0,"0,3485502776",0,"0,2631091919",0,"0,1681061073",0,"0,1042566317",0,"0,04688463911",0,"0,01974090068",0,"0,6","0,4958847037","-0,9079421748","-0,006802453212"
3243,"2,5",1,"0,9",0,"0,8333333333",0,"0,4471168671",0,"0,3484427999",0,"0,2630280604",0,"0,1680542707",0,"0,1042244835",0,"0,04687018193",0,"0,01973481344",0,"0,5833333333","0,4986320084","-0,9133494754","-0,005407300593"
3244,"2,38",1,"0,9",1,"0,8166666667",1,"0,4472872996",0,"0,3483353884",0,"0,262946979",0,"0,1680024661",0,"0,1041923551",0,"0,04685573366",0,"0,01972872996",1,"0,5666666667","0,4986320084","-0,9144228491","-0,001073373694"
3245,"1,63",1,"0,9",1,"0,8166666667",1,"0,4474576271",0,"0,3482280431",0,"0,2628659476",0,"0,1679506934",0,"0,1041602465",0,"0,0468412943",0,"0,01972265023",1,"0,5666666667","0,4986320084","-0,9155603492","-0,00113750008"
3246,"1,63",1,"0,9",1,"0,8166666667",0,"0,4473197782",0,"0,348120764",0,"0,2627849661",0,"0,1678989526",0,"0,1041281577",0,"0,04682686383",0,"0,01971657425",0,"0,5666666667","0,5008190014","-0,9131964757","0,002363873445"
3247,"1,04",1,"0,9",1,"0,8166666667",0,"0,4471820142",0,"0,348013551",0,"0,2627040345",0,"0,1678472436",0,"0,1040960887",0,"0,04681244225",0,"0,019710502",0,"0,55","0,5024529992","-0,9122901714","0,0009063043139"
3248,"5,04",0,"0,9",0,"0,8166666667",0,"0,447044335",0,"0,3479064039",0,"0,2626231527",0,"0,1677955665",0,"0,1040640394",0,"0,04679802956",0,"0,0197044335",0,"0,5333333333","0,5035393853","-0,9149350643","-0,002644892845"
3249,"1,36",1,"0,8833333333",1,"0,8",1,"0,4472145275",1,"0,3481071099",1,"0,2628501077",0,"0,1677439212",0,"0,1040320098",0,"0,04678362573",0,"0,01969836873",1,"0,5166666667","0,5035393853","-0,9136256262","0,00130943806"
3250,"3,44",1,"0,8833333333",0,"0,8",0,"0,4470769231",0,"0,348",0,"0,2627692308",0,"0,1676923077",0,"0,104",0,"0,04676923077",0,"0,01969230769",0,"0,5333333333","0,5035393853","-0,9164992741","-0,002873647862"
3251,"4,13",1,"0,8833333333",1,"0,7833333333",1,"0,4472470009",1,"0,3482005537",0,"0,2626884036",0,"0,1676407259",0,"0,1039680098",0,"0,04675484466",0,"0,01968625038",1,"0,5166666667","0,5035393853","-0,915369619","0,001129655118"
3252,"4,46",1,"0,8833333333",1,"0,7833333333",1,"0,4474169742",1,"0,348400984",1,"0,2629151292",0,"0,1675891759",0,"0,1039360394",0,"0,0467404674",0,"0,0196801968",1,"0,5333333333","0,5024529992","-0,9142499552","0,001119663719"
3253,"2,11",1,"0,8833333333",1,"0,7833333333",1,"0,4475868429",1,"0,3486012911",1,"0,2631417153",0,"0,1675376575",0,"0,1039040885",0,"0,04672609899",0,"0,01967414694",1,"0,5333333333","0,5024529992","-0,9142499552",0
3254,"1,03",1,"0,8833333333",1,"0,7833333333",0,"0,4474492932",0,"0,348494161",0,"0,2630608482",0,"0,1674861709",0,"0,1038721573",0,"0,0467117394",0,"0,0196681008",1,"0,5333333333","0,5024529992","-0,9142499552",0
3255,"1,7",0,"0,8833333333",0,"0,7833333333",0,"0,447311828",0,"0,3483870968",0,"0,2629800307",0,"0,1674347158",0,"0,1038402458",0,"0,04669738863",0,"0,01966205837",0,"0,5333333333","0,5035393853","-0,915369619","-0,001119663719"
3256,"1,3",1,"0,8666666667",1,"0,7666666667",0,"0,4471744472",0,"0,3482800983",0,"0,2628992629",0,"0,1673832924",0,"0,1038083538",0,"0,04668304668",0,"0,01965601966",0,"0,5166666667","0,5040817004","-0,9166925608","-0,001322941806"
3257,"1,75",1,"0,8666666667",0,"0,7666666667",0,"0,4470371508",0,"0,3481731655",0,"0,2628185447",0,"0,1673319005",0,"0,1037764814",0,"0,04666871354",0,"0,01964998465",0,"0,5166666667","0,5040817004","-0,9170300038","-0,0003374430156"
3258,"1,08",1,"0,8833333333",1,"0,7666666667",0,"0,4468999386",0,"0,3480662983",0,"0,262737876",0,"0,1672805402",0,"0,1037446286",0,"0,0466543892",0,"0,01964395335",0,"0,5166666667","0,5040817004","-0,9175425324","-0,0005125286252"
3259,"1,59",0,"0,8833333333",0,"0,7666666667",0,"0,4467628107",0,"0,3479594968",0,"0,2626572568",0,"0,1672292114",0,"0,1037127953",0,"0,04664007364",0,"0,01963792574",0,"0,5","0,5040817004","-0,9120696014","0,005472931"
3260,"1,22",1,"0,8666666667",1,"0,75",0,"0,4466257669",0,"0,3478527607",0,"0,2625766871",0,"0,1671779141",0,"0,1036809816",0,"0,04662576687",0,"0,01963190184",0,"0,4833333333","0,5035393853","-0,8897658829","0,02230371849"
3261,"4,22",1,"0,8666666667",0,"0,75",0,"0,4464888071",0,"0,3477460902",0,"0,2624961668",0,"0,1671266483",0,"0,1036491874",0,"0,04661146887",0,"0,01962588163",0,"0,4833333333","0,5035393853","-0,8755410697","0,01422481325"
3262,"1,8",1,"0,8666666667",1,"0,75",1,"0,4466584917",1,"0,3479460454",1,"0,2627222563",0,"0,1670754139",0,"0,1036174126",0,"0,04659717964",0,"0,01961986511",1,"0,4833333333","0,5040817004","-0,8709252409","0,004615828782"
3263,"2,66",1,"0,8666666667",1,"0,75",0,"0,4465216059",0,"0,3478394116",0,"0,2626417407",0,"0,1670242108",0,"0,1035856574",0,"0,04658289917",0,"0,01961385228",0,"0,4833333333","0,5035393853","-0,8610530738","0,009872167113"
3264,"1,37",1,"0,8666666667",1,"0,75",1,"0,4466911765",0,"0,3477328431",0,"0,2625612745",0,"0,1669730392",0,"0,1035539216",0,"0,04656862745",0,"0,01960784314",1,"0,4833333333","0,5040817004","-0,8606281066","0,0004249671469"
3265,"1,75",1,"0,8666666667",0,"0,75",0,"0,4465543645",0,"0,34762634",0,"0,2624808576",0,"0,1669218989",0,"0,1035222052",0,"0,04655436447",0,"0,01960183767",0,"0,4833333333","0,5035393853","-0,8542199443","0,006408162349"
3266,"1,03",1,"0,8666666667",1,"0,7333333333",0,"0,4464176363",0,"0,347519902",0,"0,2624004899",0,"0,16687079",0,"0,1034905083",0,"0,04654011023",0,"0,01959583588",0,"0,4666666667","0,5024529992","-0,8275008456","0,0267190987"
3267,"1,04",0,"0,8666666667",0,"0,7333333333",0,"0,4462809917",0,"0,3474135292",0,"0,2623201714",0,"0,1668197123",0,"0,1034588307",0,"0,04652586471",0,"0,01958983777",0,"0,45","0,5008190014","-0,765914488","0,06158635761"
3268,"2,97",0,"0,85",0,"0,7166666667",0,"0,4461444308",0,"0,3473072215",0,"0,2622399021",0,"0,1667686659",0,"0,1034271726",0,"0,04651162791",0,"0,01958384333",0,"0,4333333333","0,4986320084","-0,6540403379","0,11187415"
3269,"1,09",1,"0,8333333333",1,"0,7",1,"0,4463138574",1,"0,3475068828",0,"0,2621596819",0,"0,1667176507",0,"0,1033955338",0,"0,04649739982",0,"0,01957785255",1,"0,4166666667","0,4986320084","-0,5400925159","0,113947822"
3270,"1,07",0,"0,8333333333",0,"0,7",0,"0,44617737",0,"0,3474006116",0,"0,2620795107",0,"0,1666666667",0,"0,1033639144",0,"0,04648318043",0,"0,01957186544",0,"0,4333333333","0,4986320084","-0,4567194215","0,08337309445"
3271,"1,48",0,"0,8333333333",0,"0,7",0,"0,4460409661",0,"0,3472944054",0,"0,2619993886",0,"0,1666157138",0,"0,1033323143",0,"0,04646896973",0,"0,01956588199",0,"0,4333333333","0,4986320084","-0,3936165883","0,06310283324"
3272,"1,9",1,"0,8166666667",1,"0,6833333333",0,"0,4459046455",0,"0,3471882641",0,"0,2619193154",0,"0,1665647922",0,"0,1033007335",0,"0,04645476773",0,"0,0195599022",0,"0,4333333333","0,4986320084","-0,343554909","0,0500616793"
3273,"37,37",1,"0,8333333333",1,"0,7",0,"0,4457684082",0,"0,3470821876",0,"0,2618392912",0,"0,1665139016",0,"0,103269172",0,"0,0464405744",0,"0,01955392606",0,"0,4333333333","0,4986320084","-0,2994781617","0,04407674724"
3274,"2,94",1,"0,8333333333",1,"0,7",1,"0,4459376909",1,"0,3472816127",1,"0,2620647526",1,"0,1667684789",1,"0,1035430666",1,"0,04673182651",0,"0,01954795357",1,"0,4166666667","0,4986320084","-0,250930598","0,04854756375"
3275,"1,96",1,"0,8333333333",1,"0,7166666667",1,"0,4461068702",1,"0,347480916",0,"0,2619847328",0,"0,1667175573",0,"0,1035114504",0,"0,04671755725",0,"0,01954198473",1,"0,4333333333","0,5008190014","-0,2447933153","0,006137282621"
3276,"1,42",1,"0,8333333333",1,"0,7166666667",0,"0,445970696",0,"0,3473748474",0,"0,2619047619",0,"0,1666666667",0,"0,1034798535",0,"0,0467032967",0,"0,01953601954",0,"0,4333333333","0,4986320084","-0,2131368825","0,03165643284"
3277,"1,37",1,"0,8333333333",0,"0,7166666667",0,"0,4458346048",0,"0,3472688435",0,"0,2618248398",0,"0,1666158071",0,"0,1034482759",0,"0,04668904486",0,"0,01953005798",0,"0,4333333333","0,4986320084","-0,1884638921","0,02467299038"
3278,"1,02",1,"0,8333333333",0,"0,7",0,"0,4456985967",0,"0,3471629042",0,"0,2617449664",0,"0,1665649786",0,"0,1034167175",0,"0,04667480171",0,"0,01952410006",0,"0,4166666667","0,4958847037","-0,1209025084","0,06756138377"
3279,"1,63",0,"0,85",0,"0,7",0,"0,4455626715",0,"0,3470570296",0,"0,2616651418",0,"0,1665141812",0,"0,1033851784",0,"0,04666056725",0,"0,01951814578",0,"0,4166666667","0,4958847037","-0,06303051396","0,05787199439"
3280,"4,57",1,"0,8333333333",1,"0,7",0,"0,4454268293",0,"0,3469512195",0,"0,2615853659",0,"0,1664634146",0,"0,1033536585",0,"0,04664634146",0,"0,01951219512",0,"0,4166666667","0,4958847037","-0,01842761638","0,04460289757"
3281,"1,05",1,"0,8333333333",1,"0,7",1,"0,4455958549",1,"0,3471502591",1,"0,2618104237",0,"0,1664126791",0,"0,1033221579",0,"0,04663212435",0,"0,0195062481",1,"0,4","0,4958847037","0,0301352557","0,04856287208"
3282,1,0,"0,8333333333",0,"0,7",0,"0,4454600853",0,"0,3470444851",0,"0,261730652",0,"0,1663619744",0,"0,1032906764",0,"0,0466179159",0,"0,01950030469",0,"0,4166666667","0,4958847037","0,06327384168","0,03313858598"
3283,"1,98",0,"0,8166666667",0,"0,6833333333",0,"0,4453243984",0,"0,3469387755",0,"0,261650929",0,"0,1663113006",0,"0,1032592141",0,"0,04660371611",0,"0,01949436491",0,"0,4","0,4925677119","0,1273761878","0,06410234617"
3284,"2,34",1,"0,8",1,"0,6666666667",0,"0,4451887942",0,"0,3468331303",0,"0,2615712546",0,"0,1662606577",0,"0,103227771",0,"0,04658952497",0,"0,01948842875",0,"0,3833333333","0,4886694324","0,2150890316","0,0877128438"
3285,"9,69",1,"0,8166666667",1,"0,6833333333",1,"0,4453576865",0,"0,3467275495",0,"0,2614916286",0,"0,1662100457",0,"0,103196347",0,"0,04657534247",0,"0,01948249619",1,"0,3833333333","0,4925677119","0,2588206491","0,04373161743"
3286,"1,47",1,"0,8166666667",1,"0,6833333333",1,"0,445526476",1,"0,3469263542",1,"0,2617163725",1,"0,1664637858",0,"0,1031649422",0,"0,04656116859",0,"0,01947656726",1,"0,3833333333","0,4925677119","0,2976318144","0,03881116532"
3287,"1,47",1,"0,8166666667",1,"0,6833333333",0,"0,445390934",0,"0,3468208092",0,"0,2616367508",0,"0,1664131427",0,"0,1031335564",0,"0,04654700335",0,"0,01947064192",0,"0,4","0,4925677119","0,3239278202","0,02629600579"
3288,"1,3",1,"0,8166666667",1,"0,6833333333",0,"0,4452554745",0,"0,3467153285",0,"0,2615571776",0,"0,1663625304",0,"0,1031021898",0,"0,04653284672",0,"0,01946472019",0,"0,3833333333","0,4886694324","0,3663666374","0,04243881717"
3289,"16,22",1,"0,8166666667",0,"0,6833333333",0,"0,4451200973",0,"0,3466099118",0,"0,2614776528",0,"0,1663119489",0,"0,1030708422",0,"0,04651869869",0,"0,01945880207",0,"0,3833333333","0,4886694324","0,4002096972","0,03384305987"
3290,1,1,"0,8166666667",1,"0,6666666667",1,"0,4452887538",1,"0,3468085106",1,"0,2617021277",1,"0,1665653495",1,"0,103343465",0,"0,04650455927",0,"0,01945288754",1,"0,3666666667","0,4886694324","0,4354506127","0,03524091551"
3291,"1,54",0,"0,8166666667",0,"0,6666666667",0,"0,4451534488",0,"0,3467031297",0,"0,2616226071",0,"0,1665147372",0,"0,1033120632",0,"0,04649042844",0,"0,0194469766",0,"0,3666666667","0,484175825","0,4730264998","0,03757588709"
3292,"5,33",1,"0,8",1,"0,6666666667",0,"0,445018226",0,"0,3465978129",0,"0,2615431349",0,"0,1664641555",0,"0,1032806804",0,"0,0464763062",0,"0,01944106926",0,"0,3666666667","0,484175825","0,5036049654","0,0305784656"
3293,"11,34",1,"0,8",1,"0,6666666667",1,"0,4451867598",1,"0,3467962344",1,"0,2617673854",0,"0,1664136046",0,"0,1032493167",0,"0,04646219253",0,"0,0194351655",1,"0,35","0,484175825","0,5352337181","0,0316287527"
3294,"1,28",1,"0,8",1,"0,6666666667",1,"0,4453551913",1,"0,3469945355",1,"0,2619914997",1,"0,1666666667",1,"0,1035215543",0,"0,04644808743",0,"0,01942926533",1,"0,3666666667","0,4886694324","0,5514639774","0,01623025923"
3295,"58,91",1,"0,8",0,"0,6666666667",0,"0,4452200303",0,"0,3468892261",0,"0,2619119879",0,"0,166616085",0,"0,1034901366",0,"0,0464339909",0,"0,01942336874",0,"0,3666666667","0,484175825","0,5758826417","0,02441866434"
3296,"1,43",1,"0,8",1,"0,65",1,"0,4453883495",1,"0,3470873786",1,"0,2621359223",1,"0,166868932",1,"0,1037621359",1,"0,04672330097",1,"0,01972087379",1,"0,35","0,484175825","0,6157956981","0,0399130564"
3297,"2,67",1,"0,8",0,"0,65",0,"0,4452532605",0,"0,3469821049",0,"0,2620564149",0,"0,1668183197",0,"0,1037306642",0,"0,04670912951",0,"0,01971489233",0,"0,35","0,4790701376","0,6737305062","0,05793480812"
3298,"1,33",1,"0,8",1,"0,6333333333",1,"0,4454214676",0,"0,3468768951",0,"0,2619769557",0,"0,166767738",0,"0,1036992116",0,"0,04669496665",0,"0,01970891449",1,"0,35","0,484175825","0,7121160683","0,03838556205"
3299,"1,09",1,"0,8166666667",0,"0,65",0,"0,4452864504",0,"0,346771749",0,"0,2618975447",0,"0,166717187",0,"0,1036677781",0,"0,04668081237",0,"0,01970294028",0,"0,3666666667","0,484175825","0,7301453333","0,01802926503"
3300,"3,44",0,"0,8166666667",0,"0,6333333333",0,"0,4451515152",0,"0,3466666667",0,"0,2618181818",0,"0,1666666667",0,"0,1036363636",0,"0,04666666667",0,"0,0196969697",0,"0,3666666667","0,484175825","0,7478663369","0,01772100364"
3301,"1,22",1,"0,8",1,"0,6166666667",1,"0,4453196001",1,"0,3468645865",0,"0,261738867",0,"0,1666161769",0,"0,1036049682",0,"0,04665252954",0,"0,01969100273",1,"0,35","0,484175825","0,7791507703","0,03128443337"
3302,"4,7",1,"0,8",0,"0,6166666667",0,"0,4451847365",0,"0,3467595397",0,"0,2616596002",0,"0,1665657177",0,"0,1035735918",0,"0,04663840097",0,"0,01968503937",0,"0,35","0,4790701376","0,8080184541","0,02886768383"
3303,"1,87",1,"0,8",1,"0,6",1,"0,4453527097",1,"0,3469573115",1,"0,2618831365",0,"0,1665152891",0,"0,1035422343",0,"0,04662428096",0,"0,01967907962",1,"0,35","0,484175825","0,8466609194","0,03864246525"
3304,"145,53",1,"0,8",1,"0,6166666667",0,"0,4452179177",0,"0,3468523002",0,"0,2618038741",0,"0,166464891",0,"0,1035108959",0,"0,04661016949",0,"0,01967312349",0,"0,3666666667","0,484175825","0,8674395597","0,02077864036"
3305,"4,64",1,"0,8",1,"0,6166666667",1,"0,4453857791",1,"0,3470499244",1,"0,2620272315",1,"0,1667170953",1,"0,1037821483",1,"0,04689863843",1,"0,01996974281",1,"0,35","0,484175825","0,8859728967","0,01853333698"
3306,"7,38",1,"0,8",1,"0,6166666667",1,"0,445553539",1,"0,3472474289",1,"0,2622504537",0,"0,1666666667",0,"0,1037507562",0,"0,04688445251",0,"0,01996370236",1,"0,35","0,484175825","0,9056727573","0,01969986063"
3307,"54,84",1,"0,8",1,"0,6166666667",1,"0,4457211975",1,"0,347444814",1,"0,262473541",1,"0,1669186574",0,"0,1037193831",0,"0,04687027517",0,"0,01995766556",1,"0,3666666667","0,4886694324","0,9185629951","0,01289023773"
3308,"3,95",1,"0,8",1,"0,6166666667",1,"0,4458887545",1,"0,3476420798",1,"0,2626964933",1,"0,1671704958",1,"0,1039903265",1,"0,04715840387",1,"0,02025392987",1,"0,3833333333","0,4925677119","0,9225093658","0,003946370712"
3309,"1,04",1,"0,8166666667",1,"0,6333333333",1,"0,4460562103",1,"0,3478392264",1,"0,262919311",0,"0,1671199758",0,"0,1039589",0,"0,04714415231",0,"0,02024780901",1,"0,4","0,4958847037","0,9206941645","-0,001815201303"
3310,"1,32",0,"0,8166666667",0,"0,6333333333",0,"0,4459214502",0,"0,347734139",0,"0,2628398792",0,"0,1670694864",0,"0,1039274924",0,"0,04712990937",0,"0,02024169184",0,"0,4","0,4925677119","0,9196306894","-0,001063475104"
3311,"2,85",1,"0,8",0,"0,6333333333",0,"0,4457867714",0,"0,3476291151",0,"0,2627604953",0,"0,1670190275",0,"0,1038961039",0,"0,04711567502",0,"0,02023557838",0,"0,4","0,4925677119","0,9206950339","0,001064344563"
3312,"2,5",1,"0,8",1,"0,6166666667",1,"0,4459541063",1,"0,347826087",0,"0,2626811594",0,"0,166968599",0,"0,1038647343",0,"0,04710144928",0,"0,0202294686",1,"0,3833333333","0,4925677119","0,9186691546","-0,002025879375"
3313,"1,07",1,"0,8",1,"0,6166666667",1,"0,4461213402",0,"0,3477210987",0,"0,2626018714",0,"0,166918201",0,"0,1038333836",0,"0,04708723212",0,"0,02022336251",1,"0,3833333333","0,4925677119","0,9218293897","0,003160235077"
3314,"1,47",0,"0,8",0,"0,6166666667",0,"0,445986723",0,"0,3476161738",0,"0,2625226313",0,"0,1668678334",0,"0,1038020519",0,"0,04707302354",0,"0,02021726011",0,"0,3833333333","0,4886694324","0,9277487408","0,005919351163"
3315,"4,34",1,"0,7833333333",1,"0,6",0,"0,445852187",0,"0,3475113122",0,"0,2624434389",0,"0,1668174962",0,"0,1037707391",0,"0,04705882353",0,"0,02021116139",0,"0,3666666667","0,484175825","0,9351099475","0,007361206663"
3316,"1,12",1,"0,8",1,"0,6166666667",1,"0,4460193004",1,"0,347708082",1,"0,2626658625",0,"0,1667671894",0,"0,1037394451",0,"0,04704463209",0,"0,02020506634",1,"0,3666666667","0,4886694324","0,941656279","0,006546331481"
3317,"1,68",0,"0,8",0,"0,6166666667",0,"0,4458848357",0,"0,347603256",0,"0,2625866747",0,"0,1667169129",0,"0,10370817",0,"0,0470304492",0,"0,02019897498",0,"0,3833333333","0,4886694324","0,9437813108","0,002125031856"
3318,"2,59",1,"0,7833333333",1,"0,6166666667",0,"0,4457504521",0,"0,3474984931",0,"0,2625075347",0,"0,1666666667",0,"0,1036769138",0,"0,04701627486",0,"0,02019288728",0,"0,3833333333","0,4886694324","0,9469801583","0,003198847491"
