t,Entrada,,,Converte_4,Media_Atual_4,Converte_6,Media_Atual_6,Converte_7,Media_Atual_7,Converte_8,Media_Atual_8,Converte_9,Media_Atual_9,Converte_A,Media_Atual_A,Converte_B,Media_Atual_B,Converte_C,Media_Atual_C,Media_2,Media,,PEARSON,DIFF_PEARSON
138,"1,17",0,"0,8833333333",0,"0,5833333333",0,"0,4130434783",0,"0,3188405797",0,"0,2173913043",0,"0,1304347826",0,"0,08695652174",0,"0,04347826087",0,"0,02898550725",0,"0,4333333333","0,4986320084","0,8674354937",0
139,"4,29",1,"0,8666666667",0,"0,5666666667",0,"0,4100719424",0,"0,3165467626",0,"0,2158273381",0,"0,1294964029",0,"0,08633093525",0,"0,04316546763",0,"0,02877697842",0,"0,4166666667","0,4958847037","0,8687080878","0,001272594057"
140,"2,36",1,"0,8666666667",1,"0,5666666667",1,"0,4142857143",1,"0,3214285714",1,"0,2214285714",0,"0,1285714286",0,"0,08571428571",0,"0,04285714286",0,"0,02857142857",1,"0,4166666667","0,4986320084","0,8653769962","-0,003331091545"
141,"1,88",1,"0,8666666667",1,"0,5833333333",1,"0,4184397163",0,"0,3191489362",0,"0,219858156",0,"0,1276595745",0,"0,08510638298",0,"0,04255319149",0,"0,02836879433",1,"0,4333333333","0,5008190014","0,864573314","-0,0008036821771"
142,"161,55",1,"0,8666666667",1,"0,6",0,"0,4154929577",0,"0,3169014085",0,"0,2183098592",0,"0,1267605634",0,"0,08450704225",0,"0,04225352113",0,"0,02816901408",0,"0,45","0,5008190014","0,8675829929","0,003009678883"
143,"1,17",1,"0,8833333333",1,"0,6166666667",1,"0,4195804196",1,"0,3216783217",1,"0,2237762238",1,"0,1328671329",1,"0,09090909091",1,"0,04895104895",1,"0,03496503497",1,"0,45","0,5024529992","0,8732281077","0,005645114765"
144,"2,16",1,"0,8833333333",0,"0,6333333333",0,"0,4166666667",0,"0,3194444444",0,"0,2222222222",0,"0,1319444444",0,"0,09027777778",0,"0,04861111111",0,"0,03472222222",0,"0,4666666667","0,5024529992","0,8783129113","0,005084803633"
145,"2,03",1,"0,8833333333",1,"0,6166666667",1,"0,4206896552",0,"0,3172413793",0,"0,2206896552",0,"0,1310344828",0,"0,08965517241",0,"0,04827586207",0,"0,03448275862",1,"0,4666666667","0,5035393853","0,8860585831","0,00774567176"
146,"15,45",1,"0,8833333333",1,"0,6166666667",0,"0,4178082192",0,"0,3150684932",0,"0,2191780822",0,"0,1301369863",0,"0,08904109589",0,"0,04794520548",0,"0,03424657534",1,"0,4666666667","0,5035393853","0,8915824145","0,005523831436"
147,"1,4",1,"0,8833333333",1,"0,6166666667",1,"0,4217687075",1,"0,3197278912",1,"0,2244897959",1,"0,1360544218",1,"0,09523809524",0,"0,04761904762",0,"0,03401360544",1,"0,4666666667","0,5035393853","0,9006816402","0,00909922568"
148,"1,72",1,"0,8833333333",0,"0,6333333333",0,"0,4189189189",0,"0,3175675676",0,"0,222972973",0,"0,1351351351",0,"0,09459459459",0,"0,0472972973",0,"0,03378378378",0,"0,4833333333","0,5035393853","0,9026412904","0,001959650187"
149,"1,29",1,"0,8833333333",1,"0,6166666667",0,"0,4161073826",0,"0,3154362416",0,"0,2214765101",0,"0,1342281879",0,"0,09395973154",0,"0,04697986577",0,"0,03355704698",0,"0,4666666667","0,5024529992","0,9027838969","0,0001426064737"
150,"1,89",1,"0,8833333333",0,"0,6166666667",0,"0,4133333333",0,"0,3133333333",0,"0,22",0,"0,1333333333",0,"0,09333333333",0,"0,04666666667",0,"0,03333333333",0,"0,45","0,5008190014","0,9010000281","-0,001783868779"
151,"2,62",1,"0,8833333333",1,"0,6",0,"0,4105960265",0,"0,3112582781",0,"0,2185430464",0,"0,1324503311",0,"0,09271523179",0,"0,04635761589",0,"0,03311258278",0,"0,4333333333","0,4986320084","0,9030451974","0,002045169289"
152,"1,33",1,"0,8833333333",1,"0,6166666667",1,"0,4144736842",0,"0,3092105263",0,"0,2171052632",0,"0,1315789474",0,"0,09210526316",0,"0,04605263158",0,"0,03289473684",1,"0,4333333333","0,5008190014","0,9006967322","-0,00234846519"
153,"1,64",1,"0,8833333333",0,"0,6166666667",0,"0,4117647059",0,"0,3071895425",0,"0,2156862745",0,"0,1307189542",0,"0,09150326797",0,"0,04575163399",0,"0,03267973856",0,"0,45","0,5008190014","0,9016075543","0,0009108221485"
154,"2,13",1,"0,8833333333",1,"0,6166666667",0,"0,4090909091",0,"0,3051948052",0,"0,2142857143",0,"0,1298701299",0,"0,09090909091",0,"0,04545454545",0,"0,03246753247",0,"0,45","0,5008190014","0,9019077821","0,0003002277532"
155,"1,25",1,"0,8833333333",1,"0,6166666667",1,"0,4129032258",0,"0,3032258065",0,"0,2129032258",0,"0,1290322581",0,"0,09032258065",0,"0,04516129032",0,"0,03225806452",1,"0,45","0,5024529992","0,902081258","0,0001734759056"
156,"1,71",1,"0,8833333333",0,"0,6166666667",0,"0,4102564103",0,"0,3012820513",0,"0,2115384615",0,"0,1282051282",0,"0,08974358974",0,"0,04487179487",0,"0,03205128205",0,"0,45","0,5008190014","0,8985263172","-0,003554940774"
157,"2,99",1,"0,8833333333",1,"0,6",0,"0,4076433121",0,"0,2993630573",0,"0,2101910828",0,"0,127388535",0,"0,08917197452",0,"0,04458598726",0,"0,03184713376",0,"0,4333333333","0,4986320084","0,893768569","-0,004757748244"
158,"1,6",1,"0,8833333333",1,"0,6",1,"0,4113924051",1,"0,3037974684",0,"0,2088607595",0,"0,1265822785",0,"0,08860759494",0,"0,04430379747",0,"0,03164556962",1,"0,4166666667","0,4986320084","0,8868266309","-0,006941938046"
159,"2,42",1,"0,8833333333",1,"0,6",0,"0,4088050314",0,"0,3018867925",0,"0,2075471698",0,"0,1257861635",0,"0,08805031447",0,"0,04402515723",0,"0,03144654088",0,"0,4166666667","0,4958847037","0,8829408336","-0,003885797359"
160,"2,04",1,"0,8833333333",1,"0,6166666667",1,"0,4125",0,"0,3",0,"0,20625",0,"0,125",0,"0,0875",0,"0,04375",0,"0,03125",1,"0,4166666667","0,4986320084","0,8791974135","-0,00374342006"
161,"1,04",1,"0,8833333333",1,"0,6333333333",0,"0,4099378882",0,"0,298136646",0,"0,2049689441",0,"0,1242236025",0,"0,08695652174",0,"0,04347826087",0,"0,03105590062",1,"0,4333333333","0,5008190014","0,8743145942","-0,004882819322"
162,"13,96",0,"0,8833333333",0,"0,65",0,"0,4074074074",0,"0,2962962963",0,"0,2037037037",0,"0,1234567901",0,"0,08641975309",0,"0,04320987654",0,"0,03086419753",0,"0,45","0,5008190014","0,8730101726","-0,001304421575"
163,"1,33",1,"0,8666666667",1,"0,65",1,"0,4110429448",1,"0,3006134969",1,"0,2085889571",1,"0,1288343558",1,"0,09202453988",0,"0,04294478528",0,"0,03067484663",1,"0,45","0,5024529992","0,8718288146","-0,001181358036"
164,"1,49",1,"0,8666666667",0,"0,6666666667",0,"0,4085365854",0,"0,2987804878",0,"0,2073170732",0,"0,1280487805",0,"0,09146341463",0,"0,04268292683",0,"0,03048780488",0,"0,4666666667","0,5024529992","0,8729589731","0,001130158486"
165,"56,15",1,"0,8666666667",1,"0,65",0,"0,4060606061",0,"0,296969697",0,"0,2060606061",0,"0,1272727273",0,"0,09090909091",0,"0,04242424242",0,"0,0303030303",0,"0,45","0,5008190014","0,8733685625","0,000409589484"
166,"1,81",1,"0,8666666667",1,"0,6666666667",1,"0,4096385542",1,"0,3012048193",1,"0,2108433735",1,"0,1325301205",1,"0,09638554217",1,"0,04819277108",1,"0,03614457831",1,"0,45","0,5024529992","0,8736062384","0,0002376758778"
167,"1,73",1,"0,8666666667",1,"0,6666666667",0,"0,4071856287",0,"0,2994011976",0,"0,2095808383",0,"0,1317365269",0,"0,09580838323",0,"0,04790419162",0,"0,03592814371",0,"0,45","0,5008190014","0,8737991155","0,0001928771113"
168,"2,32",1,"0,8666666667",1,"0,6666666667",0,"0,4047619048",0,"0,2976190476",0,"0,2083333333",0,"0,130952381",0,"0,09523809524",0,"0,04761904762",0,"0,03571428571",0,"0,45","0,5008190014","0,8739312429","0,0001321273823"
169,"1,4",1,"0,8666666667",1,"0,6666666667",1,"0,4082840237",0,"0,2958579882",0,"0,2071005917",0,"0,1301775148",0,"0,09467455621",0,"0,04733727811",0,"0,03550295858",1,"0,4333333333","0,5008190014","0,8739312429",0
170,"10,23",1,"0,8666666667",0,"0,6666666667",0,"0,4058823529",0,"0,2941176471",0,"0,2058823529",0,"0,1294117647",0,"0,09411764706",0,"0,04705882353",0,"0,03529411765",0,"0,4333333333","0,4986320084","0,8741156509","0,0001844079882"
171,"9,62",1,"0,8666666667",1,"0,6666666667",1,"0,4093567251",1,"0,298245614",1,"0,2105263158",1,"0,134502924",1,"0,09941520468",0,"0,04678362573",0,"0,0350877193",1,"0,4333333333","0,5008190014","0,8705361561","-0,003579494797"
172,"4,78",1,"0,8833333333",1,"0,6833333333",1,"0,4127906977",1,"0,3023255814",1,"0,2151162791",1,"0,1395348837",0,"0,0988372093",0,"0,04651162791",0,"0,03488372093",1,"0,45","0,5024529992","0,8704797276","-0,00005642849402"
173,"2,41",1,"0,8833333333",1,"0,6833333333",1,"0,4161849711",1,"0,3063583815",1,"0,2196531792",0,"0,1387283237",0,"0,09826589595",0,"0,04624277457",0,"0,03468208092",1,"0,45","0,5024529992","0,8704797276",0
174,"2,36",1,"0,9",1,"0,7",1,"0,4195402299",0,"0,3045977011",0,"0,2183908046",0,"0,1379310345",0,"0,09770114943",0,"0,04597701149",0,"0,03448275862",1,"0,4666666667","0,5035393853","0,8741419954","0,003662267755"
175,"1,07",1,"0,9",1,"0,7",1,"0,4228571429",0,"0,3028571429",0,"0,2171428571",0,"0,1371428571",0,"0,09714285714",0,"0,04571428571",0,"0,03428571429",1,"0,4666666667","0,5035393853","0,8794997796","0,005357784247"
176,"3,45",0,"0,9",0,"0,7166666667",0,"0,4204545455",0,"0,3011363636",0,"0,2159090909",0,"0,1363636364",0,"0,09659090909",0,"0,04545454545",0,"0,03409090909",0,"0,4833333333","0,5035393853","0,8813946542","0,001894874569"
177,"2,18",1,"0,8833333333",1,"0,7",1,"0,4237288136",1,"0,3050847458",0,"0,2146892655",0,"0,1355932203",0,"0,09604519774",0,"0,04519774011",0,"0,03389830508",1,"0,4666666667","0,5035393853","0,8862452014","0,00485054719"
178,"1,12",1,"0,8833333333",1,"0,7",1,"0,4269662921",0,"0,3033707865",0,"0,2134831461",0,"0,1348314607",0,"0,09550561798",0,"0,04494382022",0,"0,03370786517",1,"0,4833333333","0,5040817004","0,8914332552","0,005188053806"
179,"1,69",0,"0,8833333333",0,"0,7",0,"0,4245810056",0,"0,3016759777",0,"0,2122905028",0,"0,1340782123",0,"0,09497206704",0,"0,04469273743",0,"0,03351955307",0,"0,5","0,5040817004","0,8882384366","-0,003194818609"
180,"1,72",1,"0,8833333333",1,"0,7",0,"0,4222222222",0,"0,3",0,"0,2111111111",0,"0,1333333333",0,"0,09444444444",0,"0,04444444444",0,"0,03333333333",0,"0,5","0,5040817004","0,8871432441","-0,001095192427"
181,"1,31",1,"0,8833333333",1,"0,7",0,"0,4198895028",0,"0,2983425414",0,"0,2099447514",0,"0,1325966851",0,"0,09392265193",0,"0,04419889503",0,"0,03314917127",0,"0,5","0,5040817004","0,8872312784","0,00008803428543"
182,"1,92",1,"0,8833333333",0,"0,7",0,"0,4175824176",0,"0,2967032967",0,"0,2087912088",0,"0,1318681319",0,"0,09340659341",0,"0,04395604396",0,"0,03296703297",0,"0,4833333333","0,5035393853","0,8922230047","0,004991726323"
183,"1,07",1,"0,8833333333",1,"0,6833333333",0,"0,4153005464",0,"0,2950819672",0,"0,2076502732",0,"0,131147541",0,"0,09289617486",0,"0,04371584699",0,"0,03278688525",0,"0,4666666667","0,5024529992","0,8958615365","0,003638531724"
184,"3,54",0,"0,8833333333",0,"0,6833333333",0,"0,4130434783",0,"0,2934782609",0,"0,2065217391",0,"0,1304347826",0,"0,09239130435",0,"0,04347826087",0,"0,03260869565",0,"0,4666666667","0,5024529992","0,8968262087","0,0009646722303"
185,"4,91",1,"0,8666666667",1,"0,6833333333",1,"0,4162162162",1,"0,2972972973",0,"0,2054054054",0,"0,1297297297",0,"0,09189189189",0,"0,04324324324",0,"0,03243243243",1,"0,4666666667","0,5035393853","0,8977606616","0,0009344529015"
186,"1,57",1,"0,8666666667",1,"0,6833333333",1,"0,4193548387",1,"0,3010752688",1,"0,2096774194",0,"0,1290322581",0,"0,09139784946",0,"0,04301075269",0,"0,03225806452",1,"0,4666666667","0,5035393853","0,8975367494","-0,0002239122107"
187,"1,92",1,"0,8666666667",1,"0,7",0,"0,4171122995",0,"0,2994652406",0,"0,2085561497",0,"0,128342246",0,"0,09090909091",0,"0,04278074866",0,"0,0320855615",0,"0,4833333333","0,5035393853","0,8991465618","0,001609812434"
188,"3,09",1,"0,8666666667",1,"0,7",0,"0,414893617",0,"0,2978723404",0,"0,2074468085",0,"0,1276595745",0,"0,09042553191",0,"0,04255319149",0,"0,03191489362",0,"0,4666666667","0,5024529992","0,8914125111","-0,007734050771"
189,"1,42",1,"0,8666666667",1,"0,7",1,"0,417989418",1,"0,3015873016",0,"0,2063492063",0,"0,126984127",0,"0,08994708995",0,"0,04232804233",0,"0,03174603175",1,"0,45","0,5024529992","0,8865321968","-0,004880314252"
190,"2,68",1,"0,8666666667",0,"0,7",0,"0,4157894737",0,"0,3",0,"0,2052631579",0,"0,1263157895",0,"0,08947368421",0,"0,04210526316",0,"0,03157894737",0,"0,45","0,5008190014","0,8838540402","-0,002678156607"
191,"14,01",1,"0,8666666667",1,"0,6833333333",1,"0,4188481675",0,"0,2984293194",0,"0,2041884817",0,"0,1256544503",0,"0,0890052356",0,"0,04188481675",0,"0,03141361257",1,"0,4333333333","0,5008190014","0,8838540402",0
192,"1,31",1,"0,8833333333",1,"0,7",1,"0,421875",1,"0,3020833333",1,"0,2083333333",1,"0,1302083333",1,"0,09375",0,"0,04166666667",0,"0,03125",1,"0,45","0,5024529992","0,8803649868","-0,003489053415"
193,"1,19",1,"0,9",0,"0,7166666667",0,"0,4196891192",0,"0,3005181347",0,"0,207253886",0,"0,1295336788",0,"0,0932642487",0,"0,0414507772",0,"0,0310880829",0,"0,4666666667","0,5024529992","0,8800372901","-0,0003276967061"
194,"13,59",1,"0,9",0,"0,7",0,"0,4175257732",0,"0,2989690722",0,"0,206185567",0,"0,1288659794",0,"0,09278350515",0,"0,0412371134",0,"0,03092783505",0,"0,45","0,5008190014","0,882145174","0,002107883971"
195,"1,04",1,"0,9",1,"0,6833333333",1,"0,4205128205",1,"0,3025641026",1,"0,2102564103",1,"0,1333333333",1,"0,09743589744",0,"0,04102564103",0,"0,03076923077",1,"0,45","0,5024529992","0,8783820299","-0,00376314413"
196,"1,09",0,"0,9166666667",0,"0,7",0,"0,4183673469",0,"0,3010204082",0,"0,2091836735",0,"0,1326530612",0,"0,09693877551",0,"0,04081632653",0,"0,0306122449",0,"0,4666666667","0,5024529992","0,8777455022","-0,0006365277596"
197,"1,11",0,"0,9",0,"0,7",0,"0,4162436548",0,"0,2994923858",0,"0,2081218274",0,"0,1319796954",0,"0,09644670051",0,"0,04060913706",0,"0,03045685279",0,"0,4666666667","0,5024529992","0,8765011271","-0,001244375106"
198,"2,95",0,"0,8833333333",0,"0,6833333333",0,"0,4141414141",0,"0,297979798",0,"0,2070707071",0,"0,1313131313",0,"0,09595959596",0,"0,0404040404",0,"0,0303030303",0,"0,45","0,5008190014","0,8709780113","-0,00552311571"
199,"1,15",1,"0,8833333333",1,"0,6833333333",1,"0,4170854271",1,"0,3015075377",0,"0,2060301508",0,"0,1306532663",0,"0,09547738693",0,"0,04020100503",0,"0,03015075377",1,"0,45","0,5024529992","0,8664478813","-0,004530130032"
200,"1,15",1,"0,8833333333",0,"0,7",0,"0,415",0,"0,3",0,"0,205",0,"0,13",0,"0,095",0,"0,04",0,"0,03",0,"0,4666666667","0,5024529992","0,8654641474","-0,0009837339396"
201,"2,05",1,"0,8833333333",0,"0,6833333333",0,"0,4129353234",0,"0,2985074627",0,"0,2039800995",0,"0,1293532338",0,"0,09452736318",0,"0,03980099502",0,"0,02985074627",0,"0,45","0,5008190014","0,856605433","-0,008858714419"
202,"1,12",1,"0,8833333333",1,"0,6666666667",0,"0,4108910891",0,"0,297029703",0,"0,202970297",0,"0,1287128713",0,"0,09405940594",0,"0,0396039604",0,"0,0297029703",1,"0,4333333333","0,5008190014","0,856605433",0
203,"1,82",0,"0,8833333333",0,"0,6666666667",0,"0,4088669951",0,"0,2955665025",0,"0,2019704433",0,"0,1280788177",0,"0,09359605911",0,"0,039408867",0,"0,02955665025",0,"0,45","0,5008190014","0,856605433",0
204,"10,51",1,"0,8666666667",1,"0,65",0,"0,4068627451",0,"0,2941176471",0,"0,2009803922",0,"0,1274509804",0,"0,0931372549",0,"0,03921568627",0,"0,02941176471",0,"0,4333333333","0,4986320084","0,8619890702","0,005383637253"
205,"4,31",1,"0,8666666667",1,"0,6666666667",1,"0,4097560976",1,"0,2975609756",1,"0,2048780488",1,"0,1317073171",1,"0,09756097561",0,"0,03902439024",0,"0,02926829268",1,"0,4333333333","0,5008190014","0,8605922287","-0,001396841505"
206,"2,09",1,"0,8666666667",1,"0,6666666667",1,"0,4126213592",1,"0,3009708738",1,"0,2087378641",0,"0,1310679612",0,"0,09708737864",0,"0,03883495146",0,"0,02912621359",1,"0,4333333333","0,5008190014","0,8594978045","-0,001094424198"
207,"2,87",1,"0,8666666667",1,"0,6666666667",0,"0,4106280193",0,"0,2995169082",0,"0,2077294686",0,"0,1304347826",0,"0,09661835749",0,"0,038647343",0,"0,02898550725",1,"0,4333333333","0,5008190014","0,8583666991","-0,001131105354"
208,"2,21",1,"0,8666666667",1,"0,6666666667",1,"0,4134615385",1,"0,3028846154",0,"0,2067307692",0,"0,1298076923",0,"0,09615384615",0,"0,03846153846",0,"0,02884615385",1,"0,4333333333","0,5008190014","0,857190078","-0,001176621117"
209,"1,09",1,"0,8666666667",1,"0,6833333333",1,"0,4162679426",0,"0,3014354067",0,"0,2057416268",0,"0,1291866029",0,"0,0956937799",0,"0,03827751196",0,"0,02870813397",1,"0,45","0,5024529992","0,8506016929","-0,006588385089"
210,"1,47",0,"0,8666666667",0,"0,6833333333",0,"0,4142857143",0,"0,3",0,"0,2047619048",0,"0,1285714286",0,"0,09523809524",0,"0,0380952381",0,"0,02857142857",0,"0,4666666667","0,5024529992","0,8506016929",0
211,"2,49",1,"0,85",1,"0,6833333333",0,"0,4123222749",0,"0,2985781991",0,"0,2037914692",0,"0,1279620853",0,"0,09478672986",0,"0,03791469194",0,"0,02843601896",0,"0,4666666667","0,5024529992","0,8516999186","0,001098225662"
212,"5,74",1,"0,85",1,"0,6833333333",1,"0,4150943396",0,"0,2971698113",0,"0,2028301887",0,"0,1273584906",0,"0,09433962264",0,"0,03773584906",0,"0,02830188679",1,"0,4666666667","0,5035393853","0,851830997","0,0001310783788"
213,"4,81",1,"0,85",1,"0,6833333333",1,"0,4178403756",1,"0,3004694836",1,"0,20657277",0,"0,1267605634",0,"0,09389671362",0,"0,03755868545",0,"0,02816901408",1,"0,4666666667","0,5035393853","0,8526814083","0,0008504113615"
214,"1,58",1,"0,85",1,"0,7",1,"0,4205607477",1,"0,3037383178",1,"0,2102803738",0,"0,1261682243",0,"0,09345794393",0,"0,03738317757",0,"0,02803738318",1,"0,4833333333","0,5040817004","0,8580037546","0,005322346285"
215,"8,18",1,"0,85",1,"0,7",0,"0,4186046512",0,"0,3023255814",0,"0,2093023256",0,"0,1255813953",0,"0,09302325581",0,"0,03720930233",0,"0,02790697674",0,"0,5","0,5040817004","0,8595513087","0,001547554088"
216,"1,76",1,"0,85",1,"0,7",1,"0,4212962963",1,"0,3055555556",1,"0,212962963",1,"0,1296296296",0,"0,09259259259",0,"0,03703703704",0,"0,02777777778",1,"0,4833333333","0,5040817004","0,8665468351","0,006995526405"
217,"1,82",1,"0,85",1,"0,7166666667",0,"0,4193548387",0,"0,3041474654",0,"0,2119815668",0,"0,1290322581",0,"0,09216589862",0,"0,03686635945",0,"0,02764976959",0,"0,5","0,5040817004","0,867833676","0,001286840841"
218,"9,65",1,"0,85",1,"0,7166666667",0,"0,4174311927",0,"0,3027522936",0,"0,2110091743",0,"0,128440367",0,"0,09174311927",0,"0,03669724771",0,"0,02752293578",0,"0,5","0,5040817004","0,8692026674","0,001368991477"
219,"1,78",1,"0,85",1,"0,7166666667",1,"0,4200913242",1,"0,3059360731",1,"0,2146118721",1,"0,1324200913",0,"0,09132420091",0,"0,03652968037",0,"0,02739726027",1,"0,4833333333","0,5040817004","0,8634142558","-0,005788411644"
220,"2,67",1,"0,85",1,"0,7166666667",0,"0,4181818182",0,"0,3045454545",0,"0,2136363636",0,"0,1318181818",0,"0,09090909091",0,"0,03636363636",0,"0,02727272727",0,"0,5","0,5040817004","0,8760146233","0,01260036748"
221,"1,73",1,"0,85",1,"0,7166666667",1,"0,4208144796",0,"0,3031674208",0,"0,2126696833",0,"0,1312217195",0,"0,09049773756",0,"0,03619909502",0,"0,02714932127",1,"0,4833333333","0,5040817004","0,8683616892","-0,007652934076"
222,"1,87",1,"0,85",1,"0,7166666667",0,"0,4189189189",0,"0,3018018018",0,"0,2117117117",0,"0,1306306306",0,"0,09009009009",0,"0,03603603604",0,"0,02702702703",0,"0,4833333333","0,5035393853","0,8672468222","-0,001114866995"
223,"1,31",1,"0,8666666667",1,"0,7333333333",0,"0,4170403587",0,"0,3004484305",0,"0,2107623318",0,"0,130044843",0,"0,08968609865",0,"0,03587443946",0,"0,0269058296",0,"0,4833333333","0,5035393853","0,8690648391","0,001818016934"
224,"8,56",1,"0,8666666667",0,"0,7333333333",0,"0,4151785714",0,"0,2991071429",0,"0,2098214286",0,"0,1294642857",0,"0,08928571429",0,"0,03571428571",0,"0,02678571429",0,"0,4666666667","0,5024529992","0,8720488062","0,002983967068"
225,"1,76",1,"0,8666666667",1,"0,7333333333",1,"0,4177777778",1,"0,3022222222",1,"0,2133333333",1,"0,1333333333",0,"0,08888888889",0,"0,03555555556",0,"0,02666666667",1,"0,4666666667","0,5035393853","0,869676005","-0,002372801166"
226,"3,89",1,"0,8666666667",1,"0,7333333333",0,"0,4159292035",0,"0,3008849558",0,"0,2123893805",0,"0,1327433628",0,"0,08849557522",0,"0,03539823009",0,"0,02654867257",0,"0,4833333333","0,5035393853","0,8712150282","0,001539023152"
227,"1,11",1,"0,8666666667",1,"0,7333333333",1,"0,4185022026",1,"0,3039647577",1,"0,2158590308",0,"0,1321585903",0,"0,08810572687",0,"0,03524229075",0,"0,02643171806",1,"0,4666666667","0,5035393853","0,8716606373","0,0004456091545"
228,"1,1",0,"0,8666666667",0,"0,7333333333",0,"0,4166666667",0,"0,3026315789",0,"0,2149122807",0,"0,1315789474",0,"0,08771929825",0,"0,0350877193",0,"0,02631578947",0,"0,4833333333","0,5035393853","0,8729400976","0,001279460225"
229,"1,14",0,"0,85",0,"0,7166666667",0,"0,4148471616",0,"0,3013100437",0,"0,2139737991",0,"0,1310043668",0,"0,08733624454",0,"0,03493449782",0,"0,02620087336",0,"0,4833333333","0,5035393853","0,8741561322","0,001216034633"
230,"1,8",0,"0,8333333333",0,"0,7",0,"0,4130434783",0,"0,3",0,"0,2130434783",0,"0,1304347826",0,"0,08695652174",0,"0,0347826087",0,"0,02608695652",0,"0,4666666667","0,5024529992","0,8700343376","-0,004121794614"
231,"1,19",1,"0,8166666667",1,"0,7",0,"0,4112554113",0,"0,2987012987",0,"0,2121212121",0,"0,1298701299",0,"0,08658008658",0,"0,03463203463",0,"0,02597402597",0,"0,4666666667","0,5024529992","0,8741381172","0,004103779625"
232,"2,32",1,"0,8166666667",0,"0,7",0,"0,4094827586",0,"0,2974137931",0,"0,2112068966",0,"0,1293103448",0,"0,08620689655",0,"0,03448275862",0,"0,02586206897",0,"0,45","0,5008190014","0,8686823453","-0,005455771866"
233,"1,42",1,"0,8166666667",1,"0,6833333333",1,"0,4120171674",0,"0,2961373391",0,"0,2103004292",0,"0,1287553648",0,"0,08583690987",0,"0,03433476395",0,"0,02575107296",1,"0,4333333333","0,5008190014","0,8764487515","0,007766406115"
234,"1,11",1,"0,8166666667",0,"0,6833333333",0,"0,4102564103",0,"0,2948717949",0,"0,2094017094",0,"0,1282051282",0,"0,08547008547",0,"0,03418803419",0,"0,02564102564",0,"0,4333333333","0,4986320084","0,8762347987","-0,0002139527459"
235,"3,09",0,"0,8166666667",0,"0,6666666667",0,"0,4085106383",0,"0,2936170213",0,"0,2085106383",0,"0,1276595745",0,"0,08510638298",0,"0,03404255319",0,"0,02553191489",0,"0,4166666667","0,4958847037","0,8703289479","-0,005905850817"
236,"1,12",1,"0,8",1,"0,65",1,"0,4110169492",1,"0,2966101695",0,"0,2076271186",0,"0,1271186441",0,"0,08474576271",0,"0,03389830508",0,"0,02542372881",1,"0,4","0,4958847037","0,8897119287","0,01938298079"
237,"1,65",0,"0,8166666667",0,"0,6666666667",0,"0,4092827004",0,"0,2953586498",0,"0,2067510549",0,"0,1265822785",0,"0,08438818565",0,"0,03375527426",0,"0,0253164557",0,"0,4166666667","0,4958847037","0,8886961714","-0,001015757277"
238,"1,08",1,"0,8",1,"0,65",0,"0,4075630252",0,"0,2941176471",0,"0,2058823529",0,"0,1260504202",0,"0,08403361345",0,"0,03361344538",0,"0,02521008403",0,"0,4","0,4925677119","0,88717773","-0,001518441388"
