,Odd,Odd_Categoria,odd_entrada
110856,1.06,2,9.0
110857,2.26,7,2.0
110858,1.72,6,7.0
110859,1.54,5,6.0
110860,3.85,9,5.0
110861,15.63,11,9.0
110862,3.29,8,11.0
110863,1.38,4,8.0
110864,1.42,4,4.0
110865,9.97,10,4.0
110866,1.32,4,10.0
110867,2.59,7,4.0
110868,1.25,3,7.0
110869,21.43,11,3.0
110870,30.33,11,11.0
110871,3.74,9,11.0
110872,1.44,4,9.0
110873,2.52,7,4.0
110874,36.33,11,7.0
110875,1.17,3,11.0
110876,2.0,6,3.0
110877,5.17,10,6.0
110878,10.56,11,10.0
110879,12.35,11,11.0
110880,1.26,3,11.0
110881,1.12,2,3.0
110882,1.3,4,2.0
110883,1.42,4,4.0
110884,1.74,6,4.0
110885,15.05,11,6.0
110886,1.49,5,11.0
110887,3.14,8,5.0
110888,2.01,6,8.0
110889,71.08,11,6.0
110890,2.44,7,11.0
110891,1.94,6,7.0
110892,27.08,11,6.0
110893,8.06,10,11.0
110894,31.69,11,10.0
110895,12.69,11,11.0
110896,1.34,4,11.0
110897,2.54,7,4.0
110898,94.54,11,7.0
110899,3.2,8,11.0
110900,3.55,9,8.0
110901,10.2,11,9.0
110902,1.7,6,11.0
110903,3.68,9,6.0
110904,1.14,2,9.0
110905,1.18,3,2.0
110906,1.65,5,3.0
110907,1.27,3,5.0
110908,3.91,9,3.0
110909,33.22,11,9.0
110910,3.8,9,11.0
110911,1.47,5,9.0
110912,319.69,11,5.0
110913,3.35,8,11.0
110914,1.4,4,8.0
110915,1.04,1,4.0
110916,1.52,5,1.0
110917,1.23,3,5.0
110918,0.0,1,3.0
110919,1.23,3,1.0
110920,2.86,8,3.0
110921,4.95,9,8.0
110922,1.83,6,9.0
110923,3.13,8,6.0
110924,1.24,3,8.0
110925,1.03,1,3.0
110926,6.28,10,1.0
110927,2.8,8,10.0
110928,6.31,10,8.0
110929,1.14,2,10.0
110930,2.78,8,2.0
110931,1.29,3,8.0
110932,2.45,7,3.0
110933,1.53,5,7.0
110934,7.14,10,5.0
110935,1.02,1,10.0
110936,5.41,10,1.0
110937,6.85,10,10.0
110938,9.42,10,10.0
110939,1.17,3,10.0
110940,2.86,8,3.0
110941,2.72,8,8.0
110942,3.41,8,8.0
110943,2.41,7,8.0
110944,9.61,10,7.0
110945,3.11,8,10.0
110946,1.85,6,8.0
110947,1.03,1,6.0
110948,20.05,11,1.0
110949,191.66,11,11.0
110950,1.22,3,11.0
110951,1.5,5,3.0
110952,1.53,5,5.0
110953,2.1,7,5.0
110954,1.35,4,7.0
110955,1.18,3,4.0
110956,1.75,6,3.0
110957,1.51,5,6.0
110958,1.49,5,5.0
110959,21.92,11,5.0
110960,1.36,4,11.0
110961,1.18,3,4.0
110962,3.41,8,3.0
110963,1.03,1,8.0
110964,1.27,3,1.0
110965,1.51,5,3.0
110966,1.7,6,5.0
110967,1.07,2,6.0
110968,1.11,2,2.0
110969,1.04,1,2.0
110970,1.55,5,1.0
110971,3.98,9,5.0
110972,1.79,6,9.0
110973,1.19,3,6.0
110974,3.29,8,3.0
110975,1.12,2,8.0
110976,1.74,6,2.0
110977,14.48,11,6.0
110978,3.69,9,11.0
110979,1.85,6,9.0
110980,3.07,8,6.0
110981,12.91,11,8.0
110982,3.08,8,11.0
110983,1.25,3,8.0
110984,1.45,5,3.0
110985,2.22,7,5.0
110986,8.44,10,7.0
110987,5.42,10,10.0
110988,2.71,8,10.0
110989,1.56,5,8.0
110990,1.82,6,5.0
110991,65.03,11,6.0
110992,5.94,10,11.0
110993,18.43,11,10.0
110994,20.42,11,11.0
110995,1.36,4,11.0
110996,5.85,10,4.0
110997,7.12,10,10.0
110998,3.29,8,10.0
110999,9.98,10,8.0
111000,1.45,5,10.0
111001,8.99,10,5.0
111002,23.65,11,10.0
111003,1.48,5,11.0
111004,8.18,10,5.0
111005,3.34,8,10.0
111006,12.33,11,8.0
111007,4.4,9,11.0
111008,240.22,11,9.0
111009,2.38,7,11.0
111010,3.07,8,7.0
111011,1.13,2,8.0
111012,1.19,3,2.0
111013,2.17,7,3.0
111014,2.02,6,7.0
111015,12.6,11,6.0
111016,1.4,4,11.0
111017,3.38,8,4.0
111018,13.74,11,8.0
111019,5.92,10,11.0
111020,9.37,10,10.0
111021,3.53,9,10.0
111022,1.08,2,9.0
111023,1.02,1,2.0
111024,68.65,11,1.0
111025,1.68,5,11.0
111026,8.94,10,5.0
111027,1.4,4,10.0
111028,1.37,4,4.0
111029,0.0,1,4.0
111030,3.98,9,1.0
111031,1.08,2,9.0
111032,1.13,2,2.0
111033,3.13,8,2.0
111034,12.37,11,8.0
111035,2.12,7,11.0
111036,3.78,9,7.0
111037,1.18,3,9.0
111038,4.36,9,3.0
111039,9.99,10,9.0
111040,7.58,10,10.0
111041,1.56,5,10.0
111042,9.58,10,5.0
111043,1.04,1,10.0
111044,1.03,1,1.0
111045,1.85,6,1.0
111046,1.04,1,6.0
111047,2.96,8,1.0
111048,1.26,3,8.0
111049,1.3,4,3.0
111050,1.27,3,4.0
111051,3.98,9,3.0
111052,1.06,2,9.0
111053,2.61,8,2.0
111054,3.87,9,8.0
111055,1.04,1,9.0
111056,2.08,6,1.0
111057,1.59,5,6.0
111058,3.38,8,5.0
111059,0.0,1,8.0
111060,2.69,8,1.0
111061,1.98,6,8.0
111062,7.02,10,6.0
111063,2.3,7,10.0
111064,1.98,6,7.0
111065,28.99,11,6.0
111066,44.06,11,11.0
111067,3.31,8,11.0
111068,2.02,6,8.0
111069,1.17,3,6.0
111070,1.24,3,3.0
111071,2.58,7,3.0
111072,2.74,8,7.0
111073,1.25,3,8.0
111074,1.05,2,3.0
111075,1.14,2,2.0
111076,29.45,11,2.0
111077,4.41,9,11.0
111078,5.99,10,9.0
111079,1.28,3,10.0
111080,1.7,6,3.0
111081,1.34,4,6.0
111082,1.24,3,4.0
111083,3.06,8,3.0
111084,3.11,8,8.0
111085,4.45,9,8.0
111086,1.11,2,9.0
111087,5.48,10,2.0
111088,10.67,11,10.0
111089,1.41,4,11.0
111090,1.04,1,4.0
111091,2.42,7,1.0
111092,26.4,11,7.0
111093,1.24,3,11.0
111094,1.65,5,3.0
111095,1.57,5,5.0
111096,1.1,2,5.0
111097,1.61,5,2.0
111098,1.14,2,5.0
111099,1.74,6,2.0
111100,2.12,7,6.0
111101,1.1,2,7.0
111102,1.96,6,2.0
111103,2.29,7,6.0
111104,7.25,10,7.0
111105,1.13,2,10.0
111106,1.06,2,2.0
111107,1.54,5,2.0
111108,1.33,4,5.0
111109,1.8,6,4.0
111110,0.0,1,6.0
111111,1.55,5,1.0
111112,46.7,11,5.0
111113,1.78,6,11.0
111114,1.13,2,6.0
111115,12.9,11,2.0
111116,2.16,7,11.0
111117,1.72,6,7.0
111118,2.16,7,6.0
111119,1.55,5,7.0
111120,14.79,11,5.0
111121,1.77,6,11.0
111122,1.2,3,6.0
111123,1.71,6,3.0
111124,2.09,6,6.0
111125,2.11,7,6.0
111126,2.32,7,7.0
111127,1.29,3,7.0
111128,2.63,8,3.0
111129,1.04,1,8.0
111130,2.88,8,1.0
111131,1.09,2,8.0
111132,0.0,1,2.0
111133,11.83,11,1.0
111134,2.57,7,11.0
111135,1.42,4,7.0
111136,55.38,11,4.0
111137,1.22,3,11.0
111138,3.26,8,3.0
111139,1.32,4,8.0
111140,1.45,5,4.0
111141,4.66,9,5.0
111142,1.55,5,9.0
111143,3.12,8,5.0
111144,5.5,10,8.0
111145,1.25,3,10.0
111146,1.57,5,3.0
111147,2.06,6,5.0
111148,1.0,1,6.0
111149,1.61,5,1.0
111150,1.68,5,5.0
111151,2.42,7,5.0
111152,1.07,2,7.0
111153,1.42,4,2.0
111154,1.07,2,4.0
111155,9.81,10,2.0
111156,9.77,10,10.0
111157,4.04,9,10.0
111158,1.55,5,9.0
111159,9.45,10,5.0
111160,1.01,1,10.0
111161,1.16,3,1.0
111162,10.42,11,3.0
111163,1.33,4,11.0
111164,1.05,2,4.0
111165,3.59,9,2.0
111166,4.51,9,9.0
111167,5.0,10,9.0
111168,2.98,8,10.0
111169,2.21,7,8.0
111170,1.46,5,7.0
111171,12.85,11,5.0
111172,3.22,8,11.0
111173,4.85,9,8.0
111174,1.17,3,9.0
111175,1.01,1,3.0
111176,1.53,5,1.0
111177,1.03,1,5.0
111178,2.09,6,1.0
111179,1.58,5,6.0
111180,2.15,7,5.0
111181,4.07,9,7.0
111182,10.29,11,9.0
111183,1.96,6,11.0
111184,53.83,11,6.0
111185,2.24,7,11.0
111186,19.52,11,7.0
111187,1.66,5,11.0
111188,1.78,6,5.0
111189,1.76,6,6.0
111190,2.5,7,6.0
111191,1.09,2,7.0
111192,1.44,4,2.0
111193,1.36,4,4.0
111194,1.13,2,4.0
111195,2.29,7,2.0
111196,1.99,6,7.0
111197,3.87,9,6.0
111198,1.49,5,9.0
111199,1.23,3,5.0
111200,0.0,1,3.0
111201,1.04,1,1.0
111202,5.23,10,1.0
111203,3.64,9,10.0
111204,5.79,10,9.0
111205,1.0,1,10.0
111206,1.03,1,1.0
111207,4.52,9,1.0
111208,2.05,6,9.0
111209,1.38,4,6.0
111210,2.26,7,4.0
111211,1.04,1,7.0
111212,1.36,4,1.0
111213,1.18,3,4.0
111214,2.15,7,3.0
111215,609.54,11,7.0
111216,1.03,1,11.0
111217,1.5,5,1.0
111218,1.18,3,5.0
111219,61.61,11,3.0
111220,1.12,2,11.0
111221,3.24,8,2.0
111222,1.89,6,8.0
111223,1.55,5,6.0
111224,4.38,9,5.0
111225,4.73,9,9.0
111226,6.06,10,9.0
111227,2.69,8,10.0
111228,7.09,10,8.0
111229,2.08,6,10.0
111230,1.46,5,6.0
111231,2.55,7,5.0
111232,2.21,7,7.0
111233,3.13,8,7.0
111234,1.42,4,8.0
111235,1.55,5,4.0
111236,2.05,6,5.0
111237,2.72,8,6.0
111238,1.15,3,8.0
111239,1.15,3,3.0
111240,4.59,9,3.0
111241,11.48,11,9.0
111242,5.97,10,11.0
111243,8.64,10,10.0
111244,1.03,1,10.0
111245,2.45,7,1.0
111246,1.19,3,7.0
111247,1.4,4,3.0
111248,2.26,7,4.0
111249,1.84,6,7.0
111250,19.45,11,6.0
111251,1.72,6,11.0
111252,2.25,7,6.0
111253,1.73,6,7.0
111254,1.78,6,6.0
111255,1.92,6,6.0
111256,1.86,6,6.0
111257,14.14,11,6.0
111258,1.34,4,11.0
111259,1.03,1,4.0
111260,1.22,3,1.0
111261,3.04,8,3.0
111262,43.97,11,8.0
111263,1.25,3,11.0
111264,5.71,10,3.0
111265,3.32,8,10.0
111266,1.03,1,8.0
111267,38.02,11,1.0
111268,1.51,5,11.0
111269,1.25,3,5.0
111270,2.59,7,3.0
111271,4.44,9,7.0
111272,5.35,10,9.0
111273,3.69,9,10.0
111274,1.49,5,9.0
111275,2.88,8,5.0
111276,2.37,7,8.0
111277,74.37,11,7.0
111278,1.16,3,11.0
111279,9.43,10,3.0
111280,2.15,7,10.0
111281,1.21,3,7.0
111282,1.4,4,3.0
111283,4.4,9,4.0
111284,1.81,6,9.0
111285,1.06,2,6.0
111286,1.02,1,2.0
111287,3.04,8,1.0
111288,2.03,6,8.0
111289,1.92,6,6.0
111290,3.41,8,6.0
111291,1.04,1,8.0
111292,1.07,2,1.0
111293,6.17,10,2.0
111294,3.9,9,10.0
111295,2.24,7,9.0
111296,1.68,5,7.0
111297,2.27,7,5.0
111298,2.09,6,7.0
111299,1.45,5,6.0
111300,1.28,3,5.0
111301,2.13,7,3.0
111302,1.26,3,7.0
111303,1.51,5,3.0
111304,6.1,10,5.0
111305,2.91,8,10.0
111306,1.3,4,8.0
111307,1.36,4,4.0
111308,1.69,5,4.0
111309,1.11,2,5.0
111310,2.56,7,2.0
111311,1.46,5,7.0
111312,5.66,10,5.0
111313,1.51,5,10.0
111314,3.19,8,5.0
111315,1.06,2,8.0
111316,2.08,6,2.0
111317,8.46,10,6.0
111318,1.18,3,10.0
111319,1.29,3,3.0
111320,7.12,10,3.0
111321,1.02,1,10.0
111322,1.09,2,1.0
111323,5.66,10,2.0
111324,3.0,8,10.0
111325,6.69,10,8.0
111326,1.89,6,10.0
111327,4.65,9,6.0
111328,1.27,3,9.0
111329,1.28,3,3.0
111330,4.18,9,3.0
111331,1.12,2,9.0
111332,3.16,8,2.0
111333,8.84,10,8.0
111334,1.31,4,10.0
111335,2.71,8,4.0
111336,3.49,8,8.0
111337,8.45,10,8.0
111338,1.04,1,10.0
111339,1.08,2,1.0
111340,1.15,3,2.0
111341,5.46,10,3.0
111342,1.21,3,10.0
111343,1.12,2,3.0
111344,5.28,10,2.0
111345,2.25,7,10.0
111346,1.04,1,7.0
111347,1.54,5,1.0
111348,5.15,10,5.0
111349,2.22,7,10.0
111350,1.37,4,7.0
111351,1.27,3,4.0
111352,1.32,4,3.0
111353,1.4,4,4.0
111354,3.07,8,4.0
111355,2.18,7,8.0
111356,3.46,8,7.0
111357,4.75,9,8.0
111358,2.09,6,9.0
111359,1.02,1,6.0
111360,5.78,10,1.0
111361,1.33,4,10.0
111362,2.76,8,4.0
111363,3.38,8,8.0
111364,29.8,11,8.0
111365,12.31,11,11.0
111366,2.07,6,11.0
111367,1.09,2,6.0
111368,1.18,3,2.0
111369,2.62,8,3.0
111370,1.91,6,8.0
111371,1.31,4,6.0
111372,2.44,7,4.0
111373,2.99,8,7.0
111374,1.66,5,8.0
111375,3.69,9,5.0
111376,1.49,5,9.0
111377,1.02,1,5.0
111378,1.41,4,1.0
111379,1.08,2,4.0
111380,1.29,3,2.0
111381,1.67,5,3.0
111382,2.58,7,5.0
111383,1.55,5,7.0
111384,1.04,1,5.0
111385,3.69,9,1.0
111386,6.03,10,9.0
111387,1.35,4,10.0
111388,1.42,4,4.0
111389,1.58,5,4.0
111390,24.21,11,5.0
111391,2.25,7,11.0
111392,2.61,8,7.0
111393,1.57,5,8.0
111394,2.59,7,5.0
111395,3.14,8,7.0
111396,1.06,2,8.0
111397,1.74,6,2.0
111398,1.62,5,6.0
111399,2.16,7,5.0
111400,8.77,10,7.0
111401,4.96,9,10.0
111402,3.67,9,9.0
111403,1.4,4,9.0
111404,1.66,5,4.0
111405,1.2,3,5.0
111406,4.2,9,3.0
111407,3.25,8,9.0
111408,1.48,5,8.0
111409,3.41,8,5.0
111410,1.12,2,8.0
111411,4.83,9,2.0
111412,1.64,5,9.0
111413,1.0,1,5.0
111414,3.8,9,1.0
111415,12.82,11,9.0
111416,88.52,11,11.0
111417,1.32,4,11.0
111418,4.11,9,4.0
111419,1.61,5,9.0
111420,1.1,2,5.0
111421,1.63,5,2.0
111422,1.59,5,5.0
111423,1.17,3,5.0
111424,1.2,3,3.0
111425,6.5,10,3.0
111426,1.03,1,10.0
111427,3.69,9,1.0
111428,10.87,11,9.0
111429,1.62,5,11.0
111430,1.12,2,5.0
111431,1.86,6,2.0
111432,3.25,8,6.0
111433,2.35,7,8.0
111434,24.3,11,7.0
111435,4.93,9,11.0
111436,1.1,2,9.0
111437,1.63,5,2.0
111438,7.76,10,5.0
111439,0.0,1,10.0
111440,24.16,11,1.0
111441,1.12,2,11.0
111442,4.4,9,2.0
111443,1.05,2,9.0
111444,2.47,7,2.0
111445,2.49,7,7.0
111446,1.3,4,7.0
111447,3.67,9,4.0
111448,1.03,1,9.0
111449,45.08,11,1.0
111450,1.53,5,11.0
111451,1.4,4,5.0
111452,1.17,3,4.0
111453,1.35,4,3.0
111454,1.55,5,4.0
111455,1.22,3,5.0
111456,1.19,3,3.0
111457,1.69,5,3.0
111458,2.34,7,5.0
111459,7.4,10,7.0
111460,1.61,5,10.0
111461,16.48,11,5.0
111462,1.43,4,11.0
111463,1.19,3,4.0
111464,1.14,2,3.0
111465,3.29,8,2.0
111466,2.95,8,8.0
111467,1.56,5,8.0
111468,1.97,6,5.0
111469,1.25,3,6.0
111470,7.6,10,3.0
111471,1.12,2,10.0
111472,1.29,3,2.0
111473,2.14,7,3.0
111474,1.11,2,7.0
111475,1.61,5,2.0
111476,20.69,11,5.0
111477,5.67,10,11.0
111478,1.21,3,10.0
111479,1.52,5,3.0
111480,2.73,8,5.0
111481,31.11,11,8.0
111482,1.06,2,11.0
111483,1.85,6,2.0
111484,4.86,9,6.0
111485,1.73,6,9.0
111486,1.33,4,6.0
111487,1.09,2,4.0
111488,1.27,3,2.0
111489,23.94,11,3.0
111490,7.24,10,11.0
111491,1.46,5,10.0
111492,1.05,2,5.0
111493,3.47,8,2.0
111494,1.7,6,8.0
111495,1.02,1,6.0
111496,1.63,5,1.0
111497,2.21,7,5.0
111498,1.09,2,7.0
111499,1.21,3,2.0
111500,3.4,8,3.0
111501,71.95,11,8.0
111502,1.06,2,11.0
111503,1.1,2,2.0
111504,9.02,10,2.0
111505,1.66,5,10.0
111506,1.18,3,5.0
111507,1.17,3,3.0
111508,2.0,6,3.0
111509,2.37,7,6.0
111510,2.97,8,7.0
111511,2.29,7,8.0
111512,1.26,3,7.0
111513,1.19,3,3.0
111514,1.21,3,3.0
111515,1.45,5,3.0
111516,3.64,9,5.0
111517,2.37,7,9.0
111518,1.73,6,7.0
111519,2.26,7,6.0
111520,1.38,4,7.0
111521,1.1,2,4.0
111522,1.87,6,2.0
111523,20.53,11,6.0
111524,1.45,5,11.0
111525,1.13,2,5.0
111526,1.07,2,2.0
111527,26.09,11,2.0
111528,1.6,5,11.0
111529,1.37,4,5.0
111530,1.0,1,4.0
111531,1.33,4,1.0
111532,1.45,5,4.0
111533,1.0,1,5.0
111534,2.55,7,1.0
111535,1.55,5,7.0
111536,1.27,3,5.0
111537,1.78,6,3.0
111538,5.04,10,6.0
111539,1.48,5,10.0
111540,3.0,8,5.0
111541,16.53,11,8.0
111542,1.74,6,11.0
111543,4.06,9,6.0
111544,3.84,9,9.0
111545,1.82,6,9.0
111546,30.07,11,6.0
111547,1.58,5,11.0
111548,9.06,10,5.0
111549,1.18,3,10.0
111550,1.09,2,3.0
111551,3.94,9,2.0
111552,2.78,8,9.0
111553,3.7,9,8.0
111554,1.88,6,9.0
111555,1.15,3,6.0
111556,9.54,10,3.0
111557,21.35,11,10.0
111558,3.29,8,11.0
111559,102.22,11,8.0
111560,2.3,7,11.0
111561,1.66,5,7.0
111562,1.58,5,5.0
111563,3.35,8,5.0
111564,2.34,7,8.0
111565,1.02,1,7.0
111566,2.35,7,1.0
111567,1.15,3,7.0
111568,1.2,3,3.0
111569,1.12,2,3.0
111570,1.1,2,2.0
111571,10.0,11,2.0
111572,1.31,4,11.0
111573,1.28,3,4.0
111574,21.92,11,3.0
111575,1.89,6,11.0
111576,1.21,3,6.0
111577,5.47,10,3.0
111578,1.09,2,10.0
111579,2.46,7,2.0
111580,2.26,7,7.0
111581,1.39,4,7.0
111582,3.59,9,4.0
111583,2.3,7,9.0
111584,55.07,11,7.0
111585,1.35,4,11.0
111586,1.65,5,4.0
111587,1.46,5,5.0
111588,1.1,2,5.0
111589,3.38,8,2.0
111590,1.97,6,8.0
111591,4.93,9,6.0
111592,1.27,3,9.0
111593,5.33,10,3.0
111594,1.56,5,10.0
111595,1.37,4,5.0
111596,1.33,4,4.0
111597,1.88,6,4.0
111598,2.83,8,6.0
111599,1.64,5,8.0
111600,1.71,6,5.0
111601,1.36,4,6.0
111602,3.93,9,4.0
111603,2.4,7,9.0
111604,2.98,8,7.0
111605,2.32,7,8.0
111606,3.24,8,7.0
111607,16.69,11,8.0
111608,4.85,9,11.0
111609,2.56,7,9.0
111610,3.93,9,7.0
111611,1.28,3,9.0
111612,3.04,8,3.0
111613,3.67,9,8.0
111614,3.38,8,9.0
111615,12.15,11,8.0
111616,1.48,5,11.0
111617,1.16,3,5.0
111618,3.92,9,3.0
111619,2.6,8,9.0
111620,1.17,3,8.0
111621,9.74,10,3.0
111622,1.0,1,10.0
111623,1.16,3,1.0
111624,9.95,10,3.0
111625,1.27,3,10.0
111626,1.19,3,3.0
111627,2.56,7,3.0
111628,5.15,10,7.0
111629,2.32,7,10.0
111630,1.14,2,7.0
111631,2.19,7,2.0
111632,5.22,10,7.0
111633,1.77,6,10.0
111634,1.3,4,6.0
111635,1.41,4,4.0
111636,1.36,4,4.0
111637,1.23,3,4.0
111638,1.21,3,3.0
111639,3.63,9,3.0
111640,1.9,6,9.0
111641,1.26,3,6.0
111642,11.13,11,3.0
111643,0.0,1,11.0
111644,1.25,3,1.0
111645,2.05,6,3.0
111646,2.41,7,6.0
111647,2.38,7,7.0
111648,3.05,8,7.0
111649,1.5,5,8.0
111650,1.89,6,5.0
111651,1.16,3,6.0
111652,1.62,5,3.0
111653,1.14,2,5.0
111654,3.93,9,2.0
111655,1.26,3,9.0
111656,2.23,7,3.0
111657,1.8,6,7.0
111658,4.67,9,6.0
111659,1.59,5,9.0
111660,2.39,7,5.0
111661,1.03,1,7.0
111662,3.08,8,1.0
111663,1.8,6,8.0
111664,2.14,7,6.0
111665,1.08,2,7.0
111666,1.04,1,2.0
111667,1.28,3,1.0
111668,1.47,5,3.0
111669,2.02,6,5.0
111670,3.81,9,6.0
111671,2.4,7,9.0
111672,103.52,11,7.0
111673,4.05,9,11.0
111674,5.8,10,9.0
111675,1.66,5,10.0
111676,3.56,9,5.0
111677,2.96,8,9.0
111678,2.45,7,8.0
111679,1.46,5,7.0
111680,185.97,11,5.0
111681,3.25,8,11.0
111682,1.15,3,8.0
111683,1.83,6,3.0
111684,1.22,3,6.0
111685,1.3,4,3.0
111686,1.14,2,4.0
111687,2.0,6,2.0
111688,9.06,10,6.0
111689,1.02,1,10.0
111690,6.02,10,1.0
111691,1.61,5,10.0
111692,2.41,7,5.0
111693,2.92,8,7.0
111694,5.0,10,8.0
111695,11.96,11,10.0
111696,3.51,9,11.0
111697,9.37,10,9.0
111698,1.23,3,10.0
111699,3.0,8,3.0
111700,1.96,6,8.0
111701,3.99,9,6.0
111702,1.89,6,9.0
111703,1.84,6,6.0
111704,2.6,8,6.0
111705,2.22,7,8.0
111706,1.03,1,7.0
111707,1.57,5,1.0
111708,3.48,8,5.0
111709,16.76,11,8.0
111710,5.9,10,11.0
111711,2.02,6,10.0
111712,3.53,9,6.0
111713,1.21,3,9.0
111714,7.59,10,3.0
111715,1.4,4,10.0
111716,4.57,9,4.0
111717,4.42,9,9.0
111718,1.46,5,9.0
111719,2.69,8,5.0
111720,1.96,6,8.0
111721,1.01,1,6.0
111722,1.05,2,1.0
111723,1.32,4,2.0
111724,3.46,8,4.0
111725,2.24,7,8.0
111726,1.08,2,7.0
111727,4.48,9,2.0
111728,3.05,8,9.0
111729,4.21,9,8.0
111730,1.01,1,9.0
111731,1.29,3,1.0
111732,10.94,11,3.0
111733,1.94,6,11.0
111734,1.67,5,6.0
111735,21.24,11,5.0
111736,1.07,2,11.0
111737,1.25,3,2.0
111738,4.79,9,3.0
111739,1.18,3,9.0
111740,1.03,1,3.0
111741,22.78,11,1.0
111742,1.51,5,11.0
111743,2.77,8,5.0
111744,9.23,10,8.0
111745,2.76,8,10.0
111746,1.48,5,8.0
111747,2.6,8,5.0
111748,1.23,3,8.0
111749,0.0,1,3.0
111750,3.02,8,1.0
111751,2.08,6,8.0
111752,2.27,7,6.0
111753,1.6,5,7.0
111754,6.23,10,5.0
111755,1.16,3,10.0
111756,3.5,9,3.0
111757,1.22,3,9.0
111758,1.41,4,3.0
111759,1.57,5,4.0
111760,1.88,6,5.0
111761,3.49,8,6.0
111762,1.73,6,8.0
111763,1.08,2,6.0
111764,1.68,5,2.0
111765,3.37,8,5.0
111766,52.68,11,8.0
111767,5.79,10,11.0
111768,1.52,5,10.0
111769,1.57,5,5.0
111770,16.72,11,5.0
111771,2.02,6,11.0
111772,1.36,4,6.0
111773,4.35,9,4.0
111774,1.19,3,9.0
111775,2.78,8,3.0
111776,3.27,8,8.0
111777,1.43,4,8.0
111778,1.17,3,4.0
111779,1.23,3,3.0
111780,1.51,5,3.0
111781,2.39,7,5.0
111782,1.13,2,7.0
111783,7.12,10,2.0
111784,2.59,7,10.0
111785,2.97,8,7.0
111786,1.25,3,8.0
111787,1.95,6,3.0
111788,5.06,10,6.0
111789,1.35,4,10.0
111790,1.12,2,4.0
111791,3.52,9,2.0
111792,3.17,8,9.0
111793,1.17,3,8.0
111794,4.04,9,3.0
111795,4.89,9,9.0
111796,2.97,8,9.0
111797,1.06,2,8.0
111798,1.33,4,2.0
111799,2.12,7,4.0
111800,1.64,5,7.0
111801,3.23,8,5.0
111802,12.32,11,8.0
111803,2.5,7,11.0
111804,11.71,11,7.0
111805,1.16,3,11.0
111806,8.19,10,3.0
111807,1.37,4,10.0
111808,0.0,1,4.0
111809,1.85,6,1.0
111810,1.97,6,6.0
111811,2.54,7,6.0
111812,2.4,7,7.0
111813,1.08,2,7.0
111814,1.41,4,2.0
111815,4.16,9,4.0
111816,1.29,3,9.0
111817,6.23,10,3.0
111818,59.84,11,10.0
111819,1.6,5,11.0
111820,1.82,6,5.0
111821,7.21,10,6.0
111822,1.07,2,10.0
111823,1.12,2,2.0
111824,1.63,5,2.0
111825,29.32,11,5.0
111826,1.39,4,11.0
111827,4.73,9,4.0
111828,3.54,9,9.0
111829,1.88,6,9.0
111830,1.25,3,6.0
111831,1.83,6,3.0
111832,2.11,7,6.0
111833,2.52,7,7.0
111834,2.47,7,7.0
111835,1.29,3,7.0
111836,2.54,7,3.0
111837,1.04,1,7.0
111838,0.0,1,1.0
111839,1.75,6,1.0
111840,2.19,7,6.0
111841,6.07,10,7.0
111842,5.63,10,10.0
111843,1.07,2,10.0
111844,1.06,2,2.0
111845,1.92,6,2.0
111846,14.3,11,6.0
111847,1.32,4,11.0
111848,2.22,7,4.0
111849,3.48,8,7.0
111850,1.19,3,8.0
111851,2.89,8,3.0
111852,1.08,2,8.0
111853,1.56,5,2.0
111854,1.2,3,5.0
111855,2.08,6,3.0
111856,9.1,10,6.0
111857,4.13,9,10.0
111858,1.09,2,9.0
111859,1.45,5,2.0
111860,2.2,7,5.0
111861,1.12,2,7.0
111862,1.08,2,2.0
111863,2.25,7,2.0
111864,1.05,2,7.0
111865,1.1,2,2.0
111866,21.65,11,2.0
111867,1.55,5,11.0
111868,2.01,6,5.0
111869,3.63,9,6.0
111870,2.13,7,9.0
111871,2.37,7,7.0
111872,3.32,8,7.0
111873,1.91,6,8.0
111874,1.24,3,6.0
111875,1.89,6,3.0
111876,49.09,11,6.0
111877,3.13,8,11.0
111878,13.56,11,8.0
111879,11.83,11,11.0
111880,3.41,8,11.0
111881,5.3,10,8.0
111882,2.95,8,10.0
111883,1.44,4,8.0
111884,1.39,4,4.0
111885,3.14,8,4.0
111886,1.93,6,8.0
111887,1.52,5,6.0
111888,7.8,10,5.0
111889,1.02,1,10.0
111890,3.53,9,1.0
111891,4.52,9,9.0
111892,1.1,2,9.0
111893,2.5,7,2.0
111894,1.06,2,7.0
111895,14.66,11,2.0
111896,1.24,3,11.0
111897,1.12,2,3.0
111898,2.92,8,2.0
111899,2.4,7,8.0
111900,1.56,5,7.0
111901,1.27,3,5.0
111902,2.97,8,3.0
111903,67435.79,11,8.0
111904,1.01,1,11.0
111905,3.52,9,1.0
111906,1.96,6,9.0
111907,1.1,2,6.0
111908,8.64,10,2.0
111909,1.07,2,10.0
111910,4.0,9,2.0
111911,16.24,11,9.0
111912,5.94,10,11.0
111913,2.27,7,10.0
111914,1.08,2,7.0
111915,2.97,8,2.0
111916,1.4,4,8.0
111917,1.19,3,4.0
111918,1.85,6,3.0
111919,1.08,2,6.0
111920,1.17,3,2.0
111921,3.59,9,3.0
111922,2.67,8,9.0
111923,5.26,10,8.0
111924,2.18,7,10.0
111925,1.02,1,7.0
111926,14.27,11,1.0
111927,3.82,9,11.0
111928,1.39,4,9.0
111929,1.64,5,4.0
111930,1.3,4,5.0
