t,Entrada,Converte_5,Media_Atual_5,Converte_6,Media_Atual_6,Converte_7,Media_Atual_7,Converte_8,Media_Atual_8,Converte_9,Media_Atual_9,Converte_A,Media_Atual_A,Converte_B,Media_Atual_B,Converte_C,Media_Atual_C,Media_2,Media,,PEARSON,DIFF_PEARSON
38,"6,44",0,"0,6052631579",0,"0,5",0,"0,3421052632",0,"0,2368421053",0,"0,1578947368",0,"0,05263157895",0,"0,02631578947",0,0,0,,,,
39,"1,9",1,"0,6153846154",1,"0,5128205128",1,"0,358974359",1,"0,2564102564",1,"0,1794871795",0,"0,05128205128",0,"0,02564102564",0,0,1,,,,
40,"6,98",1,"0,625",0,"0,5",0,"0,35",0,"0,25",0,"0,175",0,"0,05",0,"0,025",0,0,0,,,,
41,"1,08",1,"0,6341463415",1,"0,512195122",1,"0,3658536585",1,"0,2682926829",1,"0,1951219512",0,"0,0487804878",0,"0,0243902439",0,0,1,,,,
42,"1,57",0,"0,619047619",0,"0,5",0,"0,3571428571",0,"0,2619047619",0,"0,1904761905",0,"0,04761904762",0,"0,02380952381",0,0,0,,,,
43,"1,47",0,"0,6046511628",0,"0,488372093",0,"0,3488372093",0,"0,2558139535",0,"0,1860465116",0,"0,04651162791",0,"0,02325581395",0,0,0,,,,
44,"3,51",0,"0,5909090909",0,"0,4772727273",0,"0,3409090909",0,"0,25",0,"0,1818181818",0,"0,04545454545",0,"0,02272727273",0,0,0,,,,
45,"1,29",1,"0,6",1,"0,4888888889",1,"0,3555555556",0,"0,2444444444",0,"0,1777777778",0,"0,04444444444",0,"0,02222222222",0,0,1,,,,
46,"6,37",0,"0,5869565217",0,"0,4782608696",0,"0,347826087",0,"0,2391304348",0,"0,1739130435",0,"0,04347826087",0,"0,02173913043",0,0,0,,,,
47,"23983,69",1,"0,5957446809",1,"0,4893617021",1,"0,3617021277",1,"0,2553191489",1,"0,1914893617",0,"0,04255319149",0,"0,02127659574",0,0,1,,,,
48,"1,09",1,"0,6041666667",1,"0,5",1,"0,375",1,"0,2708333333",1,"0,2083333333",1,"0,0625",1,"0,04166666667",1,"0,02083333333",1,,,,
49,"1,16",0,"0,5918367347",0,"0,4897959184",0,"0,3673469388",0,"0,2653061224",0,"0,2040816327",0,"0,0612244898",0,"0,04081632653",0,"0,02040816327",0,,,,
50,"1,37",0,"0,58",0,"0,48",0,"0,36",0,"0,26",0,"0,2",0,"0,06",0,"0,04",0,"0,02",0,,,,
51,"37,67",0,"0,568627451",0,"0,4705882353",0,"0,3529411765",0,"0,2549019608",0,"0,1960784314",0,"0,05882352941",0,"0,03921568627",0,"0,01960784314",0,,,,
52,"1,21",1,"0,5769230769",1,"0,4807692308",1,"0,3653846154",1,"0,2692307692",1,"0,2115384615",1,"0,07692307692",1,"0,05769230769",0,"0,01923076923",1,,,,
53,"1,66",0,"0,5660377358",0,"0,4716981132",0,"0,358490566",0,"0,2641509434",0,"0,2075471698",0,"0,07547169811",0,"0,05660377358",0,"0,01886792453",0,,,,
54,"1,59",0,"0,5555555556",0,"0,462962963",0,"0,3518518519",0,"0,2592592593",0,"0,2037037037",0,"0,07407407407",0,"0,05555555556",0,"0,01851851852",0,,,,
55,"2,28",0,"0,5454545455",0,"0,4545454545",0,"0,3454545455",0,"0,2545454545",0,"0,2",0,"0,07272727273",0,"0,05454545455",0,"0,01818181818",0,,,,
56,"1,32",1,"0,5535714286",1,"0,4642857143",0,"0,3392857143",0,"0,25",0,"0,1964285714",0,"0,07142857143",0,"0,05357142857",0,"0,01785714286",1,,,,
57,"1,41",0,"0,5438596491",0,"0,4561403509",0,"0,3333333333",0,"0,2456140351",0,"0,1929824561",0,"0,0701754386",0,"0,05263157895",0,"0,01754385965",0,,,,
58,"1,94",0,"0,5344827586",0,"0,4482758621",0,"0,3275862069",0,"0,2413793103",0,"0,1896551724",0,"0,06896551724",0,"0,05172413793",0,"0,01724137931",0,,,,
59,"1,25",1,"0,5423728814",0,"0,4406779661",0,"0,3220338983",0,"0,2372881356",0,"0,186440678",0,"0,06779661017",0,"0,05084745763",0,"0,01694915254",0,,,,
60,"59,08",0,"0,5333333333",0,"0,4333333333",0,"0,3166666667",0,"0,2333333333",0,"0,1833333333",0,"0,06666666667",0,"0,05",0,"0,01666666667",0,,,,
61,"1,16",1,"0,5409836066",1,"0,4426229508",1,"0,3278688525",1,"0,2459016393",1,"0,1967213115",1,"0,08196721311",1,"0,06557377049",1,"0,03278688525",1,"0,45","0,5024529992",,
62,"3,23",0,"0,5322580645",0,"0,435483871",0,"0,3225806452",0,"0,2419354839",0,"0,1935483871",0,"0,08064516129",0,"0,06451612903",0,"0,03225806452",0,"0,45","0,5008190014",,
63,"1,03",1,"0,5396825397",1,"0,4444444444",1,"0,3333333333",0,"0,2380952381",0,"0,1904761905",0,"0,07936507937",0,"0,06349206349",0,"0,03174603175",1,"0,4333333333","0,5008190014",,
64,"1,36",0,"0,53125",0,"0,4375",0,"0,328125",0,"0,234375",0,"0,1875",0,"0,078125",0,"0,0625",0,"0,03125",0,"0,4333333333","0,4986320084",,
65,"1,04",0,"0,5230769231",0,"0,4307692308",0,"0,3230769231",0,"0,2307692308",0,"0,1846153846",0,"0,07692307692",0,"0,06153846154",0,"0,03076923077",0,"0,4333333333","0,4986320084",,
66,"49,39",0,"0,5151515152",0,"0,4242424242",0,"0,3181818182",0,"0,2272727273",0,"0,1818181818",0,"0,07575757576",0,"0,06060606061",0,"0,0303030303",0,"0,4166666667","0,4958847037",,
67,"1,45",1,"0,5223880597",1,"0,4328358209",1,"0,328358209",1,"0,2388059701",1,"0,1940298507",1,"0,08955223881",1,"0,07462686567",0,"0,02985074627",1,"0,4","0,4958847037",,
68,1,0,"0,5147058824",0,"0,4264705882",0,"0,3235294118",0,"0,2352941176",0,"0,1911764706",0,"0,08823529412",0,"0,07352941176",0,"0,02941176471",0,"0,4","0,4925677119",,
69,"1,06",0,"0,5072463768",0,"0,4202898551",0,"0,3188405797",0,"0,231884058",0,"0,1884057971",0,"0,08695652174",0,"0,07246376812",0,"0,02898550725",0,"0,3833333333","0,4886694324",,
70,"1,66",0,"0,5",0,"0,4142857143",0,"0,3142857143",0,"0,2285714286",0,"0,1857142857",0,"0,08571428571",0,"0,07142857143",0,"0,02857142857",0,"0,3666666667","0,484175825",,
71,"1,26",0,"0,4929577465",0,"0,4084507042",0,"0,3098591549",0,"0,2253521127",0,"0,1830985915",0,"0,08450704225",0,"0,07042253521",0,"0,02816901408",0,"0,35","0,4790701376",,
72,"5,71",0,"0,4861111111",0,"0,4027777778",0,"0,3055555556",0,"0,2222222222",0,"0,1805555556",0,"0,08333333333",0,"0,06944444444",0,"0,02777777778",0,"0,35","0,4790701376",,
73,"1,43",1,"0,4931506849",1,"0,4109589041",1,"0,3150684932",1,"0,2328767123",0,"0,1780821918",0,"0,08219178082",0,"0,06849315068",0,"0,02739726027",1,"0,35","0,484175825",,
74,"1,06",0,"0,4864864865",0,"0,4054054054",0,"0,3108108108",0,"0,2297297297",0,"0,1756756757",0,"0,08108108108",0,"0,06756756757",0,"0,02702702703",0,"0,35","0,4790701376",,
75,"1,8",0,"0,48",0,"0,4",0,"0,3066666667",0,"0,2266666667",0,"0,1733333333",0,"0,08",0,"0,06666666667",0,"0,02666666667",0,"0,3333333333","0,4733325637",,
76,"1,8",1,"0,4868421053",0,"0,3947368421",0,"0,3026315789",0,"0,2236842105",0,"0,1710526316",0,"0,07894736842",0,"0,06578947368",0,"0,02631578947",0,"0,3333333333","0,4733325637",,
77,"1,16",1,"0,4935064935",0,"0,3896103896",0,"0,2987012987",0,"0,2207792208",0,"0,1688311688",0,"0,07792207792",0,"0,06493506494",0,"0,02597402597",0,"0,3333333333","0,4733325637",,
78,"3,05",0,"0,4871794872",0,"0,3846153846",0,"0,2948717949",0,"0,2179487179",0,"0,1666666667",0,"0,07692307692",0,"0,0641025641",0,"0,02564102564",0,"0,3333333333","0,4733325637",,
79,"1,69",1,"0,4936708861",1,"0,3924050633",1,"0,3037974684",0,"0,2151898734",0,"0,164556962",0,"0,07594936709",0,"0,06329113924",0,"0,0253164557",1,"0,3333333333","0,4790701376",,
80,"1,86",0,"0,4875",0,"0,3875",0,"0,3",0,"0,2125",0,"0,1625",0,"0,075",0,"0,0625",0,"0,025",0,"0,35","0,4790701376",,
81,"1,8",1,"0,4938271605",0,"0,3827160494",0,"0,2962962963",0,"0,2098765432",0,"0,1604938272",0,"0,07407407407",0,"0,06172839506",0,"0,02469135802",0,"0,3333333333","0,4733325637",,
82,"1,52",1,"0,5",0,"0,3780487805",0,"0,2926829268",0,"0,2073170732",0,"0,1585365854",0,"0,07317073171",0,"0,06097560976",0,"0,0243902439",0,"0,3333333333","0,4733325637",,
83,"6,76",0,"0,4939759036",0,"0,3734939759",0,"0,2891566265",0,"0,2048192771",0,"0,156626506",0,"0,07228915663",0,"0,06024096386",0,"0,02409638554",0,"0,3166666667","0,4669398108",,
84,"1,49",1,"0,5",1,"0,380952381",1,"0,2976190476",1,"0,2142857143",1,"0,1666666667",0,"0,07142857143",0,"0,05952380952",0,"0,02380952381",1,"0,3","0,4669398108",,
85,"9,43",0,"0,4941176471",0,"0,3764705882",0,"0,2941176471",0,"0,2117647059",0,"0,1647058824",0,"0,07058823529",0,"0,05882352941",0,"0,02352941176",0,"0,3166666667","0,4669398108",,
86,1,1,"0,5",1,"0,3837209302",1,"0,3023255814",1,"0,2209302326",1,"0,1744186047",0,"0,06976744186",0,"0,05813953488",0,"0,02325581395",1,"0,3","0,4669398108",,
87,"1,48",0,"0,4942528736",0,"0,3793103448",0,"0,2988505747",0,"0,2183908046",0,"0,1724137931",0,"0,06896551724",0,"0,05747126437",0,"0,02298850575",0,"0,3","0,459864556",,
88,"10,9",0,"0,4886363636",0,"0,375",0,"0,2954545455",0,"0,2159090909",0,"0,1704545455",0,"0,06818181818",0,"0,05681818182",0,"0,02272727273",0,"0,3","0,459864556",,
89,"1,35",1,"0,4943820225",1,"0,3820224719",1,"0,3033707865",1,"0,2247191011",1,"0,1797752809",1,"0,07865168539",0,"0,05617977528",0,"0,02247191011",1,"0,3","0,4669398108",,
90,"3,77",0,"0,4888888889",0,"0,3777777778",0,"0,3",0,"0,2222222222",0,"0,1777777778",0,"0,07777777778",0,"0,05555555556",0,"0,02222222222",0,"0,3166666667","0,4669398108",,
91,"16,74",1,"0,4945054945",1,"0,3846153846",1,"0,3076923077",1,"0,2307692308",0,"0,1758241758",0,"0,07692307692",0,"0,05494505495",0,"0,02197802198",1,"0,3166666667","0,4733325637",,
92,"1,02",1,"0,5",1,"0,3913043478",1,"0,3152173913",1,"0,2391304348",1,"0,1847826087",1,"0,08695652174",0,"0,05434782609",0,"0,02173913043",1,"0,3333333333","0,4790701376",,
93,2,0,"0,4946236559",0,"0,3870967742",0,"0,311827957",0,"0,2365591398",0,"0,1827956989",0,"0,08602150538",0,"0,05376344086",0,"0,02150537634",0,"0,3333333333","0,4733325637",,
94,"1,48",1,"0,5",0,"0,3829787234",0,"0,3085106383",0,"0,2340425532",0,"0,1808510638",0,"0,08510638298",0,"0,05319148936",0,"0,02127659574",1,"0,3333333333","0,4790701376",,
95,"2,81",0,"0,4947368421",0,"0,3789473684",0,"0,3052631579",0,"0,2315789474",0,"0,1789473684",0,"0,08421052632",0,"0,05263157895",0,"0,02105263158",0,"0,35","0,4790701376",,
96,"1,02",1,"0,5",1,"0,3854166667",1,"0,3125",0,"0,2291666667",0,"0,1770833333",0,"0,08333333333",0,"0,05208333333",0,"0,02083333333",1,"0,3333333333","0,4790701376",,
97,"65,87",0,"0,4948453608",0,"0,381443299",0,"0,3092783505",0,"0,2268041237",0,"0,175257732",0,"0,0824742268",0,"0,05154639175",0,"0,0206185567",0,"0,3333333333","0,4733325637",,
98,"1,98",1,"0,5",1,"0,387755102",1,"0,3163265306",1,"0,2346938776",1,"0,1836734694",1,"0,09183673469",1,"0,0612244898",1,"0,0306122449",1,"0,3166666667","0,4733325637",,
99,"1,78",1,"0,5050505051",0,"0,3838383838",0,"0,3131313131",0,"0,2323232323",0,"0,1818181818",0,"0,09090909091",0,"0,06060606061",0,"0,0303030303",0,"0,3333333333","0,4733325637",,
100,"6,43",1,"0,51",0,"0,38",0,"0,31",0,"0,23",0,"0,18",0,"0,09",0,"0,06",0,"0,03",0,"0,3166666667","0,4669398108",,
101,"1,26",1,"0,5148514851",1,"0,3861386139",1,"0,3168316832",1,"0,2376237624",1,"0,1881188119",0,"0,08910891089",0,"0,05940594059",0,"0,0297029703",1,"0,3166666667","0,4733325637",,
102,"3,17",0,"0,5098039216",0,"0,3823529412",0,"0,3137254902",0,"0,2352941176",0,"0,1862745098",0,"0,08823529412",0,"0,05882352941",0,"0,02941176471",0,"0,3166666667","0,4669398108",,
103,"1,4",1,"0,5145631068",1,"0,3883495146",1,"0,3203883495",0,"0,2330097087",0,"0,1844660194",0,"0,08737864078",0,"0,05825242718",0,"0,02912621359",1,"0,3166666667","0,4733325637",,
104,"1,55",0,"0,5096153846",0,"0,3846153846",0,"0,3173076923",0,"0,2307692308",0,"0,1826923077",0,"0,08653846154",0,"0,05769230769",0,"0,02884615385",0,"0,3333333333","0,4733325637",,
105,"1,46",0,"0,5047619048",0,"0,380952381",0,"0,3142857143",0,"0,2285714286",0,"0,180952381",0,"0,08571428571",0,"0,05714285714",0,"0,02857142857",0,"0,3333333333","0,4733325637",,
106,"1,43",0,"0,5",0,"0,3773584906",0,"0,3113207547",0,"0,2264150943",0,"0,179245283",0,"0,08490566038",0,"0,05660377358",0,"0,02830188679",0,"0,3166666667","0,4669398108",,
107,"1,04",0,"0,4953271028",0,"0,3738317757",0,"0,308411215",0,"0,2242990654",0,"0,1775700935",0,"0,08411214953",0,"0,05607476636",0,"0,02803738318",0,"0,3166666667","0,4669398108",,
108,"3,09",0,"0,4907407407",0,"0,3703703704",0,"0,3055555556",0,"0,2222222222",0,"0,1759259259",0,"0,08333333333",0,"0,05555555556",0,"0,02777777778",0,"0,3","0,459864556",,
109,"3,28",1,"0,495412844",1,"0,376146789",1,"0,3119266055",0,"0,2201834862",0,"0,1743119266",0,"0,08256880734",0,"0,05504587156",0,"0,02752293578",1,"0,2833333333","0,459864556",,
110,"2,34",1,"0,5",1,"0,3818181818",1,"0,3181818182",0,"0,2181818182",0,"0,1727272727",0,"0,08181818182",0,"0,05454545455",0,"0,02727272727",1,"0,3","0,4669398108",,
111,"7,96",1,"0,5045045045",1,"0,3873873874",0,"0,3153153153",0,"0,2162162162",0,"0,1711711712",0,"0,08108108108",0,"0,05405405405",0,"0,02702702703",1,"0,3166666667","0,4733325637",,
112,"2,76",1,"0,5089285714",1,"0,3928571429",1,"0,3214285714",1,"0,2232142857",1,"0,1785714286",0,"0,08035714286",0,"0,05357142857",0,"0,02678571429",1,"0,3333333333","0,4790701376",,
113,"1,02",1,"0,5132743363",1,"0,3982300885",1,"0,3274336283",0,"0,2212389381",0,"0,1769911504",0,"0,0796460177",0,"0,05309734513",0,"0,02654867257",1,"0,3333333333","0,4790701376",,
114,"3,82",0,"0,5087719298",0,"0,3947368421",0,"0,3245614035",0,"0,2192982456",0,"0,1754385965",0,"0,07894736842",0,"0,05263157895",0,"0,02631578947",0,"0,35","0,4790701376",,
115,"1,23",1,"0,5130434783",1,"0,4",1,"0,3304347826",1,"0,2260869565",0,"0,1739130435",0,"0,07826086957",0,"0,05217391304",0,"0,02608695652",1,"0,35","0,484175825",,
116,"1,05",0,"0,5086206897",0,"0,3965517241",0,"0,3275862069",0,"0,224137931",0,"0,1724137931",0,"0,0775862069",0,"0,05172413793",0,"0,02586206897",0,"0,3666666667","0,484175825",,
117,"1,48",0,"0,5042735043",0,"0,3931623932",0,"0,3247863248",0,"0,2222222222",0,"0,1709401709",0,"0,07692307692",0,"0,05128205128",0,"0,02564102564",0,"0,35","0,4790701376",,
118,"1,73",0,"0,5",0,"0,3898305085",0,"0,3220338983",0,"0,2203389831",0,"0,1694915254",0,"0,07627118644",0,"0,05084745763",0,"0,02542372881",0,"0,35","0,4790701376",,
119,"1,27",0,"0,4957983193",0,"0,3865546218",0,"0,3193277311",0,"0,218487395",0,"0,1680672269",0,"0,0756302521",0,"0,05042016807",0,"0,02521008403",0,"0,35","0,4790701376",,
120,"1,36",0,"0,4916666667",0,"0,3833333333",0,"0,3166666667",0,"0,2166666667",0,"0,1666666667",0,"0,075",0,"0,05",0,"0,025",0,"0,35","0,4790701376",                                                    ,
121,1,0,"0,4876033058",0,"0,3801652893",0,"0,3140495868",0,"0,2148760331",0,"0,1652892562",0,"0,07438016529",0,"0,04958677686",0,"0,02479338843",0,"0,35","0,4790701376",,
122,"2,24",0,"0,4836065574",0,"0,3770491803",0,"0,3114754098",0,"0,2131147541",0,"0,1639344262",0,"0,0737704918",0,"0,04918032787",0,"0,02459016393",0,"0,3333333333","0,4733325637","0,9590268421",
123,"1,9",1,"0,487804878",1,"0,3821138211",0,"0,3089430894",0,"0,2113821138",0,"0,162601626",0,"0,07317073171",0,"0,0487804878",0,"0,0243902439",1,"0,3333333333","0,4790701376","0,9551016698","-0,003925172323"
124,"1,52",1,"0,4919354839",0,"0,3790322581",0,"0,3064516129",0,"0,2096774194",0,"0,1612903226",0,"0,07258064516",0,"0,04838709677",0,"0,02419354839",0,"0,3333333333","0,4733325637","0,9492153887","-0,00588628105"
125,"1,14",0,"0,488",0,"0,376",0,"0,304",0,"0,208",0,"0,16",0,"0,072",0,"0,048",0,"0,024",0,"0,3333333333","0,4733325637","0,9444074347","-0,004807954073"
126,"1,13",0,"0,4841269841",0,"0,373015873",0,"0,3015873016",0,"0,2063492063",0,"0,1587301587",0,"0,07142857143",0,"0,04761904762",0,"0,02380952381",0,"0,3333333333","0,4733325637","0,9390076978","-0,005399736833"
127,"2,11",0,"0,4803149606",0,"0,3700787402",0,"0,2992125984",0,"0,2047244094",0,"0,157480315",0,"0,07086614173",0,"0,04724409449",0,"0,02362204724",0,"0,3333333333","0,4733325637","0,9322955379","-0,006712159955"
128,"1,39",1,"0,484375",0,"0,3671875",0,"0,296875",0,"0,203125",0,"0,15625",0,"0,0703125",0,"0,046875",0,"0,0234375",1,"0,3166666667","0,4733325637","0,9184221","-0,01387343792"
129,"11,3",0,"0,480620155",0,"0,3643410853",0,"0,2945736434",0,"0,2015503876",0,"0,1550387597",0,"0,06976744186",0,"0,04651162791",0,"0,02325581395",0,"0,3333333333","0,4733325637","0,907210107","-0,01121199297"
130,"1,01",1,"0,4846153846",1,"0,3692307692",1,"0,3",1,"0,2076923077",1,"0,1615384615",1,"0,07692307692",0,"0,04615384615",0,"0,02307692308",1,"0,3333333333","0,4790701376","0,8950082186","-0,01220188844"
131,"5,13",0,"0,4809160305",0,"0,3664122137",0,"0,2977099237",0,"0,2061068702",0,"0,1603053435",0,"0,07633587786",0,"0,04580152672",0,"0,02290076336",0,"0,35","0,4790701376","0,8909230154","-0,004085203168"
132,"2,13",1,"0,4848484848",1,"0,3712121212",1,"0,303030303",1,"0,2121212121",0,"0,1590909091",0,"0,07575757576",0,"0,04545454545",0,"0,02272727273",1,"0,35","0,484175825","0,8913371613","0,0004141458764"
133,"1,56",1,"0,4887218045",1,"0,3759398496",0,"0,3007518797",0,"0,2105263158",0,"0,1578947368",0,"0,07518796992",0,"0,04511278195",0,"0,02255639098",1,"0,3666666667","0,4886694324","0,8987103242","0,007373162971"
134,"1,77",0,"0,4850746269",0,"0,3731343284",0,"0,2985074627",0,"0,2089552239",0,"0,1567164179",0,"0,07462686567",0,"0,0447761194",0,"0,0223880597",0,"0,3666666667","0,484175825","0,901466046","0,002755721777"
135,"7,33",1,"0,4888888889",0,"0,3703703704",0,"0,2962962963",0,"0,2074074074",0,"0,1555555556",0,"0,07407407407",0,"0,04444444444",0,"0,02222222222",0,"0,3666666667","0,484175825","0,904577941","0,003111894965"
136,"1,19",1,"0,4926470588",1,"0,375",1,"0,3014705882",1,"0,2132352941",1,"0,1617647059",0,"0,07352941176",0,"0,04411764706",0,"0,02205882353",1,"0,3666666667","0,4886694324","0,9109600008","0,006382059866"
137,"16,53",0,"0,4890510949",0,"0,3722627737",0,"0,299270073",0,"0,2116788321",0,"0,1605839416",0,"0,07299270073",0,"0,04379562044",0,"0,02189781022",0,"0,3833333333","0,4886694324","0,9169436587","0,005983657808"
138,"1,86",1,"0,4927536232",1,"0,3768115942",1,"0,3043478261",1,"0,2173913043",1,"0,1666666667",1,"0,07971014493",0,"0,04347826087",0,"0,02173913043",1,"0,3833333333","0,4925677119","0,9254409612","0,008497302531"
139,"14,71",1,"0,4964028777",0,"0,3741007194",0,"0,3021582734",0,"0,2158273381",0,"0,1654676259",0,"0,07913669065",0,"0,04316546763",0,"0,02158273381",0,"0,4","0,4925677119","0,9306846921","0,005243730964"
140,"1,88",1,"0,5",1,"0,3785714286",1,"0,3071428571",1,"0,2214285714",1,"0,1714285714",1,"0,08571428571",0,"0,04285714286",0,"0,02142857143",1,"0,3833333333","0,4925677119","0,9377165872","0,007031895037"
141,"1,46",1,"0,5035460993",0,"0,3758865248",0,"0,304964539",0,"0,219858156",0,"0,170212766",0,"0,08510638298",0,"0,04255319149",0,"0,02127659574",0,"0,4","0,4925677119","0,9409024088","0,003185821612"
142,"19,38",0,"0,5",0,"0,3732394366",0,"0,3028169014",0,"0,2183098592",0,"0,1690140845",0,"0,08450704225",0,"0,04225352113",0,"0,02112676056",0,"0,4","0,4925677119","0,9440815087","0,003179099865"
143,"1,12",1,"0,5034965035",1,"0,3776223776",1,"0,3076923077",1,"0,2237762238",1,"0,1748251748",1,"0,09090909091",0,"0,04195804196",0,"0,02097902098",1,"0,4","0,4958847037","0,9489629681","0,004881459483"
