"22,11","0,5","0,5",1,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,
696,"22,11","-0,25",1,0,"2,68",0,0,0,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1833",11,,"0,2410",0,1,0,1,1,,,,,,,,0,0,0,,,,,,,,1,1,,,,,,,,0,1,,,,,,0,,,,"0,2266","0,0665","0,3029","0,1752",,"0,8113","0,8454","-0,0341",0,0,1,2,0,0,1,2,0,2,0,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186"
697,"22,11",-1,0,0,"1,48",0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1833",11,,"0,2407",0,0,0,0,0,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,0,,,,"0,2326","0,1267","0,3040","0,1891",,"0,0000","0,0000","0,0000",0,1,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,0,12,0,1,#NUM!,0,0,11,0,1,#NUM!,0
698,"22,11",-1,0,0,"1,12",0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1833",11,,"0,2403",0,0,0,0,0,,,,,,,,0,0,1,,,,,,,,0,0,,,,,,,,0,0,,,,,,0,,,,"0,2353","0,1003","0,3051","0,1866",,"0,4138","0,4395","-0,0257",0,1,1,0,0,1,1,0,2,0,0,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237"
699,"22,11","-0,25",1,0,"3,13",0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1833",11,,"0,2400",0,0,0,0,0,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,0,,,,"0,2345","0,0745","0,3061","0,1870",,"0,4138","0,4395","-0,0257",2,1,0,0,0,1,0,1,1,1,0,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237"
700,"22,11",-1,0,0,"1,1",0,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1667",10,,"0,2397",0,1,0,1,0,,,,,,,,0,0,0,,,,,,,,1,1,,,,,,,,1,0,,,,,,0,,,,"0,2326","0,1000","0,3053","0,2350",,"0,8113","0,8454","-0,0341",0,1,0,2,2,1,1,2,0,1,1,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186"
701,"22,11","-0,25",1,0,"1,88",0,0,1,0,0,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1667",10,,"0,2393",1,0,1,1,1,,,,,,,,0,1,0,,,,,,,,0,1,,,,,,,,0,1,,,,,,1,,,,"0,2328","0,1137","0,3037","0,2322",,"0,9183","0,9457","-0,0274",0,2,1,1,0,2,1,2,1,2,0,,,,,,,,,,,,,,4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966"
702,"22,11","-0,25",1,0,"1,57",0,0,0,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1667",10,,"0,2390",0,1,0,1,0,,,,,,,,1,0,0,,,,,,,,1,1,,,,,,,,0,0,,,,,,0,,,,"0,2329","0,1359","0,3029","0,2374",,"0,8113","0,8454","-0,0341",0,0,2,2,1,1,0,2,1,0,0,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186"
703,"22,11","-0,25",1,0,"1,91",0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1667",10,,"0,2386",1,1,0,0,0,,,,,,,,0,0,0,,,,,,,,1,0,,,,,,,,0,0,,,,,,0,,,,"0,2328","0,1481","0,3031","0,2434",,"0,6500","0,6840","-0,0340",1,2,0,2,1,1,1,1,0,1,1,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172"
704,"22,11","-0,25",1,0,"1,77",0,0,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1667",10,,"0,2383",1,1,0,0,0,,,,,,,,0,0,0,,,,,,,,1,0,,,,,,,,0,0,,,,,,0,,,,"0,2329","0,1494","0,3023","0,2395",,"0,8113","0,8454","-0,0341",0,2,0,2,0,1,2,0,1,1,0,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186"
705,"22,11","-0,25",1,0,"2,92",0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1667",10,,"0,2380",0,0,0,1,0,,,,,,,,0,0,1,,,,,,,,0,1,,,,,,,,0,0,,,,,,0,,,,"0,2328","0,1625","0,3024","0,2456",,"0,6500","0,6840","-0,0340",1,1,0,0,1,0,1,2,2,1,0,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172"
706,"22,11",-1,0,0,"1,49",0,1,0,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1667",10,,"0,2376",0,0,1,1,0,,,,,,,,1,1,0,,,,,,,,0,1,,,,,,,,0,0,,,,,,1,,,,"0,2296","0,1420","0,3009","0,2375",,"0,9183","0,9457","-0,0274",2,0,2,1,1,2,0,2,1,1,1,,,,,,,,,,,,,,4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966"
707,"22,11",-1,0,0,"1,34",0,0,0,0,1,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,2373",0,1,0,0,0,,,,,,,,0,0,1,,,,,,,,1,0,,,,,,,,1,0,,,,,,0,,,,"0,2264","0,1008","0,2994","0,2077",,"0,9183","0,9457","-0,0274",1,1,1,2,2,1,1,1,2,0,2,,,,,,,,,,,,,,4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966"
708,"22,11",-1,0,0,"1,23",0,1,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,2370",0,0,0,0,1,,,,,,,,0,0,1,,,,,,,,0,0,,,,,,,,1,1,,,,,,0,,,,"0,2233","0,0795","0,2979","0,2088",,"0,9183","0,9457","-0,0274",2,0,1,0,2,0,1,0,2,2,1,,,,,,,,,,,,,,4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966"
709,"22,11","-0,25",1,0,"3,19",0,0,1,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2366",1,0,0,0,1,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,1,1,,,,,,0,,,,"0,2235","0,0582","0,2964","0,1766",,"0,9183","0,9457","-0,0274",1,2,1,1,2,1,2,1,0,2,1,,,,,,,,,,,,,,4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966"
710,"22,11","-0,25",1,0,"2,02",0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2363",0,1,0,0,1,,,,,,,,1,0,0,,,,,,,,1,0,,,,,,,,0,1,,,,,,0,,,,"0,2236","0,0560","0,2957","0,1811",,"0,8113","0,8454","-0,0341",1,0,2,2,1,0,1,1,0,2,1,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186"
711,"22,11",-1,0,0,"1,21",0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2360",0,1,1,0,0,,,,,,,,0,1,0,,,,,,,,1,0,,,,,,,,0,0,,,,,,1,,,,"0,2238","0,0587","0,2959","0,1865",,"0,6500","0,6840","-0,0340",1,0,1,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172"
712,"22,11",-1,0,0,"1,02",0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2356",0,0,1,0,1,,,,,,,,0,1,0,,,,,,,,0,0,,,,,,,,0,1,,,,,,1,,,,"0,2240","0,0640","0,2960","0,1873",,"0,6500","0,6840","-0,0340",0,1,0,0,0,2,0,1,0,2,0,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172"
713,"22,11",-1,0,0,"1,42",0,0,0,0,1,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2353",0,1,1,0,1,,,,,,,,0,1,0,,,,,,,,1,0,,,,,,,,0,1,,,,,,1,,,,"0,2209","0,0450","0,2946","0,1802",,"0,9183","0,9457","-0,0274",0,1,1,2,1,2,2,0,1,2,0,,,,,,,,,,,,,,4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966"
714,"22,11",-1,0,0,"1,22",0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2350",0,0,0,0,0,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,0,,,,"0,2235","0,0870","0,2955","0,1930",,"0,4138","0,4395","-0,0257",0,1,0,1,0,1,2,0,1,1,0,,,,,,,,,,,,,,1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237"
715,"22,11","-0,25",1,0,"2,38",0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2346",1,1,0,0,0,,,,,,,,0,0,0,,,,,,,,1,0,,,,,,,,0,0,,,,,,0,,,,"0,2234","0,0651","0,2957","0,1893",,"0,6500","0,6840","-0,0340",1,2,0,2,1,0,0,1,0,0,0,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172"
716,"22,11","1,75",2,0,"20,43",1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2357",0,0,0,0,0,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,1,0,,,,,,0,,,,"0,2219","0,0563","0,2932","0,1689",,"0,6500","0,4395","0,2105",1,1,0,1,2,0,0,1,1,1,0,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",1,10,"0,09090909091","0,9090909091","-3,459431619","-0,1375035237"
717,"22,11","-0,25",1,0,"1,65",0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,2354",1,0,0,0,1,,,,,,,,0,0,0,,,,,,,,0,0,,,,,,,,0,1,,,,,,0,,,,"0,2218","0,0607","0,2933","0,1647",,"0,6500","0,6840","-0,0340",1,2,1,1,1,0,0,1,1,2,0,,,,,,,,,,,,,,2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058",2,9,"0,1818181818","0,8181818182","-2,459431619","-0,2895066172"
718,"22,11",-1,0,0,"1,17",0,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,2350",0,0,1,0,1,,,,,,,,0,1,0,,,,,,,,0,0,,,,,,,,0,1,,,,,,1,,,,"0,2201","0,0531","0,2926","0,1610",,"0,8113","0,8454","-0,0341",2,0,1,1,0,2,0,1,0,2,0,,,,,,,,,,,,,,3,9,"0,25","0,75",-2,"-0,4150374993",3,8,"0,2727272727","0,7272727273","-1,874469118","-0,4594316186"
719,"22,11",-1,0,0,"1,18",0,0,0,1,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2347",0,0,1,0,1,,,,,,,,1,1,0,,,,,,,,0,0,,,,,,,,0,1,,,,,,1,,,,"0,2171","0,0227","0,2912","0,1418",,"0,9183","0,9457","-0,0274",0,1,2,1,0,2,2,1,1,2,1,,,,,,,,,,,,,,4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",4,7,"0,3636363636","0,6363636364","-1,459431619","-0,6520766966"
720,"22,11","1,75",2,0,"7,79",1,1,0,0,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2358",0,0,0,1,0,0,,,,,,,0,0,0,0,,,,,,,0,1,0,,,,,,,0,0,,,,,,0,0,,,"0,2199","0,0688","0,2941","0,1797",,"0,9612","0,9183","0,0429",2,0,1,0,1,0,2,2,1,1,2,1,,,,,,,,,,,,,5,8,"0,3846153846","0,6153846154","-1,378511623","-0,7004397181",4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007"
721,"22,11","1,75",2,0,"9,6",1,1,0,0,1,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2368",0,1,0,1,1,0,,,,,,,0,0,0,0,,,,,,,1,1,0,,,,,,,0,1,,,,,,0,0,,,"0,2231","0,0777","0,2975","0,1912",,"0,9957","0,9799","0,0159",2,0,0,2,1,1,1,2,0,2,2,0,,,,,,,,,,,,,6,7,"0,4615384615","0,5384615385","-1,115477217","-0,8930847961",5,7,"0,4166666667","0,5833333333","-1,263034406","-0,7776075787"
722,"22,11","1,75",2,0,"25,13",1,0,0,1,1,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2379",0,1,1,0,0,1,,,,,,,1,1,0,1,,,,,,,1,0,1,,,,,,,1,0,,,,,,1,1,,,"0,2263","0,0795","0,3008","0,1935",,"0,9957","1,0000","-0,0043",1,0,2,2,2,2,1,1,0,1,2,2,,,,,,,,,,,,,7,6,"0,5384615385","0,4615384615","-0,8930847961","-1,115477217",6,6,"0,5","0,5",-1,-1
723,"22,11",-1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,2376",0,1,0,0,0,1,,,,,,,1,0,0,1,,,,,,,1,0,1,,,,,,,0,0,,,,,,0,1,,,"0,2250","0,0692","0,3003","0,2017",,"0,7793","0,8113","-0,0319",1,0,2,2,1,1,0,1,0,1,1,2,,,,,,,,,,,,,3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",3,9,"0,25","0,75",-2,"-0,4150374993"
724,"22,11","-0,25",1,0,"2,64",0,1,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,2372",0,0,0,0,1,1,,,,,,,0,0,0,1,,,,,,,0,0,1,,,,,,,0,1,,,,,,0,1,,,"0,2251","0,0686","0,2998","0,2027",,"0,7793","0,8113","-0,0319",2,0,1,0,1,0,0,0,0,2,0,2,,,,,,,,,,,,,3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",3,9,"0,25","0,75",-2,"-0,4150374993"
725,"22,11",-1,0,0,"1,07",0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2369",0,1,0,0,1,0,,,,,,,1,0,0,0,,,,,,,1,0,0,,,,,,,0,1,,,,,,0,0,,,"0,2239","0,0536","0,2992","0,1955",,"0,7793","0,8113","-0,0319",0,1,2,2,1,1,1,1,1,2,1,0,,,,,,,,,,,,,3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",3,9,"0,25","0,75",-2,"-0,4150374993"
726,"22,11","-0,25",1,0,"2,5",0,0,0,0,0,1,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2366",0,0,1,1,1,0,,,,,,,0,1,1,0,,,,,,,0,1,0,,,,,,,1,1,,,,,,1,0,,,"0,2240","0,0672","0,2972","0,1889",,"0,9957","1,0000","-0,0043",0,1,0,1,2,2,1,2,2,2,2,1,,,,,,,,,,,,,6,7,"0,4615384615","0,5384615385","-1,115477217","-0,8930847961",6,6,"0,5","0,5",-1,-1
727,"22,11","-0,25",1,0,"2,36",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2363",0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2210","0,0706","0,2982","0,2034",,"0,0000","0,0000","0,0000",1,1,1,0,0,1,1,0,1,0,1,1,,,,,,,,,,,,,0,13,0,1,#NUM!,0,0,12,0,1,#NUM!,0
728,"22,11",-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2359",1,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2237","0,1140","0,2992","0,2040",,"0,3912","0,4138","-0,0226",0,2,1,1,0,1,1,1,1,0,1,1,,,,,,,,,,,,,1,12,"0,07692307692","0,9230769231","-3,700439718","-0,1154772174",1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821"
729,"22,11",-1,0,0,"1,14",0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2356",0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2264","0,1155","0,3002","0,2042",,"0,3912","0,4138","-0,0226",1,1,0,1,0,0,2,1,0,0,1,0,,,,,,,,,,,,,1,12,"0,07692307692","0,9230769231","-3,700439718","-0,1154772174",1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821"
730,"22,11",-1,0,0,"1,46",0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2353",0,0,1,1,0,0,,,,,,,0,1,0,0,,,,,,,0,1,0,,,,,,,0,0,,,,,,1,0,,,"0,2269","0,1299","0,3005","0,2011",,"0,6194","0,6500","-0,0306",0,1,0,0,1,2,0,2,0,0,1,0,,,,,,,,,,,,,2,11,"0,1538461538","0,8461538462","-2,700439718","-0,2410080995",2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058"
731,"22,11","1,75",2,0,"4,72",1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2363",0,0,0,0,0,0,,,,,,,0,0,1,0,,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2272","0,1306","0,3004","0,2001",,"0,7793","0,6500","0,1293",1,0,0,1,0,1,0,1,2,1,2,1,,,,,,,,,,,,,3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058"
732,"22,11",-1,0,0,"1,17",0,1,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,2360",0,0,1,0,0,0,,,,,,,0,1,1,0,,,,,,,0,0,0,,,,,,,0,0,,,,,,1,0,,,"0,2247","0,1173","0,2991","0,1927",,"0,8905","0,9183","-0,0278",2,1,0,1,0,2,0,0,2,0,2,0,,,,,,,,,,,,,4,9,"0,3076923077","0,6923076923","-1,700439718","-0,5305147167",4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007"
733,"22,11","-0,25",1,0,"1,87",0,0,0,1,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2357",0,0,0,1,0,0,,,,,,,1,0,0,0,,,,,,,0,1,0,,,,,,,0,0,,,,,,0,0,,,"0,2248","0,0977","0,2986","0,1677",,"0,7793","0,8113","-0,0319",0,1,2,1,0,1,0,2,0,1,2,0,,,,,,,,,,,,,3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",3,9,"0,25","0,75",-2,"-0,4150374993"
734,"22,11","-0,25",1,0,"3,81",0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2354",0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2239","0,0971","0,2996","0,1764",,"0,3912","0,4138","-0,0226",2,1,1,1,0,1,1,1,1,1,0,0,,,,,,,,,,,,,1,12,"0,07692307692","0,9230769231","-3,700439718","-0,1154772174",1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821"
735,"22,11","-0,25",1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,"0,1167",7,,"0,2351",1,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2237","0,1372","0,2999","0,2464",,"0,6194","0,6500","-0,0306",1,2,1,1,0,1,1,0,0,0,2,0,,,,,,,,,,,,,2,11,"0,1538461538","0,8461538462","-2,700439718","-0,2410080995",2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058"
736,"22,11","-0,25",1,0,"2,18",0,0,0,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,"0,1167",7,,"0,2347",0,0,1,0,0,1,,,,,,,1,1,0,1,,,,,,,0,0,1,,,,,,,0,0,,,,,,1,1,,,"0,2238","0,1405","0,2994","0,2433",,"0,7793","0,8113","-0,0319",1,0,2,0,0,2,0,0,0,0,1,2,,,,,,,,,,,,,3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",3,9,"0,25","0,75",-2,"-0,4150374993"
737,"22,11","1,75",2,0,"9,8",1,0,1,0,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,"0,1167",7,,"0,2358",1,0,0,0,0,0,,,,,,,0,0,1,0,,,,,,,0,0,0,,,,,,,1,0,,,,,,0,0,,,"0,2265","0,1637","0,3021","0,2725",,"0,9612","0,9183","0,0429",0,2,1,1,2,1,0,1,2,0,2,0,,,,,,,,,,,,,5,8,"0,3846153846","0,6153846154","-1,378511623","-0,7004397181",4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007"
738,"22,11","1,75",2,0,"4,57",1,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,"0,1333",8,,"0,2368",0,0,0,0,1,0,,,,,,,0,0,0,0,,,,,,,0,0,0,,,,,,,1,1,,,,,,0,0,,,"0,2268","0,1850","0,3020","0,2759",,"0,7793","0,6500","0,1293",1,0,1,1,2,0,0,1,1,2,1,1,,,,,,,,,,,,,3,10,"0,2307692308","0,7692307692","-2,115477217","-0,3785116233",2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058"
739,"22,11","1,75",2,0,"195,43",1,1,0,1,0,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,2378",0,0,1,0,1,0,,,,,,,1,1,0,0,,,,,,,0,0,0,,,,,,,1,1,,,,,,1,0,,,"0,2298","0,2116","0,3051","0,3015",,"0,9957","0,9799","0,0159",2,0,2,0,2,2,0,0,0,2,1,0,,,,,,,,,,,,,6,7,"0,4615384615","0,5384615385","-1,115477217","-0,8930847961",5,7,"0,4166666667","0,5833333333","-1,263034406","-0,7776075787"
740,"22,11",-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,2375",1,0,0,0,0,1,,,,,,,0,0,0,1,,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,2303","0,1935","0,3054","0,2788",,"0,6194","0,6500","-0,0306",0,2,0,0,0,0,1,1,0,1,0,2,,,,,,,,,,,,,2,11,"0,1538461538","0,8461538462","-2,700439718","-0,2410080995",2,10,"0,1666666667","0,8333333333","-2,584962501","-0,2630344058"
741,"22,11",-1,0,0,"1,24",0,0,1,0,0,1,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,2372",1,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,0,0,0,,,,,,,1,0,,,,,,0,0,,,"0,2278","0,1744","0,3042","0,2712",,"0,8905","0,9183","-0,0278",1,2,0,0,2,0,2,1,1,0,2,0,,,,,,,,,,,,,4,9,"0,3076923077","0,6923076923","-1,700439718","-0,5305147167",4,8,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007"
742,"22,11",-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,2369",0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2304","0,1912","0,3052","0,2833",,"0,3912","0,4138","-0,0226",1,0,0,0,1,0,2,0,1,0,0,0,,,,,,,,,,,,,1,12,"0,07692307692","0,9230769231","-3,700439718","-0,1154772174",1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821"
743,"22,11","1,75",2,0,"8,06",1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"0,1500",9,,"0,2379",0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2251","0,1558","0,2980","0,2145",,"0,3912","0,0000","0,3912",1,0,1,1,1,1,1,0,0,1,0,0,,,,,,,,,,,,,1,12,"0,07692307692","0,9230769231","-3,700439718","-0,1154772174",0,12,0,1,#NUM!,0
744,"22,11","1,75",2,0,"7,03",1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,"0,1667",10,,"0,2389",0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,2232","0,1665","0,2952","0,1844",,"0,6194","0,4138","0,2056",1,1,1,0,1,0,0,0,0,0,2,1,,,,,,,,,,,,,2,11,"0,1538461538","0,8461538462","-2,700439718","-0,2410080995",1,11,"0,08333333333","0,9166666667","-3,584962501","-0,1255308821"
