"142,19","2,5","2,5",5,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
2147,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,,,"0,5000",30,,"0,4311",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,1,0,0,,0,0,0,1,0,1,,0,0,0,,"0,2050","0,0106","0,2380","0,0106",,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2148,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,"0,5000",30,,"0,4314",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,0,0,,1,1,1,0,1,1,,1,1,1,,"0,2035","0,0264","0,2364","0,0264",,"0,4537","0,4690","-0,0153",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,,,,,19,2,"0,9047619048","0,09523809524","-0,1443899093","-3,392317423",18,2,"0,9","0,1","-0,1520030934","-3,321928095",19
2149,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,,,"0,5000",30,,"0,4312",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0,0,0,1,1,0,,0,0,0,,"0,2044","0,0098","0,2371","0,0098",,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2150,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,,,"0,5000",30,,"0,4314",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,1,1,,1,1,1,0,0,0,,1,1,1,,"0,2030","0,0287","0,2355","0,0287",,"0,4537","0,4690","-0,0153",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,,,,,19,2,"0,9047619048","0,09523809524","-0,1443899093","-3,392317423",18,2,"0,9","0,1","-0,1520030934","-3,321928095",19
2151,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,"0,5000",30,,"0,4312",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,,0,0,0,,"0,2038","0,0089","0,2362","0,0089",,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2152,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"0,5000",30,,"0,4315",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,0,0,,1,1,1,0,0,0,,1,1,1,,"0,2024","0,0315","0,2346","0,0315",,"0,4537","0,4690","-0,0153",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,,,,,19,2,"0,9047619048","0,09523809524","-0,1443899093","-3,392317423",18,2,"0,9","0,1","-0,1520030934","-3,321928095",19
2153,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,,,"0,5000",30,,"0,4313",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0,0,0,1,1,0,,0,0,0,,"0,2032","0,0081","0,2353","0,0081",,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2154,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,,"0,5000",30,,"0,4316",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,1,0,,1,1,1,0,0,0,,1,1,1,,"0,2018","0,0350","0,2337","0,0350",,"0,4537","0,4690","-0,0153",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,,,,,19,2,"0,9047619048","0,09523809524","-0,1443899093","-3,392317423",18,2,"0,9","0,1","-0,1520030934","-3,321928095",19
2155,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,,,"0,5000",30,,"0,4314",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,1,0,1,,0,0,0,1,0,0,,0,0,0,,"0,2026","0,0073","0,2344","0,0073",,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2156,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,"0,5000",30,,"0,4316",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,0,0,,1,1,1,0,1,0,,1,1,1,,"0,2012","0,0394","0,2328","0,0394",,"0,4537","0,4690","-0,0153",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,,,,,19,2,"0,9047619048","0,09523809524","-0,1443899093","-3,392317423",18,2,"0,9","0,1","-0,1520030934","-3,321928095",19
2157,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,"0,5000",30,,"0,4314",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,,0,0,0,,"0,2021","0,0064","0,2335","0,0064",,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2158,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"0,5000",30,,"0,4317",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,0,0,,1,1,1,0,0,0,,1,1,1,,"0,2006","0,0455","0,2319","0,0455",,"0,4537","0,4690","-0,0153",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,,,,,19,2,"0,9047619048","0,09523809524","-0,1443899093","-3,392317423",18,2,"0,9","0,1","-0,1520030934","-3,321928095",19
2159,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,,,"0,5000",30,,"0,4315",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,,0,0,0,,"0,2015","0,0054","0,2326","0,0054",,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2160,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,,,"0,5000",30,,"0,4317",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,1,1,,1,1,1,0,1,1,,1,1,1,,"0,2001","0,0549","0,2310","0,0549",,"0,4537","0,4690","-0,0153",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,,,,,19,2,"0,9047619048","0,09523809524","-0,1443899093","-3,392317423",18,2,"0,9","0,1","-0,1520030934","-3,321928095",19
2161,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,,,"0,5000",30,,"0,4315",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,1,,0,0,0,1,0,0,,0,0,0,,"0,2009","0,0043","0,2317","0,0043",,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2162,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,,,"0,5000",30,,"0,4318",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,0,0,,1,1,1,0,1,1,,1,1,1,,"0,1995","0,0721","0,2302","0,0721",,"0,4537","0,4690","-0,0153",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,,,,,19,2,"0,9047619048","0,09523809524","-0,1443899093","-3,392317423",18,2,"0,9","0,1","-0,1520030934","-3,321928095",19
2163,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,,,"0,5000",30,,"0,4316",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0,0,0,1,0,1,,0,0,0,,"0,2003","0,0030","0,2309","0,0030",,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934",0
2164,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,,,"0,5000",30,,"0,4319",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,1,,1,1,1,1,0,1,1,0,,1,1,1,0,1,1,,1,1,1,,"0,1989","0,1270","0,2293","0,1270",,"0,4537","0,4690","-0,0153",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,,,,,19,2,"0,9047619048","0,09523809524","-0,1443899093","-3,392317423",18,2,"0,9","0,1","-0,1520030934","-3,321928095",19
2165,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,,"0,5000",30,,"0,4317",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,1,0,0,,0,0,0,1,0,0,,0,0,0,,"0,2000","0,1270","0,2302","0,1270",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2166,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,,,"0,5000",30,,"0,4319",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,1,1,,1,1,1,0,0,0,,1,1,1,,"0,1979","0,0030","0,2278","0,0030",,"0,2762","0,2864","-0,0102",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,,,,,20,1,"0,9523809524","0,04761904762","-0,07038932789","-4,392317423",19,1,"0,95","0,05","-0,07400058144","-4,321928095",20
2167,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,,,"0,5000",30,,"0,4317",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,,0,0,0,,"0,1990","0,0721","0,2287","0,0721",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2168,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,,,"0,5000",30,,"0,4320",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,1,0,,1,1,1,0,0,0,,1,1,1,,"0,1968","0,0043","0,2262","0,0043",,"0,2762","0,2864","-0,0102",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,,,,,20,1,"0,9523809524","0,04761904762","-0,07038932789","-4,392317423",19,1,"0,95","0,05","-0,07400058144","-4,321928095",20
2169,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,,,"0,5000",30,,"0,4318",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0,0,0,1,0,1,,0,0,0,,"0,1979","0,0549","0,2271","0,0549",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2170,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,,,"0,5000",30,,"0,4321",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,0,1,,1,1,1,0,1,1,,1,1,1,,"0,1958","0,0054","0,2248","0,0054",,"0,2762","0,2864","-0,0102",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,,,,,20,1,"0,9523809524","0,04761904762","-0,07038932789","-4,392317423",19,1,"0,95","0,05","-0,07400058144","-4,321928095",20
2171,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,,,"0,5000",30,,"0,4319",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0,0,0,1,1,0,,0,0,0,,"0,1969","0,0455","0,2257","0,0455",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2172,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,,,"0,5000",30,,"0,4321",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,0,0,,1,1,1,0,0,1,,1,1,1,,"0,1948","0,0064","0,2233","0,0064",,"0,2762","0,2864","-0,0102",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,,,,,20,1,"0,9523809524","0,04761904762","-0,07038932789","-4,392317423",19,1,"0,95","0,05","-0,07400058144","-4,321928095",20
2173,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,,,"0,5000",30,,"0,4319",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,1,,0,0,0,1,0,0,,0,0,0,,"0,1959","0,0394","0,2242","0,0394",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2174,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,,"0,5000",30,,"0,4322",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,1,0,,1,1,1,0,0,0,,1,1,1,,"0,1938","0,0073","0,2218","0,0073",,"0,2762","0,2864","-0,0102",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,,,,,20,1,"0,9523809524","0,04761904762","-0,07038932789","-4,392317423",19,1,"0,95","0,05","-0,07400058144","-4,321928095",20
2175,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,"0,5000",30,,"0,4320",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,,0,0,0,,"0,1948","0,0350","0,2227","0,0350",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2176,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"0,5000",30,,"0,4322",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,0,0,,1,1,1,0,0,0,,1,1,1,,"0,1928","0,0081","0,2204","0,0081",,"0,2762","0,2864","-0,0102",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,,,,,20,1,"0,9523809524","0,04761904762","-0,07038932789","-4,392317423",19,1,"0,95","0,05","-0,07400058144","-4,321928095",20
2177,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,"0,5000",30,,"0,4320",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,,0,0,0,,"0,1939","0,0315","0,2213","0,0315",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2178,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,,,"0,5000",30,,"0,4323",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,1,0,,1,1,1,0,1,1,,1,1,1,,"0,1918","0,0089","0,2190","0,0089",,"0,2762","0,2864","-0,0102",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,,,,,20,1,"0,9523809524","0,04761904762","-0,07038932789","-4,392317423",19,1,"0,95","0,05","-0,07400058144","-4,321928095",20
2179,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,,,"0,5000",30,,"0,4321",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,1,0,0,,0,0,0,1,1,0,,0,0,0,,"0,1929","0,0287","0,2199","0,0287",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2180,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"0,5000",30,,"0,4324",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,0,0,,1,1,1,0,0,0,,1,1,1,,"0,1908","0,0098","0,2176","0,0098",,"0,2762","0,2864","-0,0102",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,,,,,20,1,"0,9523809524","0,04761904762","-0,07038932789","-4,392317423",19,1,"0,95","0,05","-0,07400058144","-4,321928095",20
2181,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,,,"0,5000",30,,"0,4322",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,1,1,0,,0,0,0,1,1,0,,0,0,0,,"0,1919","0,0264","0,2185","0,0264",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2182,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,,,"0,5000",30,,"0,4324",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,0,0,,1,1,1,0,0,1,,1,1,1,,"0,1899","0,0106","0,2163","0,0106",,"0,2762","0,2864","-0,0102",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,,,,,20,1,"0,9523809524","0,04761904762","-0,07038932789","-4,392317423",19,1,"0,95","0,05","-0,07400058144","-4,321928095",20
2183,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,,,"0,5000",30,,"0,4322",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,1,0,0,,0,0,0,1,1,0,,0,0,0,,"0,1910","0,0244","0,2172","0,0244",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2184,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"0,5000",30,,"0,4325",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,0,0,,1,1,1,0,0,0,,1,1,1,,"0,1890","0,0115","0,2149","0,0115",,"0,2762","0,2864","-0,0102",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,,,,,20,1,"0,9523809524","0,04761904762","-0,07038932789","-4,392317423",19,1,"0,95","0,05","-0,07400058144","-4,321928095",20
2185,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,,,"0,5000",30,,"0,4323",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,1,0,0,,0,0,0,1,1,0,,0,0,0,,"0,1900","0,0226","0,2158","0,0226",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
2186,"185,94","6,25",2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,,,"0,5000",30,,"0,4326",1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,0,0,,1,1,1,1,0,0,1,0,,1,1,1,0,0,0,,1,1,1,,"0,1881","0,0123","0,2136","0,0123",,"0,2762","0,2864","-0,0102",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,,,,,20,1,"0,9523809524","0,04761904762","-0,07038932789","-4,392317423",19,1,"0,95","0,05","-0,07400058144","-4,321928095",20
2187,"185,94",-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,,,"0,5000",30,,"0,4324",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,1,1,1,,0,0,0,1,0,0,,0,0,0,,"0,1891","0,0211","0,2145","0,0211",,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144",0
